method1,method2,method_score1,method_score2
org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary.PDExternalDataDictionary(),org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary.PDExternalDataDictionary(),1.2116022791433002e-10,3.457921956421571e-12
org.apache.pdfbox.pdmodel.fdf.FDFIconFit.FDFIconFit(),org.apache.pdfbox.pdmodel.fdf.FDFIconFit.FDFIconFit(),7.845601202698777e-11,4.089935548274562e-12
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead.PDThreadBead(),org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead.PDThreadBead(),4.3812051997205533e-10,1.3227938403084432e-11
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread.PDThread(),org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread.PDThread(),1.8290072149736644e-10,4.803172982445605e-12
org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions.PDAdditionalActions(),org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions.PDAdditionalActions(),3.922801391317087e-11,1.1685652848513956e-12
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp.PDSeedValueTimeStamp(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp.PDSeedValueTimeStamp(),1.1848525204632128e-10,8.093055041213239e-13
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.getColorants(),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.getColorants(),4.637995222118364e-09,1.8851501570652018e-08
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.PDDeviceNAttributes(),org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.PDDeviceNAttributes(),9.414721127251453e-11,3.797798521932246e-12
org.apache.pdfbox.pdmodel.PDPage.PDPage(PDRectangle),org.apache.pdfbox.pdmodel.PDPage.PDPage(PDRectangle),2.4756891160477444e-10,2.182677232524222e-09
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary.PDBorderEffectDictionary(),org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary.PDBorderEffectDictionary(),8.630161164975114e-11,6.175946215895962e-12
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict.PDPropBuildDataDict(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict.PDPropBuildDataDict(),2.9621309432522983e-10,1.1734608571723827e-11
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.PDPropBuild(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.PDPropBuild(),1.0663672922772737e-10,3.237150630255213e-12
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo.PDMarkInfo(),org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo.PDMarkInfo(),7.061041240422437e-11,1.752839337536029e-12
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.PDEncryptionDictionary(),org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.PDEncryptionDictionary(),8.10154876075406e-09,2.6173103142969867e-17
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference.PDObjectReference(),org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference.PDObjectReference(),1.0574294389765693e-10,1.2838600204625798e-11
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.PDCalGray(),org.apache.pdfbox.pdmodel.graphics.color.PDCalGray.PDCalGray(),3.589783037964241e-10,1.4867918754262348e-09
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile.setMacSubtype(String),org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile.setMacSubtype(String),3.634591779081232e-10,1.132119549418545e-11
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary.PDViewportDictionary(),org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary.PDViewportDictionary(),7.845601202698777e-11,1.4607023111937125e-12
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.PDNumberFormatDictionary(),org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.PDNumberFormatDictionary(),7.402003517513856e-10,2.353739875535895e-11
org.apache.pdfbox.pdmodel.fdf.FDFTemplate.FDFTemplate(),org.apache.pdfbox.pdmodel.fdf.FDFTemplate.FDFTemplate(),1.0199281089527789e-10,1.752839337536029e-12
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle.PDBoxStyle(),org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle.PDBoxStyle(),1.0199281089527789e-10,3.505661495589929e-12
org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions.PDPageAdditionalActions(),org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions.PDPageAdditionalActions(),6.2764812781461e-11,1.752839337536029e-12
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP.PDSeedValueMDP(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP.PDSeedValueMDP(),4.7394115134757875e-11,2.427868921543917e-12
"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSBase)","org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSBase)",0.000271906799048325,9.188586352441813e-05
"org.apache.pdfbox.cos.COSDictionary.setName(COSName, String)","org.apache.pdfbox.cos.COSDictionary.setName(COSName, String)",4.520690244672708e-06,6.370999121901717e-07
org.apache.pdfbox.pdmodel.PDPage.getAnnotations(),org.apache.pdfbox.pdmodel.PDPage.getAnnotations(),8.202783193607457e-08,5.315646404126842e-07
org.apache.pdfbox.cos.COSDictionary.addAll(COSDictionary),org.apache.pdfbox.cos.COSDictionary.addAll(COSDictionary),5.5270795585396285e-08,3.728258358074092e-07
"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSObjectable)","org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSObjectable)",6.934195001884705e-07,2.2065025558587028e-07
org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),3.449521145216565e-06,7.867535962143559e-06
"org.apache.pdfbox.cos.COSDictionary.setLong(COSName, long)","org.apache.pdfbox.cos.COSDictionary.setLong(COSName, long)",1.793588633473847e-08,1.1589866264082505e-09
"org.apache.pdfbox.cos.COSDictionary.setInt(COSName, int)","org.apache.pdfbox.cos.COSDictionary.setInt(COSName, int)",2.8943315232618713e-06,1.0887396179125464e-06
org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),5.668201725848819e-05,1.0648960733085753e-05
"org.apache.pdfbox.cos.COSDictionary.setString(COSName, String)","org.apache.pdfbox.cos.COSDictionary.setString(COSName, String)",3.072962265050188e-06,5.156287479582442e-07
org.apache.pdfbox.pdmodel.PDPage.setMediaBox(PDRectangle),org.apache.pdfbox.pdmodel.PDPage.setMediaBox(PDRectangle),3.7431204419722744e-08,1.0214821260892065e-09
org.apache.pdfbox.pdmodel.common.function.PDFunction.PDFunction(COSBase),org.apache.pdfbox.pdmodel.common.function.PDFunction.PDFunction(COSBase),5.12601527934063e-08,8.550953847906622e-09
"org.apache.pdfbox.cos.COSDictionary.setItem(String, COSBase)","org.apache.pdfbox.cos.COSDictionary.setItem(String, COSBase)",1.5020430938802857e-07,9.100701737945439e-10
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setUpperLimit(Integer),org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setUpperLimit(Integer),1.310990179784364e-08,3.571714302976182e-10
"org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setNumbers(Map<Integer, ? extends COSObjectable>)","org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setNumbers(Map<Integer, ? extends COSObjectable>)",5.09506065582441e-09,1.247351724043768e-10
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setLowerLimit(Integer),org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setLowerLimit(Integer),1.310990179784364e-08,3.571714302976182e-10
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setKids(List<? extends PDNumberTreeNode>),org.apache.pdfbox.pdmodel.common.PDNumberTreeNode.setKids(List<? extends PDNumberTreeNode>),2.224712523217448e-09,4.039156414813016e-11
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.setLowerLimit(String),org.apache.pdfbox.pdmodel.common.PDNameTreeNode.setLowerLimit(String),1.8264218174503206e-09,4.155271306726804e-11
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.setKids(List<? extends PDNameTreeNode>),org.apache.pdfbox.pdmodel.common.PDNameTreeNode.setKids(List<? extends PDNameTreeNode>),1.2180985820958942e-08,3.7206154859354953e-09
org.apache.pdfbox.pdmodel.common.PDNameTreeNode.calculateLimits(),org.apache.pdfbox.pdmodel.common.PDNameTreeNode.calculateLimits(),1.697238150772199e-08,5.198512785222565e-09
"org.apache.pdfbox.cos.COSDictionary.setBoolean(COSName, boolean)","org.apache.pdfbox.cos.COSDictionary.setBoolean(COSName, boolean)",1.3218072683885014e-08,3.3265513045833675e-09
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.PDAnnotationLine(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.PDAnnotationLine(),1.3666556192907535e-07,6.152341998944678e-09
"org.apache.pdfbox.cos.COSDictionary.setBoolean(String, boolean)","org.apache.pdfbox.cos.COSDictionary.setBoolean(String, boolean)",5.1989763041839745e-09,7.172049562006093e-11
"org.apache.pdfbox.cos.COSDictionary.setFloat(COSName, float)","org.apache.pdfbox.cos.COSDictionary.setFloat(COSName, float)",1.743426980905223e-07,1.2257635382167057e-07
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.PDAnnotationLink(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.PDAnnotationLink(),2.463547806464103e-09,4.534761388468571e-11
org.apache.pdfbox.cos.COSDictionary.mergeInto(COSDictionary),org.apache.pdfbox.cos.COSDictionary.mergeInto(COSDictionary),6.71135769064935e-09,3.746466053445431e-10
org.apache.pdfbox.cos.COSStream.setFilters(COSBase),org.apache.pdfbox.cos.COSStream.setFilters(COSBase),6.7925113316436055e-09,2.3879365742111824e-13
org.apache.pdfbox.pdfparser.PDFXRefStream.getStream(),org.apache.pdfbox.pdfparser.PDFXRefStream.getStream(),4.277384318643545e-09,2.8472776801463026e-07
org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField.PDSignatureField(PDAcroForm),org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField.PDSignatureField(PDAcroForm),1.6101458078605018e-07,1.4915451162277096e-07
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode.appendKid(COSBase),org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode.appendKid(COSBase),9.611710532628008e-09,5.225643296027494e-10
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment.PDAnnotationFileAttachment(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment.PDAnnotationFileAttachment(),3.243059900986536e-10,1.0808630303391599e-11
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText.PDAnnotationText(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText.PDAnnotationText(),4.458784982522271e-10,1.7460065017331607e-11
org.apache.pdfbox.pdmodel.font.PDSimpleFont.PDSimpleFont(),org.apache.pdfbox.pdmodel.font.PDSimpleFont.PDSimpleFont(String),1.1595125639439504e-07,1.7445365445075697e-05
org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(String),org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(String),2.840280437786137e-06,5.4379637428030114e-05
org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(COSDictionary),org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(COSDictionary),2.1248406372126993e-05,2.9337597029391993e-05
org.apache.pdfbox.preflight.font.descriptor.FontDescriptorHelper.validate(),org.apache.pdfbox.preflight.font.descriptor.FontDescriptorHelper.validate(),2.181845363276774e-07,1.5913741087020836e-08
org.apache.pdfbox.preflight.font.TrueTypeFontValidator.checkEncoding(),org.apache.pdfbox.preflight.font.TrueTypeFontValidator.checkEncoding(),5.454236015510507e-10,7.459166829776665e-11
org.apache.pdfbox.pdfwriter.COSWriter.doWriteSignature(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteSignature(),2.1513700539966613e-15,1.311302335852134e-05
org.apache.pdfbox.cos.COSDocument.getObjectFromPool(COSObjectKey),org.apache.pdfbox.cos.COSDocument.getObjectFromPool(COSObjectKey),1.942757872699193e-05,1.2087750953909365e-05
org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(),org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(),0.0003290554985478764,0.00021514710100122922
org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionaryValue(),org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionaryValue(),0.00011710807379713154,0.000117154537124614
org.apache.pdfbox.cos.COSDocument.dereferenceObjectStreams(),org.apache.pdfbox.cos.COSDocument.dereferenceObjectStreams(),6.3137241353240945e-06,3.470648170782311e-11
"org.apache.pdfbox.preflight.utils.COSUtils.isFloat(COSBase, COSDocument)","org.apache.pdfbox.preflight.utils.COSUtils.isFloat(COSBase, COSDocument)",1.1751593373482656e-09,3.8840238310059856e-10
"org.apache.pdfbox.preflight.utils.COSUtils.isInteger(COSBase, COSDocument)","org.apache.pdfbox.preflight.utils.COSUtils.isInteger(COSBase, COSDocument)",2.4198544611959267e-09,5.82232236658926e-09
"org.apache.pdfbox.preflight.utils.COSUtils.isArray(COSBase, COSDocument)","org.apache.pdfbox.preflight.utils.COSUtils.isArray(COSBase, COSDocument)",3.4567941173769716e-09,2.2834238969439933e-08
"org.apache.pdfbox.preflight.utils.COSUtils.isString(COSBase, COSDocument)","org.apache.pdfbox.preflight.utils.COSUtils.isString(COSBase, COSDocument)",9.219051821106413e-09,2.0628753872184065e-08
"org.apache.pdfbox.preflight.utils.COSUtils.isStream(COSBase, COSDocument)","org.apache.pdfbox.preflight.utils.COSUtils.isStream(COSBase, COSDocument)",2.380178550999962e-09,8.943900277881213e-10
"org.apache.pdfbox.preflight.utils.COSUtils.isDictionary(COSBase, COSDocument)","org.apache.pdfbox.preflight.utils.COSUtils.isDictionary(COSBase, COSDocument)",1.471827495967699e-08,1.0277129772725309e-08
org.apache.pdfbox.pdmodel.font.PDCIDFont.getAverageFontWidth(),org.apache.pdfbox.pdmodel.font.PDCIDFont.getAverageFontWidth(),3.5398683907003203e-10,1.0284795514555969e-07
"org.apache.pdfbox.pdfwriter.COSWriter.COSWriter(OutputStream, FileInputStream)",org.apache.pdfbox.pdfwriter.COSWriter.COSWriter(OutputStream),4.963827984746674e-08,1.3952641144492217e-07
org.apache.pdfbox.pdfwriter.COSWriter.close(),org.apache.pdfbox.pdfwriter.COSWriter.close(),1.8525684877929536e-07,3.146208427265203e-07
"org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(FileInputStream, OutputStream)",org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),4.4487300461581003e-07,1.3438966186318514e-05
org.apache.pdfbox.pdmodel.PDDocument.load(InputStream),org.apache.pdfbox.pdmodel.PDDocument.load(InputStream),8.57928759479492e-05,1.7653049102720644e-05
org.apache.pdfbox.pdmodel.PDDocument.load(File),org.apache.pdfbox.pdmodel.PDDocument.load(File),1.425336416500225e-05,0.00011958451070048338
org.apache.pdfbox.cos.COSDocument.createCOSStream(COSDictionary),org.apache.pdfbox.cos.COSDocument.createCOSStream(COSDictionary),1.8886439625959662e-09,1.9393760755944936e-06
org.apache.pdfbox.cos.COSDictionary.COSDictionary(COSDictionary),org.apache.pdfbox.cos.COSDictionary.COSDictionary(COSDictionary),1.68328874811872e-07,7.706612722550021e-10
org.apache.pdfbox.cos.COSDocument.COSDocument(),org.apache.pdfbox.cos.COSDocument.COSDocument(),2.4214168381481064e-06,1.4168645122694211e-05
org.apache.pdfbox.pdfparser.PDFParser.PDFParser(InputStream),"org.apache.pdfbox.pdfparser.PDFParser.PDFParser(RandomAccessRead, String)",4.577826333084602e-09,2.1587488030616483e-12
org.apache.pdfbox.pdmodel.PDDocument.PDDocument(COSDocument),org.apache.pdfbox.pdmodel.PDDocument.PDDocument(MemoryUsageSetting),3.4065573414575255e-08,2.3459343337264096e-05
org.apache.pdfbox.pdmodel.PDDocument.load(URL),"org.apache.pdfbox.pdmodel.PDDocument.load(byte[], String, InputStream, String)",1.9737849712800133e-18,1.387652697056311e-08
"org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface, SignatureOptions)","org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface, SignatureOptions)",5.793257801371425e-09,4.7376626197648523e-07
org.apache.pdfbox.pdmodel.PDResources.getProperties(),org.apache.pdfbox.pdmodel.PDResources.getProperties(COSName),5.567142927486353e-10,1.3531308636481053e-11
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.getField(String),org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.getField(String),2.6553902904336603e-09,9.616861524540867e-07
org.apache.pdfbox.cos.COSStream.getUnfilteredStream(),org.apache.pdfbox.cos.COSStream.getUnfilteredStream(),1.9919974601431185e-05,1.4251361160264486e-12
org.apache.pdfbox.cos.COSStream.getFilteredStream(),org.apache.pdfbox.cos.COSStream.getFilteredStream(),1.6854408658670838e-06,1.3585073855891879e-12
