class,path,package,methods
XMPMetadata,xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,org.apache.xmpbox,"XMPMetadata,XMPMetadata,createXMPMetadata,createXMPMetadata,getTypeMapping,getXpacketBytes,getXpacketEncoding,getXpacketBegin,getXpacketId,getAllSchemas,setEndXPacket,getEndXPacket,getSchema,getSchema,getSchema,createAndAddDefaultSchema,createAndAddPDFAExtensionSchemaWithDefaultNS,createAndAddPDFAExtensionSchemaWithNS,getPDFExtensionSchema,createAndAddPFAIdentificationSchema,getPDFIdentificationSchema,createAndAddDublinCoreSchema,getDublinCoreSchema,createAndAddBasicJobTicketSchema,getBasicJobTicketSchema,createAndAddXMPRightsManagementSchema,getXMPRightsManagementSchema,createAndAddXMPBasicSchema,getXMPBasicSchema,createAndAddXMPMediaManagementSchema,createAndAddPhotoshopSchema,getPhotoshopSchema,getXMPMediaManagementSchema,createAndAddAdobePDFSchema,getAdobePDFSchema,addSchema,removeSchema,clearSchemas"
AdobePDFSchema,xmpbox\src\main\java\org\apache\xmpbox\schema\AdobePDFSchema.java,org.apache.xmpbox.schema,"AdobePDFSchema,AdobePDFSchema,setKeywords,setKeywordsProperty,setPDFVersion,setPDFVersionProperty,setProducer,setProducerProperty,getKeywordsProperty,getKeywords,getPDFVersionProperty,getPDFVersion,getProducerProperty,getProducer"
DublinCoreSchema,xmpbox\src\main\java\org\apache\xmpbox\schema\DublinCoreSchema.java,org.apache.xmpbox.schema,"DublinCoreSchema,DublinCoreSchema,addContributor,removeContributor,setCoverage,setCoverageProperty,addCreator,removeCreator,addDate,removeDate,addDescription,setDescription,setFormat,setIdentifier,setIdentifierProperty,addLanguage,removeLanguage,addPublisher,removePublisher,addRelation,removeRelation,addRights,setSource,setSourceProperty,setFormatProperty,addSubject,removeSubject,setTitle,setTitle,addTitle,addType,getContributorsProperty,getContributors,getCoverageProperty,getCoverage,getCreatorsProperty,getCreators,getDatesProperty,getDates,getDescriptionProperty,getDescriptionLanguages,getDescription,getDescription,getFormatProperty,getFormat,getIdentifierProperty,getIdentifier,getLanguagesProperty,getLanguages,getPublishersProperty,getPublishers,getRelationsProperty,getRelations,getRightsProperty,getRightsLanguages,getRights,getRights,getSourceProperty,getSource,getSubjectsProperty,getSubjects,getTitleProperty,getTitleLanguages,getTitle,getTitle,getTypesProperty,getTypes,removeType"
XMPBasicSchema,xmpbox\src\main\java\org\apache\xmpbox\schema\XMPBasicSchema.java,org.apache.xmpbox.schema,"XMPBasicSchema,XMPBasicSchema,addThumbnails,addAdvisory,removeAdvisory,setBaseURL,setBaseURLProperty,setCreateDate,setCreateDateProperty,setCreatorTool,setCreatorToolProperty,addIdentifier,removeIdentifier,setLabel,setLabelProperty,setMetadataDate,setMetadataDateProperty,setModifyDate,setModifierDate,setModifyDateProperty,setModifierDateProperty,setNickname,setNicknameProperty,setRating,setRatingProperty,getAdvisoryProperty,getAdvisory,getBaseURLProperty,getBaseURL,getCreateDateProperty,getCreateDate,getCreatorToolProperty,getCreatorTool,getIdentifiersProperty,getIdentifiers,getLabelProperty,getLabel,getMetadataDateProperty,getMetadataDate,getModifyDateProperty,getModifierDateProperty,getModifyDate,getModifierDate,getNicknameProperty,getNickname,getRatingProperty,getRating,getThumbnailsProperty"
ValidationResult,preflight\src\main\java\org\apache\pdfbox\preflight\ValidationResult.java,org.apache.pdfbox.preflight,"ValidationResult,ValidationResult,ValidationResult,mergeResult,getXmpMetaData,setXmpMetaData,isValid,addError,addErrors,getErrorsList"
SynchronizedMetaDataValidation,preflight\src\main\java\org\apache\pdfbox\preflight\metadata\SynchronizedMetaDataValidation.java,org.apache.pdfbox.preflight.metadata,"analyzeTitleProperty,analyzeAuthorProperty,analyzeSubjectProperty,analyzeKeywordsProperty,analyzeProducerProperty,analyzeCreatorToolProperty,analyzeCreationDateProperty,analyzeModifyDateProperty,validateMetadataSynchronization,unexpectedPrefixFoundError,schemaAccessException,unsynchronizedMetaDataError,absentSchemaMetaDataError,absentXMPPropertyError,removeTrailingNul,hasTimeZone,isValidPDFDateFormat"
SecurityHandlerFactory,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\SecurityHandlerFactory.java,org.apache.pdfbox.pdmodel.encryption,"SecurityHandlerFactory,registerHandler,newSecurityHandlerForPolicy,newSecurityHandlerForFilter,newSecurityHandler"
SecurityHandler,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\SecurityHandler.java,org.apache.pdfbox.pdmodel.encryption,"setDecryptMetadata,prepareDocumentForEncryption,prepareForDecryption,encryptData,calcFinalKey,encryptDataRC4,encryptDataRC4,encryptDataAESother,encryptDataAES256,prepareAESInitializationVector,decrypt,decryptStream,encryptStream,decryptDictionary,decryptString,encryptString,decryptArray,getKeyLength,setKeyLength,setCurrentAccessPermission,getCurrentAccessPermission,isAES,setAES,hasProtectionPolicy"
ProtectionPolicy,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\ProtectionPolicy.java,org.apache.pdfbox.pdmodel.encryption,"setEncryptionKeyLength,getEncryptionKeyLength"
StandardSecurityHandler,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\StandardSecurityHandler.java,org.apache.pdfbox.pdmodel.encryption,"StandardSecurityHandler,StandardSecurityHandler,computeVersionNumber,computeRevisionNumber,prepareForDecryption,getDocumentIDBytes,validatePerms,prepareDocumentForEncryption,prepareEncryptionDictRev6,prepareEncryptionDictRev2345,prepareEncryptionDictAES,isOwnerPassword,getUserPassword,computeEncryptedKey,computeEncryptedKeyRev234,computeEncryptedKeyRev56,computeUserPassword,computeOwnerPassword,computeRC4key,truncateOrPad,isUserPassword,isUserPassword,isOwnerPassword,computeHash2A,computeHash2B,computeSHA256,concat,concat,truncate127,logIfStrongEncryptionMissing,hasProtectionPolicy"
StandardProtectionPolicy,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\StandardProtectionPolicy.java,org.apache.pdfbox.pdmodel.encryption,"StandardProtectionPolicy,getPermissions,setPermissions,getOwnerPassword,setOwnerPassword,getUserPassword,setUserPassword"
PublicKeySecurityHandler,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PublicKeySecurityHandler.java,org.apache.pdfbox.pdmodel.encryption,"PublicKeySecurityHandler,PublicKeySecurityHandler,prepareForDecryption,appendCertInfo,prepareDocumentForEncryption,computeRecipientsField,createDERForRecipient,computeRecipientInfo,hasProtectionPolicy"
PublicKeyProtectionPolicy,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PublicKeyProtectionPolicy.java,org.apache.pdfbox.pdmodel.encryption,"PublicKeyProtectionPolicy,addRecipient,removeRecipient,getRecipientsIterator,getDecryptionCertificate,setDecryptionCertificate,getNumberOfRecipients"
ColorSpaces,preflight\src\main\java\org\apache\pdfbox\preflight\graphic\ColorSpaces.java,org.apache.pdfbox.preflight.graphic,"ColorSpaces,getLabel,setLabel,values,valueOf"
PDDocumentNameDestinationDictionary,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentNameDestinationDictionary.java,org.apache.pdfbox.pdmodel,"PDDocumentNameDestinationDictionary,getCOSObject,getDestination"
COSArray,pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,org.apache.pdfbox.cos,"COSArray,add,add,add,clear,removeAll,retainAll,addAll,addAll,addAll,set,set,set,getObject,get,getInt,getInt,setInt,setName,getName,getName,setString,getString,getString,size,remove,remove,removeObject,toString,iterator,indexOf,indexOfObject,growToSize,growToSize,accept,isNeedToBeUpdated,setNeedToBeUpdated,toFloatArray,setFloatArray,toList"
COSDictionary,pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,org.apache.pdfbox.cos,"COSDictionary,COSDictionary,containsValue,getKeyForValue,size,clear,getDictionaryObject,getDictionaryObject,getDictionaryObject,getDictionaryObject,setItem,setItem,setItem,setBoolean,setBoolean,setItem,setName,setName,setDate,setDate,setEmbeddedDate,setEmbeddedDate,setString,setString,setEmbeddedString,setEmbeddedString,setInt,setInt,setLong,setLong,setEmbeddedInt,setEmbeddedInt,setFloat,setFloat,setFlag,getCOSName,getCOSName,getNameAsString,getNameAsString,getNameAsString,getNameAsString,getString,getString,getString,getString,getEmbeddedString,getEmbeddedString,getEmbeddedString,getEmbeddedString,getDate,getDate,getDate,getDate,getEmbeddedDate,getEmbeddedDate,getEmbeddedDate,getEmbeddedDate,getBoolean,getBoolean,getBoolean,getEmbeddedInt,getEmbeddedInt,getEmbeddedInt,getEmbeddedInt,getInt,getInt,getInt,getInt,getInt,getInt,getInt,getLong,getLong,getLong,getLong,getLong,getFloat,getFloat,getFloat,getFloat,getFlag,removeItem,getItem,getItem,keySet,entrySet,getValues,accept,isNeedToBeUpdated,setNeedToBeUpdated,addAll,containsKey,containsKey,mergeInto,getObjectFromPath,asUnmodifiableDictionary,toString"
COSName,pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,org.apache.pdfbox.cos,"getPDFName,COSName,COSName,getName,toString,equals,hashCode,compareTo,isEmpty,accept,writePDF,clearResources"
PDDestination,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\documentnavigation\destination\PDDestination.java,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,create
COSWriter,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,org.apache.pdfbox.pdfwriter,"COSWriter,COSWriter,COSWriter,initWriter,prepareIncrement,addXRefEntry,close,getNumber,getObjectKeys,getOutput,getStandardOutput,getStartxref,getXRefEntries,setNumber,setOutput,setStandardOutput,setStartxref,doWriteBody,addObjectToWrite,doWriteObject,doWriteHeader,doWriteTrailer,doWriteXRefInc,doWriteXRefTable,doWriteIncrement,doWriteSignature,writeXrefRange,writeXrefEntry,getXRefRanges,getObjectKey,visitFromArray,visitFromBoolean,visitFromDictionary,visitFromDocument,visitFromFloat,visitFromInt,visitFromName,visitFromNull,writeReference,visitFromStream,visitFromString,write,write,write,write,writeString,writeString,writeString"
COSBoolean,pdfbox\src\main\java\org\apache\pdfbox\cos\COSBoolean.java,org.apache.pdfbox.cos,"COSBoolean,getValue,getValueAsObject,getBoolean,getBoolean,accept,toString,writePDF"
COSDocument,pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,org.apache.pdfbox.cos,"COSDocument,COSDocument,createCOSStream,createCOSStream,getObjectByType,getObjectsByType,getObjectsByType,getKey,print,setVersion,getVersion,setDecrypted,isDecrypted,isEncrypted,getEncryptionDictionary,setEncryptionDictionary,getDocumentID,setDocumentID,getCatalog,getObjects,getTrailer,setTrailer,accept,close,isClosed,finalize,setWarnMissingClose,dereferenceObjectStreams,getObjectFromPool,removeObject,addXRefTable,getXrefTable,setStartXref,getStartXref,isXRefStream,setIsXRefStream"
COSFloat,pdfbox\src\main\java\org\apache\pdfbox\cos\COSFloat.java,org.apache.pdfbox.cos,"COSFloat,COSFloat,checkMinMaxValues,removeNullDigits,floatValue,doubleValue,longValue,intValue,equals,hashCode,toString,accept,writePDF"
COSInteger,pdfbox\src\main\java\org\apache\pdfbox\cos\COSInteger.java,org.apache.pdfbox.cos,"get,COSInteger,equals,hashCode,toString,floatValue,doubleValue,intValue,longValue,accept,writePDF"
COSNull,pdfbox\src\main\java\org\apache\pdfbox\cos\COSNull.java,org.apache.pdfbox.cos,"COSNull,accept,writePDF,toString"
COSNumber,pdfbox\src\main\java\org\apache\pdfbox\cos\COSNumber.java,org.apache.pdfbox.cos,"floatValue,doubleValue,intValue,longValue,get"
COSObject,pdfbox\src\main\java\org\apache\pdfbox\cos\COSObject.java,org.apache.pdfbox.cos,"COSObject,getDictionaryObject,getItem,getObject,setObject,toString,getObjectNumber,setObjectNumber,getGenerationNumber,setGenerationNumber,accept,isNeedToBeUpdated,setNeedToBeUpdated"
COSObjectKey,pdfbox\src\main\java\org\apache\pdfbox\cos\COSObjectKey.java,org.apache.pdfbox.cos,"COSObjectKey,COSObjectKey,equals,getGeneration,getNumber,hashCode,toString,compareTo"
COSStream,pdfbox\src\main\java\org\apache\pdfbox\cos\COSStream.java,org.apache.pdfbox.cos,"COSStream,COSStream,checkClosed,getFilteredStream,ensureRandomAccessExists,createRawInputStream,getUnfilteredStream,createInputStream,createUnfilteredStream,createOutputStream,createOutputStream,createFilteredStream,createRawOutputStream,getFilterList,getLength,getFilters,setFilters,getString,toTextString,accept,close"
COSString,pdfbox\src\main\java\org\apache\pdfbox\cos\COSString.java,org.apache.pdfbox.cos,"parseHex,COSString,COSString,setValue,setForceHexForm,getForceHexForm,getString,getASCII,getBytes,toHexString,accept,equals,hashCode,toString"
IOUtils,pdfbox\src\main\java\org\apache\pdfbox\io\IOUtils.java,org.apache.pdfbox.io,"IOUtils,toByteArray,copy,populateBuffer,closeQuietly"
RandomAccessBuffer,pdfbox\src\main\java\org\apache\pdfbox\io\RandomAccessBuffer.java,org.apache.pdfbox.io,"RandomAccessBuffer,RandomAccessBuffer,RandomAccessBuffer,RandomAccessBuffer,clone,close,clear,seek,getPosition,read,read,readRemainingBytes,length,write,write,write,expandBuffer,nextBuffer,checkClosed,isClosed,isEOF,available,peek,rewind,readFully,read"
RandomAccessInputStream,pdfbox\src\main\java\org\apache\pdfbox\io\RandomAccessInputStream.java,org.apache.pdfbox.io,"RandomAccessInputStream,restorePosition,available,read,read,skip"
PDFXRefStream,pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFXRefStream.java,org.apache.pdfbox.pdfparser,"PDFXRefStream,getStream,addTrailerInfo,addEntry,getWEntry,setSize,getIndexEntry,writeNumber,writeStreamData,getObject"
FDFDocument,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFDocument.java,org.apache.pdfbox.pdmodel.fdf,"FDFDocument,FDFDocument,FDFDocument,writeXML,getDocument,getCatalog,setCatalog,load,load,load,loadXFDF,loadXFDF,loadXFDF,save,save,save,saveXFDF,saveXFDF,saveXFDF,close"
Charsets,pdfbox\src\main\java\org\apache\pdfbox\util\Charsets.java,org.apache.pdfbox.util,Charsets
Hex,pdfbox\src\main\java\org\apache\pdfbox\util\Hex.java,org.apache.pdfbox.util,"Hex,getString,getBytes"
COSWriterXRefEntry,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriterXRefEntry.java,org.apache.pdfbox.pdfwriter,"compareTo,getNullEntry,getKey,getOffset,isFree,setFree,setKey,setOffset,COSWriterXRefEntry,getObject,setObject"
COSStandardOutputStream,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSStandardOutputStream.java,org.apache.pdfbox.pdfwriter,"COSStandardOutputStream,COSStandardOutputStream,getPos,isOnNewLine,setOnNewLine,write,write,writeCRLF,writeEOL,writeLF"
PDEncryption,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\PDEncryption.java,org.apache.pdfbox.pdmodel.encryption,"PDEncryption,PDEncryption,getSecurityHandler,setSecurityHandler,hasSecurityHandler,getCOSDictionary,setFilter,getFilter,getSubFilter,setSubFilter,setVersion,getVersion,setLength,getLength,setRevision,getRevision,setOwnerKey,getOwnerKey,setUserKey,getUserKey,setOwnerEncryptionKey,getOwnerEncryptionKey,setUserEncryptionKey,getUserEncryptionKey,setPermissions,getPermissions,isEncryptMetaData,setRecipients,getRecipientsLength,getRecipientStringAt,getStdCryptFilterDictionary,getCryptFilterDictionary,setCryptFilterDictionary,setStdCryptFilterDictionary,getStreamFilterName,setStreamFilterName,getStringFilterName,setStringFilterName,setPerms,getPerms,removeV45filters"
PDTilingPattern,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\pattern\PDTilingPattern.java,org.apache.pdfbox.pdmodel.graphics.pattern,"PDTilingPattern,PDTilingPattern,getPatternType,setPaintType,getPaintType,setTilingType,getTilingType,setXStep,getXStep,setYStep,getYStep,getContentStream,getContents,getResources,setResources,getBBox,setBBox"
PDResources,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDResources.java,org.apache.pdfbox.pdmodel,"PDResources,PDResources,PDResources,getCOSObject,getFont,getColorSpace,getColorSpace,hasColorSpace,getExtGState,getShading,getPattern,getProperties,isImageXObject,getXObject,getIndirect,get,getColorSpaceNames,getXObjectNames,getFontNames,getPropertiesNames,getShadingNames,getPatternNames,getExtGStateNames,getNames,add,add,add,add,add,add,add,add,add,add,createKey,put,put,put,put,put,put,put,put,getResourceCache"
PDRectangle,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRectangle.java,org.apache.pdfbox.pdmodel.common,"PDRectangle,PDRectangle,PDRectangle,PDRectangle,PDRectangle,contains,createRetranslatedRectangle,getCOSArray,getLowerLeftX,setLowerLeftX,getLowerLeftY,setLowerLeftY,getUpperRightX,setUpperRightX,getUpperRightY,setUpperRightY,getWidth,getHeight,transform,getCOSObject,toGeneralPath,toString"
PDStream,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDStream.java,org.apache.pdfbox.pdmodel.common,"PDStream,PDStream,PDStream,PDStream,PDStream,PDStream,PDStream,addCompression,getCOSObject,createOutputStream,createOutputStream,createInputStream,createInputStream,getStream,getLength,getFilters,setFilters,getDecodeParms,setDecodeParms,getFile,setFile,getFileFilters,setFileFilters,getFileDecodeParams,setFileDecodeParams,toByteArray,getMetadata,setMetadata,getDecodedStreamLength,setDecodedStreamLength"
PDAbstractPattern,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\pattern\PDAbstractPattern.java,org.apache.pdfbox.pdmodel.graphics.pattern,"create,PDAbstractPattern,PDAbstractPattern,getCOSObject,setPaintType,getType,setPatternType,getPatternType,getMatrix,setMatrix"
XmpConstants,xmpbox\src\main\java\org\apache\xmpbox\XmpConstants.java,org.apache.xmpbox,XmpConstants
PDSpecialColorSpace,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDSpecialColorSpace.java,org.apache.pdfbox.pdmodel.graphics.color,getCOSObject
PDColorSpace,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\color\PDColorSpace.java,org.apache.pdfbox.pdmodel.graphics.color,"create,create,create,getName,getNumberOfComponents,getDefaultDecode,getInitialColor,toRGB,toRGBImage,toRGBImageAWT,getCOSObject"
GlyphTable,fontbox\src\main\java\org\apache\fontbox\ttf\GlyphTable.java,org.apache.fontbox.ttf,"GlyphTable,read,getGlyphs,setGlyphs,getGlyph,getGlyphData"
TTFTable,fontbox\src\main\java\org\apache\fontbox\ttf\TTFTable.java,org.apache.fontbox.ttf,"TTFTable,getCheckSum,setCheckSum,getLength,setLength,getOffset,setOffset,getTag,setTag,getInitialized,read"
TTFDataStream,fontbox\src\main\java\org\apache\fontbox\ttf\TTFDataStream.java,org.apache.fontbox.ttf,"TTFDataStream,read32Fixed,readString,readString,readString,read,readLong,readSignedByte,readUnsignedByte,readUnsignedInt,readUnsignedShort,readUnsignedByteArray,readUnsignedShortArray,readSignedShort,readInternationalDate,readTag,close,seek,read,read,getCurrentPosition,getOriginalData"
GlyphData,fontbox\src\main\java\org\apache\fontbox\ttf\GlyphData.java,org.apache.fontbox.ttf,"initData,getBoundingBox,setBoundingBox,getNumberOfContours,setNumberOfContours,getDescription,getPath,getXMaximum,getXMinimum,getYMaximum,getYMinimum"
IndexToLocationTable,fontbox\src\main\java\org\apache\fontbox\ttf\IndexToLocationTable.java,org.apache.fontbox.ttf,"IndexToLocationTable,read,getOffsets,setOffsets"
TrueTypeFont,fontbox\src\main\java\org\apache\fontbox\ttf\TrueTypeFont.java,org.apache.fontbox.ttf,"TrueTypeFont,close,getVersion,setVersion,addTable,getTables,getTableMap,getTableBytes,getNaming,getPostScript,getOS2Windows,getMaximumProfile,getHeader,getHorizontalHeader,getHorizontalMetrics,getIndexToLocation,getGlyph,getCmap,getVerticalHeader,getVerticalMetrics,getVerticalOrigin,getKerning,getOriginalData,readTable,getNumberOfGlyphs,getUnitsPerEm,getAdvanceWidth,getAdvanceHeight,getName,readPostScriptNames,getUnicodeCmap,getUnicodeCmap,nameToGID,parseUniName,getPath,getWidth,hasGlyph,getFontBBox,getFontMatrix,toString"
HorizontalMetricsTable,fontbox\src\main\java\org\apache\fontbox\ttf\HorizontalMetricsTable.java,org.apache.fontbox.ttf,"HorizontalMetricsTable,read,getAdvanceWidth,getLeftSideBearing"
FDFAnnotationSquiggly,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationSquiggly.java,org.apache.pdfbox.pdmodel.fdf,"FDFAnnotationSquiggly,FDFAnnotationSquiggly,FDFAnnotationSquiggly"
FDFAnnotationTextMarkup,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationTextMarkup.java,org.apache.pdfbox.pdmodel.fdf,"FDFAnnotationTextMarkup,FDFAnnotationTextMarkup,FDFAnnotationTextMarkup,setCoords,getCoords"
XMPMediaManagementSchema,xmpbox\src\main\java\org\apache\xmpbox\schema\XMPMediaManagementSchema.java,org.apache.xmpbox.schema,"XMPMediaManagementSchema,XMPMediaManagementSchema,setDerivedFromProperty,getResourceRefProperty,setDocumentID,setDocumentIDProperty,getDocumentIDProperty,getDocumentID,setLastURL,setLastURLProperty,getLastURLProperty,getLastURL,setSaveId,setSaveIDProperty,getSaveIDProperty,getSaveID,setManager,setManagerProperty,getManagerProperty,getManager,setManageTo,setManageToProperty,getManageToProperty,getManageTo,setManageUI,setManageUIProperty,getManageUIProperty,getManageUI,setManagerVariant,setManagerVariantProperty,getManagerVariantProperty,getManagerVariant,setInstanceID,setInstanceIDProperty,getInstanceIDProperty,getInstanceID,setManagedFromProperty,getManagedFromProperty,setOriginalDocumentID,setOriginalDocumentIDProperty,getOriginalDocumentIDProperty,getOriginalDocumentID,setRenditionClass,setRenditionClassProperty,getRenditionClassProperty,getRenditionClass,setRenditionParams,setRenditionParamsProperty,getRenditionParamsProperty,getRenditionParams,setVersionID,setVersionIDProperty,getVersionIDProperty,getVersionID,addVersions,getVersionsProperty,getVersions,addHistory,getHistoryProperty,getHistory,addIngredients,getIngredientsProperty,getIngredients"
AgentNameType,xmpbox\src\main\java\org\apache\xmpbox\type\AgentNameType.java,org.apache.xmpbox.type,AgentNameType
ArrayProperty,xmpbox\src\main\java\org\apache\xmpbox\type\ArrayProperty.java,org.apache.xmpbox.type,"ArrayProperty,getArrayType,getElementsAsString,getNamespace,getPrefix"
Cardinality,xmpbox\src\main\java\org\apache\xmpbox\type\Cardinality.java,org.apache.xmpbox.type,"Cardinality,isArray,values,valueOf"
IntegerType,xmpbox\src\main\java\org\apache\xmpbox\type\IntegerType.java,org.apache.xmpbox.type,"IntegerType,getValue,setValue,getStringValue"
RenditionClassType,xmpbox\src\main\java\org\apache\xmpbox\type\RenditionClassType.java,org.apache.xmpbox.type,RenditionClassType
ResourceRefType,xmpbox\src\main\java\org\apache\xmpbox\type\ResourceRefType.java,org.apache.xmpbox.type,"ResourceRefType,getDocumentID,setDocumentID,getFilePath,setFilePath,getInstanceID,setInstanceID,getLastModifyDate,setLastModifyDate,getManageUI,setManageUI,getManageTo,setManageTo,getManager,setManager,getManagerVariant,setManagerVariant,getPartMapping,setPartMapping,getRenditionParams,setRenditionParams,getVersionID,setVersionID,getMaskMarkers,setMaskMarkers,getRenditionClass,setRenditionClass,getFromPart,setFromPart,getToPart,setToPart,addAlternatePath,getAlternatePathsProperty,getAlternatePaths"
TextType,xmpbox\src\main\java\org\apache\xmpbox\type\TextType.java,org.apache.xmpbox.type,"TextType,setValue,getStringValue,getValue"
Types,xmpbox\src\main\java\org\apache\xmpbox\type\Types.java,org.apache.xmpbox.type,"Types,isSimple,isBasic,isStructured,isDefined,getBasic,getImplementingClass,values,valueOf"
URIType,xmpbox\src\main\java\org\apache\xmpbox\type\URIType.java,org.apache.xmpbox.type,URIType
URLType,xmpbox\src\main\java\org\apache\xmpbox\type\URLType.java,org.apache.xmpbox.type,URLType
