Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-5088,Make the service file of cxf-core.jar Web Application Server friendly,Improvement,Closed,Minor,Fixed,Willem Jiang,Willem Jiang,Willem Jiang,6/21/2013 7:27,,8/14/2013 15:49,6/28/2013 14:44,2.7.5,"2.5.11, 2.6.9, 2.7.6, 3.0.0-milestone1",Core,,0,2,,,,,,,CXF-4832,,"The file META-INF/services/org.apache.cxf.bus.factory of cxf-rt-core.jar will confuse the JBoss AS deployer, as it is not a standard service file. You will get the warning message like this when deploying the CXF application into JBoss AS. 
{code} 
WARN [org.jboss.as.server.deployment] (MSC service thread 1-8) JBAS015893: Encountered invalid class name 'org.springframework.context.ApplicationContext,org.springframework.beans.BeansException,org.springframework.beans.factory.xml.NamespaceHandlerResolver' for service type 'org.apache.cxf.bus.factory' 
{code}",,,,,,,,Unknown,6/21/2013 8:08,,,,"4 years, 5 weeks, 4 days ago",,334377,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,334703,,,,,,,,,0|i1loiv:
CXF,CXF-5089,java2ws generate both ref and nillabe attributes in a schema element,Bug,Closed,Major,Fixed,Jim Ma,Jim Ma,Jim Ma,6/25/2013 11:12,,8/14/2013 15:49,6/27/2013 8:22,"2.5.10, 2.6.8, 2.7.5","2.5.11, 2.6.9, 2.7.6, 3.0.0-milestone1",Tooling,,0,1,,,,,,,,,"As per http://www.w3.org/TR/xmlschema-1/, this is invalid: 

3.3.3 Constraints on XML Representations of Element Declarations 
Schema Representation Constraint: Element Declaration Representation 

2.2 If ref is present, then all of <complexType>, <simpleType>, <key>, <keyref>, <unique>, nillable, default, fixed, form, block and type must be absent, i.e. only minOccurs, maxOccurs, id are allowed in addition to ref, along with <annotation>.",,,,,,,,Unknown,,,,,"4 years, 5 weeks ago",,334979,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335303,,,,,,,,,0|i1ls6v:
CXF,CXF-5090,Update Jettison version to 1.3.4,Task,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,6/25/2013 14:43,,8/14/2013 15:49,7/1/2013 11:10,,"2.6.9, 2.7.6, 3.0.0-milestone1",JAX-RS,,0,1,,,,,,,,,"a staging repo will be temporarily added as I need CXF 2.7.6-SNAPSHOT working with Jettison 1.3.4 tested a bit before releasing, this repo will be removed upon resolving this issue",,,,,,,,Unknown,,,,,"4 years, 4 weeks, 6 days ago",,335015,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335339,,,,,,,,,0|i1lsev:
CXF,CXF-5091,Leverage Spring's @Configuration mechanism to simplify the creation and configuration of client proxies for integration testing,New Feature,Closed,Minor,Fixed,Sergey Beryozkin,Paul Wilson,Paul Wilson,6/26/2013 10:36,,10/14/2016 14:22,7/7/2016 16:11,,"3.1.7, 3.2.0",JAX-RS,,0,2,,,,,,,CXF-5495,,"Spring's Java-driven application context configuration mechanism ""@Configuration"" could be used to simplify system tests by abstracting the creation and configuration of client proxies. 

Spring 3.1 and later ships with a suite of @Enable* annotations that drive the registration of infrastructure beans within the application context. For example, @EnableWebMvc configures the application context with the relevant beans for Spring MVC. The @Enable* annotations are equivalent Spring bean configuration namespace registrations such as <mvc:annotation-driven/>. 

A @EnableCxfRsClientProxy could be employed to simplify the creation and configuration of a single test client proxy: 


{code} 
public class MyIntegrationTest { 

@EnableCxfRsClientProxy 
@Configuration 
static class ConfigureFooClientProxy extends CxfRsClientProxyAdapter { 

@Override 
public Class<?> getServiceType { 
return FooService.class; 
} 

} 

@Autowired 
private FooService clientProxy; 

@Test 
public void should() { 
} 

} 
{code} 
",,,,,,,"client, configuration, spring",Unknown,7/7/2016 16:11,,,,"1 year, 2 weeks, 4 days ago",,335181,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335505,,,,,,,,,0|i1ltfj:
CXF,CXF-5092,RequestTokenService signature verification bug [OAuthUtils],Bug,Closed,Minor,Fixed,Sergey Beryozkin,vdveer,vdveer,6/26/2013 10:40,,8/14/2013 15:49,6/27/2013 9:02,2.7.5,"2.5.11, 2.6.9, 2.7.6, 3.0.0-milestone1",JAX-RS Security,,0,2,,1800,1800,,0%,,,,"When accessing the RequestTokenService of the cxf-rt-rs-security-oauth framework, consumer key and secret will be used to validate the signature of the sent message. When signature fails (ie. wrong clientsecret), an exception is thrown and catched, but since the actual requesttoken is null at that time, the exception is not thrown any further and the requesttoken will be generated afterwards and passed to the connected client even when the signature verification failed. See snippet of the OAuthUtils class. 

[2.7.5 - lines 107-114] 

try { 
validator.validateMessage(oAuthMessage, accessor); 
} catch (Exception ex) { 
if (token != null) { 
provider.removeToken(token); 
throw ex; 
} 
} 

If I'm correct, a possible solution will be to move the throw exception statement out of the if statement so that in case of catched exception it's always thrown further. 

This is a minor bug, since in the next oauth step the signature verification will fail and since the token will not be null in this case, the exception is thrown the oauth flow will end unsuccesful. 
",,0%,0%,,1800,1800,patch,Novice,6/27/2013 9:02,,,,"4 years, 4 weeks, 5 days ago",,335182,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335506,,,,,,,,,0|i1ltfr:
CXF,CXF-5093,HTTPConduit prevents AsyncConduit from sending the payloads when custom HTTP methods are used,Bug,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,6/26/2013 11:16,,8/14/2013 15:49,7/1/2013 12:06,,"2.7.6, 3.0.0-milestone1",Transports,,0,3,,,,,,,,,"HttpConduit assumes that if a current method is neither POST nor PUT then the request has no payload. This worked fine before AsyncConduit was introduced because HTTPUrlConnection does not supports custom methods, with POST or PUT being the only candidates for having the payload available. 

This blocks AsyncConduit from supporting custom methods like PATCH or WebDav ones which may have the payload 
",,,,,,,,Unknown,,,,,"4 years, 4 weeks, 6 days ago",,335188,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335512,,,,,,,,,0|i1lth3:
CXF,CXF-5094,wsdl2js generates invalid js names when wsdl contains hyphens,Bug,Open,Major,Unresolved,Unassigned,Florian Vielhauer,Florian Vielhauer,6/26/2013 15:12,,6/26/2013 15:13,,2.7.5,,WS-* Components,,0,1,,,,,,,,,"Invalid JS code is generated by wsdl2js if WSDL contains hyphens. 

Reproduction: 
{code} 
wsdl2js.bat ExampleService.wsdl 
{code} 

generates invalid ExampleService.js: 

{code} 
//.. 
function X1_RequestParam () { 
this.typeMarker = 'X1_RequestParam'; 
this._input-parameter = ''; 
} 
//.. 
{code} 

Resolution: 

Please see attached patch. 

The patch only fixes hyphens, which should be the most common problematic case. However, there are other characters and combinations which can also lead to invalid JS names! So it is probably a good idea to look at that in more detail to improve compatibility... at least for my WSDL the hyphen patch fixes the problems. :-) 

",,,,,,,"hyphen, patch, wsdl2js",Unknown,,,,,"4 years, 4 weeks, 5 days ago",,335220,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335544,,,,,,,,,0|i1lto7:
CXF,CXF-5095,Allow adding attachments to the contetx using jaxws attachments,Bug,Closed,Major,Fixed,Akitoshi Yoshida,Akitoshi Yoshida,Akitoshi Yoshida,6/27/2013 10:38,,8/14/2013 15:49,7/12/2013 8:11,2.7.5,"2.6.9, 2.7.6",JAX-WS Runtime,,0,2,,,,,,,,,"Currently, it is not possible to add attachments using jaxws's attachments. 

http://cxf.547215.n5.nabble.com/Attachments-for-Dispatch-not-supported-td5729017.html 

There are some options to get the wiring of attachments (of cxf and jaxws) working. 

Option 1 
change the WrappedMessageContext's put method so that the cxf's native attachments-set gets added when the jaxws attachments-map is added. 
This is probably the simplest approach. But its limitation is that you cannot reflect any change of the original jaxws attachments-map into the actual cxf's attachments-set stored in the context, once this cxf's attachments-set is created and inserted. 

Option 2 
introduce package local WrappedAttachments that holds the original jaxws's attachments-map and expose it as the cxf's attachments-set. That means, when the jaxws's attachments-map is inserted, WrappedMessageContext can wrap it with WrappedAttachments which is treated as cxf's attachments-set. In this way, any operations on cxf's attachments-set or jaxws' attachments-map remain consistent. 

Option 2 is more flexible than option 1 and prevents potential confusion. So, I think we can choose option 2. 



",,,,,,,,Unknown,6/27/2013 11:10,,,,"4 years, 4 weeks, 5 days ago",,335389,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335713,,,,,,,,,0|i1lupr:
CXF,CXF-5096,cxf-utils.js has incorrect error handling,Bug,Closed,Major,Fixed,Daniel Kulp,Florian Vielhauer,Florian Vielhauer,6/27/2013 13:54,,4/10/2017 19:04,3/22/2017 20:16,2.7.5,"3.1.11, 3.2.0",JavaScript Client,,0,1,,,,,,,,,"cxf-utils.js passes wrong parameter to onerror() in two cases. Please see attached patch. 

Because of this bug the client doesn't get any error callbacks when the SOAP server is not reachable for example.",,,,,,,"callback, error, js, patch",Unknown,,,,,"4 years, 4 weeks, 4 days ago",,335429,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335753,,,,,,,,,0|i1luyn:
CXF,CXF-5097,SOAP:ADDRESS gets generated with ?wsdl at the end,Bug,Closed,Major,Not A Problem,Unassigned,Jean-Louis MONTEIRO,Jean-Louis MONTEIRO,6/27/2013 13:54,,7/19/2013 9:50,7/19/2013 9:50,,,,,0,2,,,,,,,OPENEJB-2032,,"Please find attached a ready to run sample to reproduce. 
Note that I'm not sure it's a cxf related issue. I'm using OpenEJB embedded arquillian adapter and maybe it's an openejb issue. 
When there is an import on top of the WSDL, the location is also wrong and then, the webservice cannot be used as CXF is not able to retrieve additional parts (NPE).",,,,,,,,Unknown,7/15/2013 10:32,,,,"4 years, 1 week, 4 days ago",,335430,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335754,,,,,,,,,0|i1luyv:
CXF,CXF-5098,References to Kerberos Tokens are not created correctly in responses,Bug,Closed,Major,Fixed,Colm O hEigeartaigh,Colm O hEigeartaigh,Colm O hEigeartaigh,6/27/2013 14:08,,8/14/2013 15:49,6/27/2013 14:40,,"2.6.9, 2.7.6",,,0,1,,,,,,,,,"
When a service secured with a KerberosToken policy assertion responds to the client, it is incorrectly using a wsse:Reference to the original BinarySecurityToken in some cases. Instead it should be using a KeyIdentifier with the SHA-1 of the AP-REQ bytes.",,,,,,,,Unknown,,,,,"4 years, 4 weeks, 4 days ago",,335432,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335756,,,,,,,,,0|i1luzb:
CXF,CXF-5099,Optional extensions that refer to classes that cannot be found are not treated as optional,Bug,Closed,Major,Fixed,Daniel Kulp,Daniel Kulp,Daniel Kulp,6/27/2013 17:36,,8/14/2013 15:49,6/27/2013 20:03,2.7.5,"2.5.11, 2.6.9, 2.7.6",,,0,1,,,,,,,,,"
If an extension is marked optional, if it's not loadable, CXF should continue as if the extension is not available. However, if the extension class itself is loadable, but something it requires at resolve time is not, an exception is thrown. 

Example: 
http://cxf.547215.n5.nabble.com/JavaToWS-throws-java-lang-NoClassDefFoundError-tt5729942.html 
",,,,,,,,Unknown,,,,,"4 years, 4 weeks, 4 days ago",,335464,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335788,,,,,,,,,0|i1lv6f:
CXF,CXF-5100,JAXB-based providers fail when they try to set JAXB RI-specific properties on non-RI implementations,Bug,Closed,Minor,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,6/28/2013 9:51,,8/14/2013 15:49,6/28/2013 10:55,,"2.5.11, 2.6.9, 2.7.6, 3.0.0-milestone1",JAX-RS,,0,1,,,,,,,,,,,,,,,,,Unknown,,,,,"4 years, 4 weeks, 4 days ago",,335576,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335900,,,,,,,,,0|i1lvvb:
CXF,CXF-5101,Add more options for validating the search values,Improvement,Closed,Major,Fixed,Sergey Beryozkin,Sergey Beryozkin,Sergey Beryozkin,6/28/2013 13:42,,8/14/2013 15:49,6/28/2013 14:01,,"2.6.9, 2.7.6, 3.0.0-milestone1",JAX-RS,,0,1,,,,,,,,,,,,,,,,,Unknown,,,,,"4 years, 4 weeks, 3 days ago",,335611,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,335935,,,,,,,,,0|i1lw2v:
