Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description
CXF,CXF-9,CXF-2 support the case that messagepart in soapheader,Sub-task,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,8/31/2006 6:10,,9/13/2006 1:48,9/13/2006 1:48,,2.0-M1,JAX-WS Runtime,,0,0,,,,,,,,,
CXF,CXF-10,Remove default exclude namespace config file in wsdl2java tools,Task,Closed,Major,Fixed,Unassigned,Jim Ma,Jim Ma,8/31/2006 6:21,,8/29/2007 18:00,9/15/2006 7:52,,2.0-M1,Tooling,,0,0,,,,,,,,,
CXF,CXF-11,Add error message for solicit response and notification wsdl operation in tools,Task,Closed,Major,Fixed,Unassigned,Jim Ma,Jim Ma,8/31/2006 6:24,,8/29/2007 18:00,9/15/2006 7:51,,2.0-M1,,,0,0,,,,,,,,,
CXF,CXF-12,CXF-2 get Bare working,Sub-task,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,8/31/2006 7:15,,9/13/2006 1:48,9/13/2006 1:48,,2.0-M1,,,0,0,,,,,,,,,
CXF,CXF-13,CXF JMS Transport support,Task,Closed,Major,Fixed,Willem Jiang,Willem Jiang,Willem Jiang,8/31/2006 9:48,,10/26/2006 1:28,10/26/2006 1:28,,2.0-M1,Transports,,0,0,,,,,,"CXF-39, CXF-40, CXF-41, CXF-88",,,"Port JMS Transport of celtix v1 to CXF new transport API
"
CXF,CXF-14,REST,Task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/4/2006 2:25,,10/27/2006 9:20,10/27/2006 9:20,2.0-M1,2.0-M1,,,0,0,,,,,,"CXF-42, CXF-43, CXF-93, CXF-132, CXF-133, CXF-134",,,REST support in CXF
CXF,CXF-15,JCA supportting,New Feature,Closed,Major,Fixed,Unassigned,unrealjiang,unrealjiang,9/4/2006 3:54,,11/15/2006 10:03,11/15/2006 10:03,2.0-M1,2.0-M1,,,0,0,,,,,,"CXF-79, CXF-80, CXF-96, CXF-135, CXF-168, CXF-211, CXF-218, CXF-234, CXF-256, CXF-267",,,
CXF,CXF-16,Start publishing SNAPSHOTS to the Apache snapshot maven repository,Task,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/4/2006 16:46,,10/24/2006 3:54,10/24/2006 3:54,2.0-M1,2.0-M1,Build system,,0,0,,,,,,CXF-17,,,"
Wrapper task to hold subtasks of work required to start publishing snapshots."
CXF,CXF-17,"CXF-16 Add apache LICENSE, NOTICES, and DISCLAIMERS.txt files to all jars",Sub-task,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/4/2006 16:49,,10/24/2006 3:56,10/24/2006 3:56,2.0-M1,2.0-M1,Build system,,0,0,,,,,,,,,"
Before publishing snapshots, we need to make sure the required apache files are in the proper location of the jars.

"
CXF,CXF-18,addPort not implemented,Bug,Closed,Major,Fixed,Willem Jiang,Daniel Kulp,Daniel Kulp,9/5/2006 14:44,,8/29/2007 2:06,10/18/2006 9:38,2.0-M1,2.0-M1,JAX-WS Runtime,,0,0,,,,,,,,,"
The ServiceImpl.addPort method needs to be implemented.

Requirement of section 4.1 of JAXWS spec.

"
CXF,CXF-19,getPort(Class) throws exception,Bug,Closed,Major,Fixed,Unassigned,Daniel Kulp,Daniel Kulp,9/5/2006 14:57,,8/29/2007 2:05,1/4/2007 2:39,2.0-RC,2.0-RC,JAX-WS Runtime,,0,0,,,,,,,,,"On ServiceImpl, a call to:
public <T> T getPort(Class<T> type)
always will throw a WebServiceException due to the call to getPort(name, type) checking if name is null.

From the 4.2.3 section of the JAX-WS spec: ""the Service instance is responsible for selecting the port (protocol binding and endpoint address)."""
CXF,CXF-20,Usability Improvements for DI based Configuration Mechanism,Task,Closed,Major,Fixed,Unassigned,Andrea Smyth,Andrea Smyth,9/5/2006 18:23,,4/23/2007 3:53,4/23/2007 3:53,,2.0-RC,Configuration,,0,0,,,,,,"CXF-21, CXF-22, CXF-23, CXF-24, CXF-25, CXF-26, CXF-27, CXF-28",,,
CXF,CXF-21,CXF-20 Rename existing configuration packages to free up package name for the new configuration design.,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 12:54,,1/12/2007 14:12,9/6/2006 18:01,,2.0-M1,Configuration,,0,0,,,,,,,,,Allows old configuration functionality to be used by components such as HTTP transport while working on the new stuff.
CXF,CXF-22,CXF-20 Default Value Plugin,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 12:59,,10/2/2006 11:21,10/2/2006 11:21,,2.0-M1,,,0,0,,,,,,,,,"Provide working version of a default value plugin (the one currently available on jaxb2-commons does not work - it seems based on the assumption that fields mapped from elements based on primitive types are unwrapped, which they are not.
Also a bit of an exercise in writing xjb plugins.
Problem reported to jaxb2-commons, awaiting response/fix."
CXF,CXF-23,CXF-20 Upgrade to Spring 2.0,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:41,,1/12/2007 14:07,9/12/2006 21:42,,2.0-M1,Configuration,,0,0,,,,,,,,,"First step should not be a big deal as currently only the resource package is used (Spring based ConfigurationProvider implementations from the Celtix project were not imported into CXF). 
But need to port JAXB-based property editors, BeanDefinitionParser used in Celtix to Spring 2.0 before components such as the HTTP transport can use the new configuration approach."
CXF,CXF-24,CXF-20 Xjc plugin to code generate beans from schemas,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:48,,1/12/2007 14:06,9/12/2006 21:43,2.0-M1,2.0-M1,Configuration,,0,0,,,,,,,,,"Initially, the generated beans will inherit from an abstract base class, and will have standard setters. Getters are modified to check for superseding values or alternative values (if field is null).
This will have no effect of course if no value providers are registered (through an API of the base class). 
Another deviation from native xjc may be that getters for fields mapped to schema attributes will always be of the same type (whether wrapped or unwrapped needs to be decided) - regardless if they have a default value."
CXF,CXF-25,CXF-20 Replace dependencies on old configuration APIs,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:52,,1/12/2007 14:06,9/21/2006 14:21,,2.0-M1,Configuration,,0,0,,,,,,,,,"1. Change configurable components to inherit from generated base beans.
2. Remove Configuration type data members from configurable objects and remove calls to ConfigurationBuilder.getConfiguration(CompoundName id, String cfgNamespace).
3. Replace calls to configuration.get(String name, Class<?> type) by getters in base class."
CXF,CXF-26,CXF-20 Explicitly inject into objects created by the runtime,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 14:56,,1/12/2007 14:06,9/28/2006 8:10,,2.0-M1,Configuration,,0,0,,,,,,,,,"If the runtime (as opposed to a container) creates a configurable object, call a configurer to configure this object. The Spring based implementation of such a configurer sets the ApplicationContext and the BeanWringInfoResolver so that Spring can inject values of a bean into the newly created object. After thatm the object behaves in excalty the same way as if it had been created by the container (Spring) in the first place."
CXF,CXF-27,CXF-20 Automate injection into runtime created objects by use of aspectJ,Sub-task,Closed,Major,Fixed,Unassigned,Andrea Smyth,Andrea Smyth,9/6/2006 14:59,,4/23/2007 3:53,4/23/2007 3:53,,2.0-RC,Configuration,,0,0,,,,,,,,,"Use load time weaving, and implement a new aspect for that purpose to avoid hardcoding Spring dependencies (i.e. use of Spring's @Configurable annotation) in the code.
Not sure yet how to do that ."
CXF,CXF-28,"CXF-20 ""Nice"" XML",Sub-task,Closed,Major,Fixed,Dan Diephouse,Andrea Smyth,Andrea Smyth,9/6/2006 15:03,,5/23/2007 12:35,5/23/2007 12:35,,2,Configuration,,0,0,,,,,,,,,Use the schema - bean relationships ro be able to use custom elements instead of the standard bean elements in Spring configuration files.
CXF,CXF-29,DatatypeProvider not set,Bug,Closed,Major,Fixed,tli,Andrea Smyth,Andrea Smyth,9/6/2006 15:15,,8/29/2007 2:05,1/4/2007 4:13,2.0-RC,2.0-RC,JAXB Databinding,,0,0,,,,,,,,,"When you instantiate a class that is mapped from an element which has a base64Binary attribute with a default value, and subsequently call the getter for this attribute, the invocation will fail with a NPE unless somwhere in the code a DatatypeConverter was set via DatatypeConverter.setDatatypeConverter(javax.xml.bind.DatatypeConverterInterface converter):

e.g. generated code:

public class Foo {
...
public byte[] getBase64BinaryAttr() {
if (base64BinaryAttr == null) {
return DatatypeConverter.parseBase64Binary(""wxyz"");
} else {
return base64BinaryAttr;
}
}
}

application code:

Foo foo = new ObjectFactory().createFoo();
DatatypeConverter.setDatatypeConverter(new DatatypeConverterImpl());
byte[] value = foo.getBase64BinaryAttr()

We should take care that somewhere in the runtime a DatatypeConverter is set, possibly through loading (but not necessarily registering) an extension in the rt-databinding-jaxb module? From the javadoc:
"" JAXB Providers are required to call this method at some point before allowing any of the JAXB client marshal or unmarshal operations to occur"".
We cannot take the DatatypeConverterImpl provided by sun (in the com.sun.xml.bind jaxb-impl.jar) as this has a protected constructor, but could use the one from jaxme project http://ws.apache.org/jaxme/
"
CXF,CXF-30,Implement a Bus based on Spring,Task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 15:41,,1/12/2007 14:05,9/29/2006 13:55,,2.0-M1,Bus,,0,0,,,,,,"CXF-31, CXF-32, CXF-129",,,
CXF,CXF-31,"CXF-30 Implement SpringBus, SpringBusFactory",Sub-task,Closed,Major,Fixed,Unassigned,Andrea Smyth,Andrea Smyth,9/6/2006 15:44,,8/29/2007 2:06,9/25/2006 10:27,,2.0-M1,Bus,,0,0,,,,,,,,,"Instead of using the extension manager implementation (trunk/rt/core/src/main/java/org/apache/cxf/extension/ExtensionManager.java) use Spring and create an application context from all META-INF/services/cxf.xml, META-INF/services/cxf-*.xml files on the classpath).
Optionally include a user supplies bean configuration file also, and optionally offer to not include the META-INF/services/cxf.xml, META-INF/services/cxf-*.xml files on the classpath.
The SpringBusFactory should roughly support:
createBus();
createBus(String userCfgFile, boolean includeDefaults);
"
CXF,CXF-32,CXF-30 Provide Spring cfg files in META-INF/services directory of all extension components.,Sub-task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/6/2006 15:47,,9/25/2006 15:00,9/25/2006 15:00,,2.0-M1,Bus,,0,0,,,,,,,,,"To cause all extensions to be loaded when aplication context is initialised.
This is a once-off porting task that should be considered complete once a bus initialised in this way loads all extensions required to let the existing system tests pass. In the future the provision of such files is the responsibility of the components."
CXF,CXF-33,Soap 1.2 Support,Task,Closed,Major,Fixed,Unassigned,Dan Diephouse,Dan Diephouse,9/6/2006 20:13,,5/2/2013 2:28,11/15/2006 7:02,,2.0-M1,Soap Binding,,0,0,,,,,,"CXF-34, CXF-81, CXF-82, CXF-154, CXF-155, CXF-156, CXF-159, CXF-160",CXF-35,,We need to do several things yet to get SOAP 1.2 support fully working. I will create subissues for these.
CXF,CXF-34,CXF-33 Support SOAP 1.2 WSDL Extensions,Sub-task,Closed,Major,Fixed,maomaode,Dan Diephouse,Dan Diephouse,9/6/2006 20:14,,8/29/2007 2:06,10/17/2006 13:17,,2.0-M1,,,0,0,,,,,,,,,The WSDL4J 1.6 release due out in the next week or so will contain the SOAP 1.2 extensions as part of it. We need to be able to recognize these in the SoapBindingFactory and create a SoapBinding from them.
CXF,CXF-35,Support multiple services/bindings on the same endpoint,Task,Closed,Major,Fixed,maomaode,Dan Diephouse,Dan Diephouse,9/6/2006 20:15,,5/2/2013 2:28,4/23/2007 3:53,,2.0-RC,Core,,0,0,,,,,,,CXF-33,,"Use case 1: SOAP 1.1 and SOAP 1.2 on the same endpoint

In this case we a soap 1.1 and soap 1.2 binding in our wsdl on the same endpoint address. This results in two bindingInfos and two endpointInfo in our service model. We need to be able to select the correct one based on whether soap 1.2 or 1.1 is used.

Use case 2: Multiple services on the same endpoint, with a routing interceptor/handler

I can write a wsdl with ports that use the same endpoint address, but have different port types. We need a mechanism for selecting the appropriate one or allow the user to write a mechanism to select the appropriate one."
CXF,CXF-36,Fault Handling,Task,Closed,Major,Fixed,Dan Diephouse,Dan Diephouse,Dan Diephouse,9/6/2006 20:17,,10/24/2006 4:01,10/24/2006 4:01,,2.0-M1,,,0,0,,,,,,,,,Fault handling isn't quite finished in SVN. Specifically I need to actually wire in the Soap fault handlers and add exception converters.
CXF,CXF-37,Port XFire Invoker library,Task,Closed,Major,Fixed,Unassigned,Dan Diephouse,Dan Diephouse,9/6/2006 20:38,,9/25/2006 2:57,9/25/2006 2:57,,2.0-M1,,,0,0,,,,,,,,,XFire has a nice library for invoking services with different scopes. I'd like to get this ported to the new Invoker interface.
CXF,CXF-38,JBI Integration,New Feature,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,9/7/2006 7:22,,4/23/2007 3:53,4/23/2007 3:53,2.0-RC,2.0-RC,Integration,,0,0,,,,,,"CXF-198, CXF-199, CXF-200, CXF-201, CXF-202, CXF-203, CXF-212, CXF-216, CXF-217, CXF-219",,,
CXF,CXF-39,CXF-13 Implement Destination & Conduit API for transport,Sub-task,Closed,Major,Fixed,Willem Jiang,Willem Jiang,Willem Jiang,9/7/2006 7:23,,8/29/2007 2:06,9/13/2006 3:36,2.0-M1,2.0-M1,Transports,,0,0,,,,,,,,,"Destination -- map to Celtix JMS transport Server side,
Conduit -- map to Celtix JMS transport Client side,
Because of CXF use stx to parser the XML, so the transport use stream to handler the input and output message

For more detail thing about Celtix JMS transport , please see https://wiki.objectweb.org/celtix/Wiki.jsp?page=JmsTransportDevPlan"
CXF,CXF-40,CXF-13 Supporting new Configuration API,Sub-task,Closed,Major,Fixed,Unassigned,Willem Jiang,Willem Jiang,9/7/2006 7:26,,9/30/2006 7:23,9/30/2006 7:23,,2.0-M1,Transports,,0,0,,,,,,,,,
CXF,CXF-41,CXF-13 System test,Sub-task,Closed,Major,Fixed,Willem Jiang,Willem Jiang,Willem Jiang,9/7/2006 7:27,,8/29/2007 2:06,9/15/2006 9:31,,2.0-M1,,,0,0,,,,,,,,,
CXF,CXF-42,CXF-14 REST server side support: using JAX-WS provider,Sub-task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/7/2006 8:27,,10/25/2006 8:20,10/25/2006 8:20,2.0-M1,2.0-M1,,,0,0,,,,,,,,,"When JAX-WS provider is used on server side to receive REST request, user's logic in provider implementation needs to access URL info in order to resolve operation name. One way to to do this is putting URL into MessageContext. See[1] for an example. 

As the first step, we can add this feature to XML binding, i.e., make XML binding more restful. Later on we can create a REST binding.

[1]. http://weblogs.java.net/blog/kohlert/archive/2006/01/publishing_a_re.html"
CXF,CXF-43,CXF-14 Support HTTP GET on server side for REST,Sub-task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/7/2006 8:36,,10/25/2006 8:19,10/25/2006 8:19,2.0-M1,2.0-M1,,,0,0,,,,,,,,,"If we decide to creat a new binding called ""REST binding"", we need to make this REST binding be able to receive REST request using HTTP GET."
CXF,CXF-44,WS-ReliableMessaging,New Feature,Closed,Major,Fixed,Unassigned,Dan Diephouse,Dan Diephouse,9/7/2006 14:42,,4/23/2007 3:53,4/23/2007 3:53,2.0-M1,2.0-RC,WS-* Components,,0,0,,,,,,"CXF-73, CXF-137, CXF-138, CXF-139, CXF-140",,,Need to port WS-ReliableMessaging from Celtix to CXF.
CXF,CXF-45,WS-Security,New Feature,Closed,Major,Fixed,Unassigned,Dan Diephouse,Dan Diephouse,9/7/2006 14:42,,3/31/2007 20:41,3/31/2007 20:41,,2.0-RC,,,0,0,,,,,,,,,We need to port WS-Security from XFire to CXF.
CXF,CXF-46,JAX-WS Compliance,Task,Closed,Major,Fixed,Jervis Liu,Dan Diephouse,Dan Diephouse,9/7/2006 14:52,,5/31/2007 7:23,5/31/2007 7:22,2,2,JAX-WS Runtime,,0,0,,,,,,"CXF-332, CXF-333, CXF-334, CXF-612, CXF-630, CXF-632, CXF-636",CXF-181,,"We need to obtain the TCKs for JAX-WS and then start integrating with them. To obtain the JAX-WS TCK's we'll need to email the JCP public interest list and request them: http://www.apache.org/jcp/. Someone (most likely Geir) will then get a copy of the TCK from Sun and drop it somewhere on an Apache server for us to use.
"
CXF,CXF-47,WS-Addressing,Task,Closed,Major,Fixed,Unassigned,Dan Diephouse,Dan Diephouse,9/7/2006 15:03,,8/29/2007 2:06,10/2/2006 11:16,,2.0-M1,,,0,0,,,,,,,,,Implement WS-Addressing on CXF.
CXF,CXF-48,WSDL 2.0 Support,Task,Closed,Major,Won't Fix,Unassigned,Dan Diephouse,Dan Diephouse,9/7/2006 15:28,,10/26/2011 17:12,9/9/2011 17:51,2,Invalid,WS-* Components,,4,3,,,,,,,,,Support WSDL 2.0 in the wsdl->code and code->wsdl scenarios.
CXF,CXF-49,Port XFire Aegis Databinding Library,Task,Closed,Major,Fixed,Dan Diephouse,Dan Diephouse,Dan Diephouse,9/7/2006 15:31,,3/31/2007 20:40,3/31/2007 20:40,,2.0-RC,,,0,0,,,,,,,,,"Porting the XFire databinding library gives us several thing:
1. Very simple POJO/Interface based data transfer objects
2. Support for other databindings (XMLBeans, JiBX, Castor). 
3. Support for lots of legacy xfire services.

I'm scheduling this for M1, but may bump to M2 if I'm short on time."
CXF,CXF-50,Spruce up Web Site,Task,Closed,Minor,Fixed,Unassigned,Eric Johnson,Eric Johnson,9/7/2006 15:58,,10/5/2009 19:35,10/3/2009 16:36,,Invalid,Documentation,,0,0,,,,,,,,,"Make the Web site look more professional:
* Get a logo
* Make a news section
* Get some FAQs up that address what is happening with Celtix and XFire
* Add links to a Dev Corner

"
CXF,CXF-51,Make a logo,Task,Closed,Minor,Won't Fix,Unassigned,Eric Johnson,Eric Johnson,9/7/2006 16:00,,3/31/2017 19:37,3/27/2017 17:53,,Invalid,Documentation,,0,1,,,,,,,,,Create a logo for the project.
CXF,CXF-52,Document how to develop a service using the JAX-WS front end,Task,Closed,Major,Fixed,Christian Schneider,Eric Johnson,Eric Johnson,9/7/2006 16:03,,10/11/2010 14:44,9/23/2009 7:35,2.0-RC,2.3,JAX-WS Runtime,,3,2,,,,,,,,,
CXF,CXF-53,Remove JAX-WS dependency of HTTP transport,Bug,Closed,Major,Fixed,Daniel Kulp,Daniel Kulp,Daniel Kulp,9/7/2006 17:52,,11/15/2006 6:54,11/15/2006 6:54,2.0-M1,2.0-M1,Transports,,0,0,,,,,,,,,"
The HTTP transport currently has dependencies on the JAXWS API. Needs to be cleaned up."
CXF,CXF-54,Remove JAX-WS dependency of JMS transport,Bug,Closed,Major,Fixed,Daniel Kulp,Daniel Kulp,Daniel Kulp,9/7/2006 17:57,,11/1/2006 9:36,11/1/2006 9:36,2.0-M1,2.0-M1,Transports,,0,0,,,,,,,,,The JMS transport currently has a dependency on the jax-ws api jar. That needs to be removed.
CXF,CXF-55,JAXB databinding has dependency on JAX-WS,Bug,Closed,Major,Fixed,Freeman Fang,Daniel Kulp,Daniel Kulp,9/7/2006 17:59,,11/15/2006 9:33,11/15/2006 9:33,2.0-M1,2.0-M1,JAXB Databinding,,0,0,,,,,,,,,"
The JAXB data binding layer has dependencies on the JAX-WS API jar."
CXF,CXF-56,CXF-2 get invoke oneway working,Sub-task,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,9/8/2006 3:57,,8/29/2007 18:00,9/13/2006 1:49,,2.0-M1,,,0,0,,,,,,,,,
CXF,CXF-57,CXF-7 Support SOAP/HTTP,Sub-task,Closed,Major,Fixed,maomaode,maomaode,maomaode,9/8/2006 5:14,,8/29/2007 2:06,9/15/2006 3:27,2.0-M1,2.0-M1,JAX-WS Runtime,,0,0,,,,,,,,,"Support SOAP/HTTP in PAYLOAD and Message mode, with SOAPMessage, Source, JAXBObjects as data type."
CXF,CXF-58,CXF-7 Support XML/HTTP,Sub-task,Closed,Major,Fixed,maomaode,maomaode,maomaode,9/8/2006 5:17,,8/29/2007 2:06,9/15/2006 3:28,2.0-M1,2.0-M1,JAX-WS Runtime,,0,0,,,,,,,,,Should support Message/Payload mode with SOURCE/DataSource datatype
CXF,CXF-59,Port js frontend from celtix repository to cxf,Task,Closed,Major,Fixed,Andrea Smyth,maomaode,maomaode,9/8/2006 5:19,,8/29/2007 2:06,9/18/2006 11:03,2.0-M1,2.0-M1,Dynamic Languages,,0,0,,,,,,,,,"JS front end is provider based, after the provider/dispatch finished, we can start this porting task."
CXF,CXF-60,CXF-2 get invoke asynchronized working,Sub-task,Closed,Major,Fixed,Freeman Fang,Freeman Fang,Freeman Fang,9/8/2006 6:04,,8/29/2007 17:59,9/13/2006 1:50,,2.0-M1,JAX-WS Runtime,,0,0,,,,,,,,,
CXF,CXF-62,2 small checkstyle problems...,Bug,Closed,Trivial,Fixed,Daniel Kulp,Bill Dudney,Bill Dudney,9/8/2006 14:03,,9/12/2006 19:48,9/12/2006 19:48,,2.0-M1,,,0,0,,,,,,,,,"figured the best way to get these in is a JIRA, if you all would prefer me posting the patch to the deve list just say so..."
CXF,CXF-63,Fix circular dependencies in schemas,Bug,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/10/2006 11:27,,8/29/2007 18:03,9/20/2006 17:27,,2.0-RC,Resources,,0,0,,,,,,,,,"wsdl.xsd imports http-conf.xsd, jms.xsd, xml-binding.xsd, and http-conf/xsd, jms.xsd import wsdl.xsd.
Breaks the concept of bus extensibility."
CXF,CXF-64,Move component specific resources from api to component modules,Task,Closed,Major,Fixed,Andrea Smyth,Andrea Smyth,Andrea Smyth,9/10/2006 11:43,,1/12/2007 14:05,9/20/2006 17:28,2.0-M1,2.0-M1,Resources,,0,0,,,,,,,,,"Move component specific schemas for wsdl extensors and configuration into the component modules, e.g. http-conf.xsd into transports/http.
Use the schema compiler's support for catalog files to locally resolve schemas from other modules, and exclude generated duplicates from compilation. Alternatively, find some way (e.g. another custom xjc plugin ?) to suppress generation of code for selected packages/schema elements."
