class path,method name,method arguments,LOC,Cyclomatic,Time,OwnTime,Count,Layer,Callees,CalleeInvocations,Callers,CallerInvocations
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getLastSignatureDictionary,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getSignatureFields,,16,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getSignatureDictionaries,,13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getFontsToSubset,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,File,4,1,30525,0,120,9,2,240,29,120
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, MemoryUsageSetting",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String",4,1,41269,0,63,9,2,125,11,63
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String, MemoryUsageSetting",4,1,30524,0,120,9,1,120,1,120
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String, InputStream, String",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"File, String, InputStream, String, MemoryUsageSetting",25,3,71792,1,183,8,11,941,2,183
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,InputStream,4,1,11519,0,69,11,2,138,24,69
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, MemoryUsageSetting",4,1,509,0,12,11,1,12,1,12
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String",5,1,2059,0,9,11,2,18,1,9
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String, InputStream, String",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String, MemoryUsageSetting",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"InputStream, String, InputStream, String, MemoryUsageSetting",17,2,14863,0,94,8,6,470,4,94
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,byte[],4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"byte[], String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"byte[], String, InputStream, String",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,load,"byte[], String, InputStream, String, MemoryUsageSetting",9,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,save,String,4,1,230,0,16,8,3,33,10,16
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,save,File,4,1,11627,0,60,7,3,180,18,60
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,save,OutputStream,22,3,18223,0,68,7,7,412,6,68
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,saveIncremental,OutputStream,21,3,1324,0,3,10,3,11,2,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getPage,int,4,1,20,0,486,4,3,1458,17,486
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getPages,,4,1,17,0,193,4,2,386,11,193
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getNumberOfPages,,4,1,9,0,506,4,3,1518,22,506
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,close,,11,3,209,1,555,2,5,790,77,555
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,protect,ProtectionPolicy,19,4,1479,0,11,11,8,65,4,11
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getCurrentAccessPermission,,8,2,1,0,34,11,2,2,5,34
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,isAllSecurityToBeRemoved,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setAllSecurityToBeRemoved,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getDocumentId,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setDocumentId,Long,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getVersion,,25,4,0,0,43,2,4,159,7,43
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setVersion,float,21,4,2,0,8,4,5,30,3,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,getResourceCache,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,setResourceCache,ResourceCache,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,<init>,PDDocument,7,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,<init>,"PDDocument, COSDictionary",5,1,0,0,462,1,0,0,1,462
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getCOSObject,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getAcroForm,,9,3,2,0,276,1,4,303,10,276
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setAcroForm,PDAcroForm,5,1,0,0,8,9,1,8,3,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPages,,4,1,11,1,1198,3,4,2409,4,1198
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getViewerPreferences,,5,2,0,0,5,11,1,5,1,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setViewerPreferences,PDViewerPreferences,4,1,0,0,5,11,1,5,1,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getDocumentOutline,,5,2,6,0,236,5,3,450,4,236
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setDocumentOutline,PDDocumentOutline,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getThreads,,15,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setThreads,List,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getMetadata,,9,2,0,0,1,11,2,2,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setMetadata,PDMetadata,4,1,0,0,1,11,1,1,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setOpenAction,PDDestinationOrAction,4,1,0,0,13,11,1,13,1,13
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getOpenAction,,20,4,0,0,26,11,1,26,1,26
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getActions,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setActions,PDDocumentCatalogAdditionalActions,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getNames,,5,2,3,0,243,1,3,287,6,243
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getDests,,10,2,0,0,26,11,1,26,1,26
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,findNamedDestinationPage,PDNamedDestination,24,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setNames,PDDocumentNameDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getMarkInfo,,5,2,0,0,26,11,1,26,1,26
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setMarkInfo,PDMarkInfo,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getOutputIntents,,18,4,0,0,29,11,7,70,2,29
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,addOutputIntent,PDOutputIntent,10,2,0,0,2,11,4,8,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setOutputIntents,List<PDOutputIntent>,9,2,0,0,1,11,6,7,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPageMode,,12,2,1,0,26,11,3,29,1,26
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setPageMode,PageMode,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPageLayout,,12,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setPageLayout,PageLayout,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getURI,,5,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setURI,PDURIDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getStructureTreeRoot,,5,2,0,0,26,11,1,26,1,26
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setStructureTreeRoot,PDStructureTreeRoot,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getLanguage,,4,1,0,0,208,10,1,208,1,208
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setLanguage,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getVersion,,4,1,0,0,46,2,1,46,2,46
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setVersion,String,4,1,0,0,8,4,1,8,2,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getPageLabels,,5,2,5,0,2,11,3,7,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setPageLabels,PDPageLabels,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,getOCProperties,,5,2,2,0,211,1,3,216,4,211
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,setOCProperties,PDOptionalContentProperties,8,2,0,0,2,11,3,6,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,<init>,PDDocument,6,1,0,0,36,9,3,108,12,36
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,<init>,"PDDocument, COSDictionary",5,1,0,0,27,1,0,0,1,27
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDocument,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getCOSObject,,4,1,0,0,8,1,0,0,1,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,importFDF,FDFDocument,16,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,exportFDF,,19,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,flatten,,14,3,74,0,2,11,8,228,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,flatten,"List<PDField>, boolean",64,13,73,1,2,11,34,2089,1,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,refreshAppearances,,10,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,refreshAppearances,List<PDField>,10,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFields,,22,5,26,1,94,4,8,6060,8,94
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setFields,List<PDField>,4,1,0,0,3,11,2,6,2,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFieldIterator,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getFieldTree,,4,1,0,0,71,0,2,73,3,71
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setCacheFields,boolean,15,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isCachingFields,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getField,String,15,4,46,1,68,11,6,3250,20,68
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDefaultAppearance,,4,1,0,0,2,11,1,2,1,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setDefaultAppearance,String,4,1,0,0,2,11,1,2,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getNeedAppearances,,4,1,0,0,69,8,1,69,1,69
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setNeedAppearances,Boolean,4,1,0,0,1,11,1,1,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getDefaultResources,,10,2,0,0,144,8,2,288,1,144
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setDefaultResources,PDResources,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,hasXFA,,4,1,0,0,4,11,1,4,1,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,xfaIsDynamic,,4,1,0,0,4,11,1,4,2,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getXFA,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setXFA,PDXFAResource,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,getQ,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setQ,int,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isSignaturesExist,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setSignaturesExist,boolean,4,1,0,0,4,9,1,4,2,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,isAppendOnly,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,setAppendOnly,boolean,4,1,0,0,4,9,1,4,2,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,buildAnnotationToPageRef,,17,5,2,0,1,11,11,225,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,<init>,PDAcroForm,4,1,0,0,2,11,1,2,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,<init>,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1,0,0,77,3,1,77,1,77
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,isChecked,,4,1,0,0,8,11,3,24,3,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,check,,4,1,0,0,2,11,2,4,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,unCheck,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDCheckBox.java,getOnValue,,22,5,0,0,16,8,9,176,6,16
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,<init>,PDAcroForm,5,1,0,0,1,11,2,2,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,<init>,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1,0,0,38,3,1,38,1,38
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,isEdit,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,setEdit,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDComboBox.java,constructAppearances,,14,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,<init>,PDAcroForm,4,1,0,0,18,2,2,36,1,18
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,<init>,"PDAcroForm, COSDictionary, PDNonTerminalField",6,1,0,0,2145,0,0,0,3,2145
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,fromDictionary,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1,25,0,2127,3,2,2139,2,2127
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getInheritableAttribute,COSName,15,3,1,0,370,1,3,740,10,370
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFieldType,,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getValueAsString,,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setValue,String,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getWidgets,,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setReadOnly,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isReadOnly,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setRequired,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isRequired,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setNoExport,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,isNoExport,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFieldFlags,,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setFieldFlags,int,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getActions,,9,2,1,0,52,1,3,55,2,52
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,importFDF,FDFField,32,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,exportFDF,,1,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getParent,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,findKid,"String[], int",22,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getAcroForm,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getCOSObject,,4,1,0,0,5,0,0,0,2,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getPartialName,,4,1,15,0,1344,2,1,1344,1,1344
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setPartialName,String,4,1,0,0,8,9,1,8,3,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getFullyQualifiedName,,17,4,18,1,1344,2,5,4632,4,1344
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getAlternateFieldName,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setAlternateFieldName,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,getMappingName,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,setMappingName,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,toString,,5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,<init>,PDAcroForm,4,1,0,0,2,11,1,2,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,<init>,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1,0,0,38,3,1,38,1,38
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,getTopIndex,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,setTopIndex,Integer,11,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDListBox.java,constructAppearances,,6,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,<init>,PDAcroForm,5,1,0,0,2,11,2,4,2,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,<init>,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1,0,0,38,3,1,38,1,38
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,setRadiosInUnison,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,isRadiosInUnison,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioButton.java,getSelectedExportValues,,24,4,0,0,1,11,5,5,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,<init>,PDAcroForm,5,1,0,0,4,11,2,8,4,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextField.java,<init>,"PDAcroForm, COSDictionary, PDNonTerminalField",4,1,1,0,1671,3,1,1671,1,1671
