Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Blogs - Username,Blogs - Email Address,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,Machine Readable Info,External issue URL,Flags,Rank
PDFBox,PDFBOX-3190,Links don't work in firefox,Bug,Closed,Minor,Fixed,Tilman Hausherr,Simon Stratmann,Simon Stratmann,1/11/2016 17:23,,1/18/2016 12:01,1/13/2016 18:01,"1.8.10, 1.8.11, 2.0.0","1.8.11, 2.0.0",PDModel,,0,3,,,,,,,,"Windows, Firefox 46","I added links to the PDF I attached using the following code: 

{code:java} 
PDPageXYZDestination destination = new PDPageXYZDestination(); 
destination.setPage((PDPage) doc.getDocumentCatalog().getAllPages().get(0)); 
//destination.setPageNumber(0); //TODO Set actual page number 
destination.setLeft(0); 
destination.setTop((int) PAGE_HEIGHT); 

PDAnnotationLink link = new PDAnnotationLink(); 
link.setAction(new PDActionGoTo()); 
link.setDestination(destination); 
link.setInvisible(false); 
PDBorderStyleDictionary borderThick = new PDBorderStyleDictionary(); 
borderThick.setWidth(0f); 
link.setBorderStyle(borderThick); 
page.getAnnotations().add(link); 

PDRectangle rect = new PDRectangle(); 
rect.setLowerLeftX(MARGIN_LEFT); 
rect.setLowerLeftY(textLowerLeftY); 
rect.setUpperRightX(PAGE_WIDTH - MARGIN_RIGHT); 
rect.setUpperRightY(textLowerLeftY + TEXT_HEIGHT); 
link.setRectangle(rect); 
{code} 

See the attached file. 

The links work fine in Sumatra PDF, Adobe Reader DC 2015 and in Chrome. But in Firefox they don't work. 

Is this due to an error in my code, in Firefox or in PDFBox?",,,,,,,,1/12/2016 16:58,,,,"1 year, 22 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2r53r:
PDFBox,PDFBOX-3191,"PDFDebugger does not handle cancelling of ""Open URL"" dialog",Bug,Closed,Trivial,Fixed,Tilman Hausherr,Petr Slaby,Petr Slaby,1/12/2016 10:10,,3/17/2016 19:07,1/12/2016 16:56,2.0.0,2.0.0,Utilities,,0,3,,,,,,,,,"In PDFDebugger, click the menu item ""Open URL..."" and then cancel the dialog. A MalformedURLException caused by a NPE is thrown. After that, it is not possible to open any other file nor to close the application, since both throws a NPE in the code updating the list of last recently used files.",,,,,,,,1/12/2016 16:56,,,,"1 year, 22 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2r6d3:
PDFBox,PDFBOX-3192,Animal sniffer maven plugin doesn't detect non java 5 api usage within the 1.8 branch,Improvement,Open,Major,Unresolved,Andreas Lehmkühler,Andreas Lehmkühler,Andreas Lehmkühler,1/12/2016 11:27,,11/28/2016 21:38,,1.8.11,1.8.14,,,0,3,,,,,,,PDFBOX-2891,,"PDFBOX-2891 enables the animal sniffer plugin but it doesn't work for test classes. 

[~tilman] already opened a ticket 
{quote} 
I've opened an issue here: 
https://github.com/mojohaus/animal-sniffer/issues/5 
{quote}",,,,,,,,1/12/2016 17:06,,,,29 weeks ago,,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2r6hz:
PDFBox,PDFBOX-3193,New NPE in PDFBox 1.8.11-rc1 in Acroform PDCheckbox's isChecked(),Bug,Closed,Major,Fixed,Tilman Hausherr,Tim Allison,Tim Allison,1/13/2016 14:02,,1/18/2016 12:01,1/13/2016 16:58,1.8.11,1.8.11,AcroForm,,0,3,,,,,,,TIKA-1830,,"I ran the comparison code for 1.8.11-rc1 against 1.8.10 and found a new NPE in ~600 files out of ~350k. 

{noformat} 
java.lang.NullPointerException 
at org.apache.pdfbox.pdmodel.interactive.form.PDCheckbox.isChecked(PDCheckbox.java:57) 
at org.apache.pdfbox.pdmodel.interactive.form.PDRadioCollection.getValue(PDRadioCollection.java:128) 
at org.apache.tika.parser.pdf.PDF2XHTML.addFieldString(PDF2XHTML.java:657) 
at org.apache.tika.parser.pdf.PDF2XHTML.processAcroField(PDF2XHTML.java:616) 
at org.apache.tika.parser.pdf.PDF2XHTML.extractAcroForm(PDF2XHTML.java:602) 
at org.apache.tika.parser.pdf.PDF2XHTML.endDocument(PDF2XHTML.java:212) 
{noformat} 

To replicate the problem in PrintFields: 

{noformat} 
outputString.append("" = "" + fieldValue); 
outputString.append("", type="" + field.getClass().getName()); 

+ if (field instanceof PDCheckbox) 
+ { 
+ outputString.append("" : ""+((PDCheckbox)field).isChecked()); 
+ } 
{noformat}",,,,,,,,1/13/2016 16:55,,,,"1 year, 22 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2r8r3:
PDFBox,PDFBOX-3194,Print problem: checkboxes are printed with a number (4) instead of a check,Bug,Closed,Major,Implemented,Unassigned,Joseph Jezerinac,Joseph Jezerinac,1/15/2016 2:41,,1/16/2016 1:20,1/15/2016 7:12,1.8.10,,,,0,2,,,,,,,,,Printing a PDF with check boxes that are checked the print out render the number 4 inside the check box instead of the usual check. Printing via Adobe Reader does not have this problem.,,,,,,,,1/15/2016 7:12,,,,"1 year, 22 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2ri07:
PDFBox,PDFBOX-3195,ExtractText add space at start of text,Bug,Closed,Major,Fixed,Andreas Lehmkühler,simon steiner,simon steiner,1/15/2016 15:17,,3/17/2016 19:06,1/16/2016 16:56,2.0.0,2.0.0,Text extraction,,0,4,,,,,,,,,"java -jar ~/pdf-box-svn/app/target/pdfbox-app-2.0.0-SNAPSHOT.jar ExtractText Insurance_Form.pdf 

Output has extra space "" Section 1 – Owner Details:""",,,,,,,,1/15/2016 16:41,,,,"1 year, 22 weeks, 2 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,6,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rizr:
PDFBox,PDFBOX-3196,Update maven plugins and apache parent pom,Improvement,Closed,Major,Fixed,Andreas Lehmkühler,Andreas Lehmkühler,Andreas Lehmkühler,1/17/2016 12:36,,4/25/2016 17:24,1/17/2016 14:44,1.8.11,1.8.12,,,0,2,,,,,,,,,Some of the used maven plugins are outdated as well as the referenced apache parent pom,,,,,,,,1/17/2016 13:30,,,,"1 year, 22 weeks, 1 day ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rklz:
PDFBox,PDFBOX-3197,Loading Unicode fonts on Jdk 1.5,Test,Closed,Major,Not A Problem,Unassigned,Ravi Teja,Ravi Teja,1/18/2016 14:16,,1/18/2016 17:39,1/18/2016 17:39,1.8.12,,"FontBox, PDModel",,0,2,,604800,604800,,0%,,,"Pdfbox 1.8 
Jdk 1.5","Hi, 

Is it possible to load the external Unicode fonts using Jdk 1.5 ? I am able to load by using pdfbox 2.0 which uses jdk 1.6 but as per the project(configured on jdk 1.5) i cannot use jdk 1.6. So i want to use pdfbox 1.8 and add features to load unicode fonts. Is it possible to do so or is there any alternative ?",,0%,0%,,604800,604800,test,1/18/2016 17:39,,,,"1 year, 22 weeks ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,Important,0|i2rn5r:
PDFBox,PDFBOX-3198,Visible Signature N2 layer,New Feature,Open,Minor,Unresolved,Unassigned,Frank Cornelis,Frank Cornelis,1/18/2016 19:52,,6/6/2017 16:01,,1.8.11,,Signing,,0,3,,,,,,,"PDFBOX-3017, PDFBOX-3508",,The patch adds N2 layer support to visible signatures.,,,,,,,,1/19/2016 10:51,,,,"1 week, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,Patch,0|i2rnin:
PDFBox,PDFBOX-3199,JPEG input file not closed when creating PDImageXObject,Bug,Closed,Major,Fixed,Tilman Hausherr,Tilman Hausherr,Tilman Hausherr,1/19/2016 11:52,,3/17/2016 19:07,1/19/2016 11:56,2.0.0,2.0.0,PDModel,,0,2,,,,,,,,,"In PDImageXObject, this code 
{code} 
return JPEGFactory.createFromStream(doc, new FileInputStream(file)); 
{code} 
results in an unclosed file.",,,,,,,,1/19/2016 11:55,,,,"1 year, 21 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,https://stackoverflow.com/questions/34866671/pdfbox-locks-jpeg-input-file-until-application-exits,,0|i2rojr:
PDFBox,PDFBOX-3200,Performance improvement in PDPageContentStream.setFont,Improvement,Closed,Minor,Fixed,Tilman Hausherr,Philip Helger,Philip Helger,1/19/2016 17:13,,3/17/2016 19:06,1/20/2016 14:55,2.0.0,2.0.0,PDModel,,0,3,,,,,,,,RC3,"Small performance improvement. Instead of 
{code} 
if (font.willBeSubset() && !document.getFontsToSubset().contains(font)) 
{ 
document.getFontsToSubset().add(font); 
} 
{code} 
I suggest to replace it with 
{code} 
if (font.willBeSubset()) 
{ 
document.getFontsToSubset().add(font); 
} 
{code} 
since the effort for ""Set.add"" and ""Set.contains"" are very similar",,,,,,,Optimization,1/20/2016 14:54,,,,"1 year, 21 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rp2f:
PDFBox,PDFBOX-3201,Skip zlib-header and checksum to avoid DataFormatException,Bug,Closed,Major,Fixed,Andreas Lehmkühler,Andreas Lehmkühler,Andreas Lehmkühler,1/20/2016 17:25,,3/17/2016 19:07,1/21/2016 10:41,"1.8.11, 2.0.0","1.8.12, 2.0.0",Parsing,,0,3,,,,,,,,,This is a follow up to PDFBOX-2976,,,,,,,,1/20/2016 17:49,,,,"1 year, 21 weeks, 4 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rqz3:
PDFBox,PDFBOX-3202,Rename structure element setter of PDOutlineItem,Improvement,Closed,Trivial,Fixed,Tilman Hausherr,Frank Becker,Frank Becker,1/20/2016 21:58,,3/17/2016 19:07,1/20/2016 22:07,2.0.0,2.0.0,PDModel,,0,3,,,,,,,,,"While playing around with the library I stumbled over a naming inconsistency between the getter and setter of a {{PDOutlineItem}} structure element. 

The getter is named {{getStructureElement}} whereas the setter is named {{setStructuredElement}} which is a bit confusing.",,,,,,,,1/20/2016 22:06,,,,"1 year, 21 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rrlb:
PDFBox,PDFBOX-3203,Fractional font sizes are reported scaled,Bug,Closed,Major,Fixed,Tilman Hausherr,Dirk Groeneveld,Dirk Groeneveld,1/21/2016 20:06,,3/17/2016 19:07,1/22/2016 11:11,2.0.0,2.0.0,PDModel,,0,3,,,,,,,,Mac OS X,"Non-integer font sizes are apparently reported by PDFBox scaled by a factor of 10. For example, a font size of ""32.1"" comes out as 321.",,,,,,,regression,1/21/2016 20:15,,,,"1 year, 21 weeks, 4 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rtaf:
PDFBox,PDFBOX-3204,JVM crashes on PDFRenderer.renderImageWithDPI,Bug,Closed,Major,Fixed,Unassigned,Amos Ng,Amos Ng,1/21/2016 22:31,,3/17/2016 19:07,1/25/2016 20:57,"1.8.10, 2.0.0","1.8.12, 2.0.0",Rendering,,2,5,,,,,,,"PDFBOX-2373, PDFBOX-2929","Oracle Java 8 update 71, on both Mac OS X Yosemite and Ubuntu 14.04 LTS. Does not happen on OpenJDK 8.","When running the following Scala program on one of the attached PDFs: 

{code} 
import org.apache.pdfbox.pdmodel.PDDocument 
import org.apache.pdfbox.rendering.PDFRenderer 
import java.io.File 

object FigureExtractorBatchCli { 
def main(args: Array[String]): Unit = { 
new PDFRenderer(PDDocument.load(new File(""problem.pdf""))).renderImageWithDPI(0, 195) 
} 
} 
{code} 

a fatal error occurs with the JVM at [the call to java.awt.Graphics2D.draw|https://github.com/apache/pdfbox/blob/6f3417a1863b308a9ce48722c2da1d62f09c9a35/pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java#L578]. 

For *problem.pdf* this only happens at a DPI >= 195. For *problem2.pdf* it's DPI >= 5. For *problem3.pdf* it happens at any DPI.",,,,,,,,1/21/2016 23:00,,,,"1 year, 20 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,Important,0|i2rtiv:
PDFBox,PDFBOX-3205,"How Can i fix this message ""unsupported/disabled operation: i""",Bug,Closed,Major,Implemented,Unassigned,Jae Soon Kim,Jae Soon Kim,1/22/2016 5:18,,1/22/2016 9:07,1/22/2016 7:19,1.8.10,,"FontBox, Rendering",,0,2,,,,,,,,"Windows 10, JRE 7","Hi. 
When i convert pdf to image(e.g jpg, png), then I can saw this message, 
"" org.apache.pdfbox.util.PDFStreamEngine processOperator 
??: unsupported/disabled operation: i "" 
and also saw another message. 
""org.apache.pdfbox.util.PDFImageWriter writeImage 
??: Writing: D:\ImageSaveRep\test/e10579/e1057934.jpg"" 

After i saw this message, i can see blank image. 
Do you know how to fix that?? 

please let me know some answer. 

This is my source 

document = PDDocument.load(sourceDir); 
List<PDPage> list = document.getDocumentCatalog().getAllPages(); 
String fName = sourceFile.getName().replace("".pdf"", """"); 

int pageNumber = 1; 
for (PDPage page : list) { 

BufferedImage image = page.convertToImage(); 

String createFileName = destinationDir+""/"" + fileName +""_""+ String.format(""%03d"", pageNumber)+"".""+convertFormat; 

OutputStream os = new FileOutputStream(createFileName); 

ImageIOUtil.writeImage(image, convertFormat, os, Integer.parseInt(convertDPI), Float.parseFloat(convertQuality)); 

pageNumber++; 
} 
document.close();",,,,,,,newbie,1/22/2016 7:19,,,,"1 year, 21 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rtw7:
PDFBox,PDFBOX-3206,Cannot change converted image's DPI,Bug,Closed,Major,Not A Problem,Tilman Hausherr,Jae Soon Kim,Jae Soon Kim,1/22/2016 10:10,,1/22/2016 15:44,1/22/2016 15:44,2.0.0,,"Documentation, Rendering",,0,2,,,,,,,,"Windows 10, JDK 1.7","When i convert pdf to jpg, i use ""renderImageWithDPI"" and ""JPEGFactory.createFromImage"". 
but DPI doesn't change. 

So, How can i change image's DPI in pdfbox 2.0.0 
please let me know that. 

This is my source. 
1. using renderImageWithDPI 
{code} 
PDDocument document = PDDocument.load(sourceFile); 
PDFRenderer pdfRenderer = new PDFRenderer(document); 
int pageCounter = 0; 

for (PDPage page : document.getPages()){ 

RenderedImage im = pdfRenderer.renderImageWithDPI(pageCounter, Integer.parseInt(convertDPI), ImageType.RGB); 

File f = new File(destinationDir +""/""+saveName+""_""+ String.format(""%03d"", pageCounter)+"".""+convertFormat); 

ImageIO.write(im, convertFormat,f); 

pageCounter++; 

} 
document.close(); 
{code} 

2. using ""JPEGFactory.createFormImage"" 

{code} 
PDDocument document = PDDocument.load(sourceFile); 
PDFRenderer pdfRenderer = new PDFRenderer(document); 
int pageCounter = 0; 

for (PDPage page : document.getPages()){ 

BufferedImage image = pdfRenderer.renderImage(pageCounter, 1); 
PDImageXObject pdImage = JPEGFactory.createFromImage(document, image, Float.parseFloat(convertQuality), Integer.parseInt(convertDPI)); 

File f = new File(destinationDir +""/""+saveName+""_""+ String.format(""%03d"", pageCounter)+"".""+convertFormat); 
ImageIO.write(pdImage.getImage(), convertFormat,f); 
} 
document.close(); 
{code} 
",,,,,,,newbie,1/22/2016 10:31,,,,"1 year, 21 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,5,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2ru67:
PDFBox,PDFBOX-3207,Allow addFirst and addLast to add Items with siblings,Improvement,Closed,Minor,Won't Fix,Unassigned,Frank Becker,Frank Becker,1/22/2016 17:17,,1/28/2016 19:37,1/28/2016 19:37,2.0.0,,PDModel,,0,2,,,,,,,,,"Currently it is not possible to add a PDOutlineItem with siblings to another node with addFirst or addLast. 

Imagine you want to merge two documents. Each document has an outline. 
For the destination you want an outline where each document is represented with the title of the Document as outline item where the original outline nodes are appended to. 

To achieve that you need to: 

* add a new outline to the document. 
* create a new outline item with the title of the document 
* iterate over each child of the previous outline 
** create a deep copy of the child to get rid of the previous and next sibling 
** add the copy of the child to the new bookmark 

Little example code in groovy: 
{code} 
def bookmark() { 
if ( document != null ) { 

if (document.getPages().size() > 0) { 

def originalOutline = this.document.documentCatalog.documentOutline 
def newOutline = new PDDocumentOutline() 
def destination = new PDPageFitWidthDestination() 
def bookmark = new PDOutlineItem() 

destination.setPage(document.getPages().get(0)) 

bookmark.title = bookmarkTitle 
bookmark.destination = destination 

if(originalOutline) { 
appendOriginalBookmarks(originalOutline, bookmark) 
} 

newOutline.addLast(bookmark) 
document.documentCatalog.documentOutline = newOutline 
} 
} 
} 

private Iterable<PDOutlineItem> appendOriginalBookmarks(PDOutlineNode originalOutline, PDOutlineItem bookmark) { 
originalOutline.children().each { oldBookmark -> 
PDOutlineItem bookmarkClone = cloneBookmark(oldBookmark) 

if(oldBookmark.hasChildren()){ 
appendOriginalBookmarks(oldBookmark,bookmarkClone) 
} 
bookmark.addLast(bookmarkClone) 
} 
} 

private PDOutlineItem cloneBookmark(PDOutlineItem bookmark) { 
def bookmarkClone = new PDOutlineItem() 
bookmarkClone.title = bookmark.title 
bookmarkClone.destination = bookmark.destination 
bookmarkClone.action = bookmark.action 
bookmarkClone.structureElement = bookmark.structureElement 
bookmarkClone.bold = bookmark.bold 
bookmarkClone.italic = bookmark.italic 
bookmarkClone.textColor = bookmark.textColor 
bookmarkClone 
} 

{code} 

That is a bit inconvenient. 

It should look like that: 

{code:java} 
def originalOutline = this.document.documentCatalog.documentOutline 
def newOutline = new PDDocumentOutline() 
def destination = new PDPageFitWidthDestination() 
def bookmark = new PDOutlineItem() 

destination.setPage(document.getPages().get(0)) 

bookmark.title = bookmarkTitle 
bookmark.destination = destination 

if(originalOutline) { 
bookmark.addLast(originalOutline.getFirstChild()); 
} 

newOutline.addLast(bookmark) 
document.documentCatalog.documentOutline = newOutline 
{code} 

I'll add a patch that should make it possible.",,,,,,,,1/24/2016 12:21,,,,"1 year, 20 weeks, 4 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,Patch,0|i2rus7:
PDFBox,PDFBOX-3208,PDFBOX-3058 The trailer rebuild mechnism doesn't work,Sub-task,Closed,Major,Fixed,Andreas Lehmkühler,Andreas Lehmkühler,Andreas Lehmkühler,1/23/2016 17:28,,3/17/2016 19:07,1/23/2016 17:56,2.0.0,2.0.0,Parsing,,0,2,,,,,,,,,The pdf L33MUTT2SVCWGCS6UIYL5TH3PNPXHIS6 mentioned in PDFBOX-3058 is broken (premature end of file) and the rebuild mechanism for the trailer doesn't work well (the info dictionary is mixed up with some of the outline dictionaries).,,,,,,,,1/23/2016 17:49,,,,"1 year, 21 weeks, 2 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rw33:
PDFBox,PDFBOX-3209,Overlay class does not work with in-memory PDFs,Bug,Closed,Major,Fixed,Andreas Lehmkühler,Philip Helger,Philip Helger,1/23/2016 23:48,,3/17/2016 19:07,1/25/2016 18:26,2.0.0,2.0.0,Utilities,,0,4,,,,,,,,2.0.0-RC3,"The class {{org.apache.pdfbox.multipdf.Overlay}} has no possibility to perform the overlay only in memory (using a custom {{OutputStream}}). It is currently fixed to work with files only. 

A suggestion would be to add an overload {{public void overlay(Map<Integer, String> specificPageOverlayFile, OutputStream outStream) throws IOException}} which uses the outStream if supplied and falls back to {{outputFilename}} if null is passed (would be an easy solution) 
",,,,,,,,1/24/2016 0:19,,,,"1 year, 21 weeks ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rw6v:
PDFBox,PDFBOX-3210,How can i convert PDF to TIFF files or JPEG2000,Test,Closed,Major,Invalid,Unassigned,Jae Soon Kim,Jae Soon Kim,1/25/2016 2:04,,1/25/2016 7:33,1/25/2016 7:33,2.0.0,,Documentation,,0,1,,,,,,,,"Windows 10, JDK 1.7","Hi. 
I want to change PDF to TIFF or JPEG2000 image file. 
But In the PDFBOX, I think it can't assist that methods. 
Is it only way that i just use JAI library?? 
How can i solve it. 
please give me the answer to problem.",,,,,,,newbie,1/25/2016 7:33,,,,"1 year, 21 weeks ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rwov:
PDFBox,PDFBOX-3211,How can i convert PDF to TIFF files or JPEG2000,Bug,Closed,Major,Not A Problem,Unassigned,Jae Soon Kim,Jae Soon Kim,1/25/2016 9:14,,1/25/2016 10:36,1/25/2016 10:36,2.0.0,,Documentation,,0,2,,,,,,,,"Windows 10, JDK 1.7","Hi. 
I want to change PDF to TIFF or JPEG2000 image file. 
But In the PDFBOX, I think it can't assist that methods. 
Is it only way that i just use JAI library?? 
How can i solve it. 
please give me the answer to problem.",,,,,,,newbie,1/25/2016 10:36,,,,"1 year, 21 weeks ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rwxj:
PDFBox,PDFBOX-3212,PDPageContentStream - give possibility to prepend content,New Feature,Closed,Major,Duplicate,Unassigned,Philip Helger,Philip Helger,1/25/2016 11:25,,1/25/2016 12:17,1/25/2016 12:17,2.0.0,,PDModel,,0,2,,,,,,,PDFBOX-3084,2.0.0-RC3,"Currently {{PDPageContentStream}} has the possibility to overwrite existing content or to append content to it. 
What would be nice is to also prepend content (e.g. for watermarking). 
Therefore I locally changed the constructor parameter {{boolean appendContent}} to an enum: 
{code} 
public static enum EAppendMode 
{ 
OVERWRITE, APPEND, PREPEND; 
public boolean isNotOverwrite () { 
return this != OVERWRITE; 
} 
public boolean isPrepend () { 
return this == PREPEND; 
} 
} 
{code} 
Of coure this means an incompatibility in the parameter list. 
If you are interested to follow that path I can provide you with a patch (providing API compatibility). 
If you think this idea is bullshit, just close it...",,,,,,,,1/25/2016 12:17,,,,"1 year, 21 weeks ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rx47:
PDFBox,PDFBOX-3213,when Convert tiff files to pdf,Bug,Closed,Major,Invalid,Unassigned,Jae Soon Kim,Jae Soon Kim,1/26/2016 2:28,,1/26/2016 2:43,1/26/2016 2:28,,,,,0,1,,,,,,,,,,,,,,,,,,,,,"1 year, 21 weeks ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2ryl3:
PDFBox,PDFBOX-3214,"When convert tiff files to pdf, i've got some error",Bug,Closed,Major,Not A Problem,Unassigned,Jae Soon Kim,Jae Soon Kim,1/26/2016 2:36,,1/26/2016 18:32,1/26/2016 5:22,2.0.0,,Documentation,,0,2,,,,,,,,"Windows 10, JDK 1.7","Hi. 
I success to convert pdf to image(tiff, jpeg200, jpeg, png). 
but when i convert some tiff files to pdf, i've got a some error message. 
like this: ""java.io.IOException: First image in tiff is not CCITT T4 or T6 compressed"" 

I couldn't find this solution of this error message in ""stackoverflow.com"" and PDFBOX issue in JIRA. 

So. i attach my Java Files(pdf->image, image->pdf), TIFF image and PDF file. 

Please let me know how can i resolve that message.",,,,,,,newbie,1/26/2016 5:19,,,,"1 year, 20 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,5,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,0|i2rylj:
