Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Blogs - Username,Blogs - Email Address,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,Machine Readable Info,External issue URL,Flags,Rank
PDFBox,PDFBOX-15,Add ability to extract comments,New Feature,Closed,,Won't Fix,Unassigned,Anonymous,Anonymous,8/17/2004 13:24,,10/10/2014 23:21,10/10/2014 23:21,,,Utilities,,3,3,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1010721
Originally submitted by benlitchfield on 2004-08-17 06:24.

Create command line app to extract comments from a 
document.

Ben",,,,,,,,,,,,"2 years, 36 weeks, 3 days ago",,84875,,,Restricted to agents,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289339,,,,,,,0|i1dwcv:
PDFBox,PDFBOX-16,Replace existing font with new font,New Feature,Closed,,Won't Fix,Unassigned,Anonymous,Anonymous,8/25/2004 16:16,6/20/2017 6:32,10/10/2014 23:17,10/10/2014 23:17,,,Utilities,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1016101
Originally submitted by benlitchfield on 2004-08-25 09:16.

Create a class, maybe an example that allows a user to 
replace a font with a font in the filesystem or an existing 
font in the PDF. This is useful when a collection of PDF 
documents have been appended and contain many 
embedded fonts like 
'BDED50A3 Times New Roman'
'GH34DFH Times New Roman'

In order to reduce file size it would be nice to be able to 
reduce these to one embedded font.

Where the font is embedded multiple times but is really 
the same font over and over.

Ben",,,,,,,,,,,,"2 years, 36 weeks, 3 days ago",,84856,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289338,,,,,,,0|i1dwcn:
PDFBox,PDFBOX-17,Problem with reading pdf,Bug,Closed,,Incomplete,Unassigned,Anonymous,Anonymous,8/27/2004 16:01,,10/21/2009 10:01,11/24/2008 10:46,,,Parsing,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1017697
Originally submitted by martinbuchleit on 2004-08-27 09:01.

When reading the attached document using pdfbox and 
save the document without changing something, adobe 
acrobat is not able to read the document anymore.

[comment on SourceForge]
Originally sent by derfuchs.
Logged In: YES 
user_id=193828

I have the same problem with version 0.6.7a or a newer cvs
Version and pfd-files that not generated by OOo, when i use
0.6.6 it worked.

[comment on SourceForge]
Originally sent by martinbuchleit.
Logged In: YES 
user_id=1020588

The document could not be attached. The document is 
available at 
http://www.sbox.tugraz.at/home/m/mabu/robocup98.pdf",,,,,,,,,,,,"8 years, 31 weeks ago",,163018,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,206153,,,,,,,0|i0znrr:
PDFBox,PDFBOX-18,Possible to Extractact Just Table From PDF,New Feature,Closed,,Won't Fix,Unassigned,Anonymous,Anonymous,9/1/2004 6:23,,6/17/2014 19:30,6/17/2014 19:30,,,Text extraction,,0,2,,,,,,,PDFBOX-832,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1020203
Originally submitted by nobody on 2004-08-31 23:23.


Sir i want to know is it possible to extract Just Table 
From PDF File ,if it is possible then 

Tell me how i can identify in Streams that this Streams 
contains Table 

Sir i want to mention you also that previously i 
extracted the Text from PDF file and i know the whole 
structure of PDF file 

Just Tell me the exact way how i identify 

Sir i am waiting for you reply

[comment on SourceForge]
Originally sent by benlitchfield.
Logged In: YES 
user_id=601708

This is an RFE for table support, not a bug request, so I 
am changing the issue type. In addition, PDF documents do 
not contain 'tables', so that information would need to be 
derived and could only be done with little accuracy. I am 
changing the priority to 1, as I will probably never 
implement this myself. Please feel free to submit a patch 
though.

Ben",,,,,,,,,,,,"3 years, 6 days ago",,84850,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289337,,,,,,,0|i1dwcf:
PDFBox,PDFBOX-19,Linearize command line tool,New Feature,Closed,,Won't Fix,Unassigned,Anonymous,Anonymous,9/23/2004 0:42,,7/7/2015 19:02,10/10/2014 23:16,,,Utilities,,1,4,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1033054
Originally submitted by benlitchfield on 2004-09-22 17:42.

PDFBox should come with a utility to convert a pdf to a 
linearized pdf document.



[comment on SourceForge]
Originally sent by renaudw.
Logged In: YES 
user_id=609291
Originator: NO

I wish to voice my support for this feature request. It would be very useful to us too. Thanks for the great work!


[comment on SourceForge]
Originally sent by meshcurrent.
Logged In: YES 
user_id=989425

I am involved in a free project where we are digitizing a very 
large number of books and turning them into PDF using open 
source software to serve on the Net. I thought I'd post a 
comment to say that linearization would be a really attractive 
feature for us in PDFBox if implemented.

Youssef Eldakar
Bibliotheca Alexandrina

[comment on SourceForge]
Originally sent by benlitchfield.
Logged In: YES 
user_id=601708

Some example pdfs (linearized and not):
The linearized version is created by an evaluation 
version of
PdfLib. Don't worry about the blank page.
The pdf is also beeing validated by our in-house pdf 
expert. I've
tryed it today.
Sadly, it is urgent for us to deliver a correct version 
of the pdf
to our customer, I think we will buy a version of 
PdfLib (we control
it via a JNI Bridge)..
Anyhow, if you find a way of implementing the 
linearization in
PDFBox, I will be happy to throw away PdfLib.
I think a constructor like 
org.pdfbox.pdmodel.PDDocument(COSDocument
doc, boolean linearize) would be nice, and sorry I 
don't have time to
help you in enhancing PdfBox now. (Maybe I'll write some 
examples of basic
usage pattern of your library)


See the following for examples.
Linearized_c_14720040602en00010001.pdf
Not_Linearized_c_14720040602en00010001.pdf",,,,,,,,,,,,"1 year, 49 weeks, 6 days ago",,84874,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289350,,,,,,,0|i1dwfb:
PDFBox,PDFBOX-20,Implement File Specification,New Feature,Closed,,Fixed,Andreas Lehmkühler,Anonymous,Anonymous,9/26/2004 23:09,,3/2/2013 14:57,3/2/2013 14:57,,0.8.0-incubator,PDModel,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1035196
Originally submitted by benlitchfield on 2004-09-26 16:09.

org.pdfbox.pdmodel.common.filespecification has been 
created but not implemented.

See PDF Reference 1.5 section 3.10 for File Specification 
Details.",,,,,,,,,,,,"4 years, 16 weeks, 2 days ago",,84855,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289349,,,,,,,0|i1dwf3:
PDFBox,PDFBOX-21,Highlight a text string,New Feature,Closed,,Won't Fix,Unassigned,Anonymous,Anonymous,9/27/2004 18:35,,11/6/2014 5:42,11/6/2014 5:42,0.7.0,,PDModel,,0,1,,,,,,,"PDFBOX-2337, PDFBOX-1767, PDFBOX-1573",,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1035635
Originally submitted by benlitchfield on 2004-09-27 11:35.

Add the ability to highlight a piece of text on a page. 
This is used when returning results from a search engine.",,,,,,,,,,,,"2 years, 32 weeks, 5 days ago",,84851,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289348,,,,,,,0|i1dwev:
PDFBox,PDFBOX-22,support interactive actions,New Feature,Closed,,Not A Problem,Unassigned,Anonymous,Anonymous,9/30/2004 0:21,,10/10/2014 23:11,10/10/2014 23:11,,,PDModel,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1037395
Originally submitted by benlitchfield on 2004-09-29 17:21.

See PDF Reference 1.5 section 8.5 about actions that 
exist. Package has been created but need to implement.",,,,,,,,,,,,"2 years, 36 weeks, 3 days ago",,84852,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289347,,,,,,,0|i1dwen:
PDFBox,PDFBOX-23,Allow compressing a document,New Feature,Closed,,Won't Fix,Unassigned,Anonymous,Anonymous,10/7/2004 1:51,,5/2/2017 1:44,10/10/2014 23:10,,,Utilities,,1,3,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1041928
Originally submitted by benlitchfield on 2004-10-06 18:51.

Iterate through all streams and compress then if they 
are not already compressed.",,,,,,,,,,,,7 weeks ago,,84872,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289346,,,,,,,0|i1dwef:
PDFBox,PDFBOX-24,Add new form fields to an existing pdf file,New Feature,Closed,,Invalid,Unassigned,Anonymous,Anonymous,10/13/2004 5:24,,10/10/2014 23:08,10/10/2014 23:08,,,Writing,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1045899
Originally submitted by caisd on 2004-10-12 22:24.

To add some new form fields into an existing pdf file.

There is a shareware named bfop(The Big Faceless PDF
Library) can do it in an easy way, for example: 
1. PDF pdf = new PDF(new PDFReader(new
FileInputStream(""example.pdf"")));
2.PDFPage page = pdf.getLastPage();
3. Form form = pdf.getForm();
4. FormText address = new FormText(page, 400, 660, 550,
720);
5. form.addElement(""address"", address);
6. pdf.render(new FileOutputStream(""FormCreation.pdf""));",,,,,,,,,,,,"12 years, 37 weeks, 6 days ago",,84845,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289345,,,,,,,0|i1dwe7:
