Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Release Note,Hadoop Flags,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Tags,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Avro,AVRO-648,Use a template library for the SpecificCompiler,Improvement,Closed,Major,Fixed,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,9/1/2010 8:21,,3/12/2011 0:32,11/1/2010 18:25,,1.5.0,java,,0,2,,,,,,,,,"This JIRA proposes uses a templating library instead of string concatenation for the SpecificCompiler. 

We've had conversations on the list about customizing the generated code (by adding getters and setters, adding utility classes for the arrays, adding String-friendly (as opposed to Utf8) accessors, etc.), but we've been stymied by the fact that the specific compiler is hard-coded to use one template, and it's hard to experiment with. Sam Pullara (at http://github.com/spullara/avrocompiler) has done pretty much this: he forked/subclassed a copy of SpecificCompiler that uses the Mustache language to generate code. He's also gone ahead and done some of the customizations. 

In the patch I'm about to post, I've replicated the existing code generation using Velocity. We already build Velocity for some of the IPC plugins, and it's an Apache project. The existing tests pass, plus I've added tests that check that the generated code is character-for-character the same, in a handful of cases. This was actually quite painful, since I had to reproduce some questionable indentation and trailing whitespace :). That said, I'm pleased with how easy it was to incorporate the templates. 

Eventually, I hope we support getters and setters, or perhaps support multiple versions of templates. (If someone wants to generate, say, C++ code, the path is now a lot easier for that, as well.)",,,,,,,,9/1/2010 15:55,,,,"6 years, 36 weeks, 2 days ago",,4195,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80025,,,,,,,,0|i0e1mf:
Avro,AVRO-649,Allow pluggable ThreadPools in Java HttpServer,Improvement,Closed,Major,Invalid,Unassigned,Stu Hood,Stu Hood,9/1/2010 18:34,,9/8/2010 21:15,9/1/2010 20:53,,"1.4.1, 1.5.0",java,,0,0,,,,,,,CASSANDRA-1440,,The easiest way to tune the threading implementation of an RPC server is to provide an alternate threadpool implementation.,,,,,,,,9/1/2010 20:12,,,,"6 years, 45 weeks ago",,4158,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80026,,,,,,,,0|i0e1mn:
Avro,AVRO-650,failures under client concurrency,Bug,Closed,Blocker,Fixed,Doug Cutting,Eric Evans,Eric Evans,9/1/2010 20:05,,1/25/2011 1:15,9/3/2010 1:27,,1.4.0,java,,0,3,,,,,,,AVRO-743,,I'm having trouble getting any client concurrency out of cassandra's rpc server. Running the attached `tester.py' from more than one terminal window is enough to generate the exceptions seen in `exceptions.txt'.,,,,,,,,9/1/2010 22:30,,,,"6 years, 44 weeks, 5 days ago",,94942,,,Restricted to agents,,,,,,,,,,,,,,,,cassandra,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80027,,,,,,,,0|i0e1mv:
Avro,AVRO-651,Add SPNEGO support to Avro HTTP transport,New Feature,Open,Major,Unresolved,Unassigned,Carl Steinbach,Carl Steinbach,9/2/2010 1:34,,9/2/2010 18:10,,,,java,,0,4,,,,,,,"AVRO-641, HTTPCLIENT-523",,"[SPNEGO|http://en.wikipedia.org/wiki/SPNEGO] is the standard mechanism for Kerberos authentication over HTTP. 

Avro should give users the option of using an Avro HTTP client or server that is capable of authentication using SPNEGO/Kerberos. This will be useful for Hadoop which has chosen Kerberos as its standard authentication protocol, as well as people who need to use Kerberos authentication with Avro based services running in servlet containers like Tomcat. 

References: 
* [LGPL licensed SPNEGO library for Java|http://spnego.sourceforge.net/] 
* [Glassfish Spnego project|https://spnego.dev.java.net/] 
* [SPNEGO authentication scheme for HTTPClient|https://issues.apache.org/jira/browse/HTTPCLIENT-523] 
",,,,,,,,9/2/2010 18:10,,,,"6 years, 44 weeks, 6 days ago",,94943,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80028,,,,,,,,0|i0e1n3:
Avro,AVRO-652,Expose sync points in DataFileReader,Bug,Closed,Minor,Fixed,Stu Hood,Stu Hood,Stu Hood,9/2/2010 3:19,,9/8/2010 21:08,9/2/2010 23:11,,1.4.0,java,,0,1,,,,,,,,,"DataFileReader.blockStart is hidden from the caller, but exposing it (as readonly) would allow callers to discover sync points in a file by watching it for changes. 

seek(long) only takes an exact block boundary, while sync(long) moves to the next block boundary. There does not appear to be a way to rediscover points that you can seek() to, which would be very useful for building or recovering an index for a file.",,,,,,,,9/2/2010 23:11,,,,"6 years, 44 weeks, 6 days ago",,94944,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80029,,,,,,,,0|i0e1nb:
Avro,AVRO-653,lang/py/build.xml produces bad python release artifacts,Bug,Closed,Major,Fixed,Eric Evans,Eric Evans,Eric Evans,9/2/2010 15:46,,9/8/2010 21:08,9/2/2010 23:03,1.4.0,1.4.0,python,,0,0,,,,,,,,,"The python release artifact is supposed to have had some string substitution performed, this is not happening. Patch to follow.",,,,,,,,9/2/2010 23:03,,,,"6 years, 44 weeks, 6 days ago",,94945,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80030,,,,,,,,0|i0e1nj:
Avro,AVRO-654,Recursive #validate() for union'ed schemas in Ruby cripples performance,Bug,Open,Major,Unresolved,Unassigned,Philip (flip) Kromer,Philip (flip) Kromer,9/3/2010 2:24,,12/6/2010 18:48,,1.3.3,,ruby,,0,4,,,,,,,"AVRO-656, AVRO-709",,"The ruby DatumWriter calls #validate() on each #write(). In the case of a schema with many nested unions (cf. Cassandra's*), this requires a recursive depth-first search to determine which branch to take. In ruby, these operations are very expensive -- enough to limit write speeds to 2k/sec on a machine of moderate size. 

For repeated writing of the same data structure, one idea would be to create a CompiledDatumWriter. This would walk through the validation and assemble an tree of the methods to apply to each schema element in turn: 
[ [:write_long 'id'], [:write_bytes, 'name'], [:write_record, 'address', [:write_long, 'street']] ] 

--- 
* http://github.com/infochimps/cassandra/blob/beta1_plus_patches/interface/avro/cassandra.avpr",,,,,,,,9/3/2010 17:39,,,,"6 years, 44 weeks, 5 days ago",,94946,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80031,,,,,,,,0|i0e1nr:
Avro,AVRO-655,C & C++ 'dist' target should not run tests,Improvement,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,9/3/2010 17:56,,10/14/2010 19:06,9/13/2010 19:00,1.4.0,1.4.1,build,,0,0,,,,,,,,,"The intended semantics of the 'dist' target in build.sh is simply to create release artifacts, not to run tests. The 'test' target should run tests. Both C and C++ currently run tests under the 'dist' target.",,,,,,,,9/5/2010 6:28,,,,"6 years, 43 weeks, 2 days ago",,94947,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80032,,,,,,,,0|i0e1nz:
Avro,AVRO-656,"writing unions with multiple records, fixed or enums can choose wrong branch",Bug,Closed,Blocker,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,9/3/2010 18:49,,3/12/2011 0:32,2/24/2011 22:21,1.4.0,1.5.0,java,,0,2,,,,,,,"AVRO-654, AVRO-248",,"According to the specification, a union may contain multiple instances of a named type, provided they have different names. There are several bugs in the Java implementation of this when writing data: 
- for record, only the short-name of the record is checked, so the branch for a record of the same name in a different namespace may be used by mistake 
- for enum and fixed, the name of the record is not checked, so the first enum or fixed in the union will always be assumed when writing. in many cases this may cause the wrong data to be written, potentially corrupting output. 

This is not a regression. This has never been implemented correctly by Java. Python and Ruby never check names, but rather perform a full, recursive validation of content.",,,,,,,,9/3/2010 20:42,,,,"6 years, 19 weeks, 6 days ago",,4145,,,Restricted to agents,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80033,,,,,,,,0|i0e1o7:
Avro,AVRO-657,md5/sha1 files not being generated correctly,Bug,Closed,Minor,Fixed,Doug Cutting,Patrick Hunt,Patrick Hunt,9/7/2010 6:34,,10/14/2010 19:06,9/13/2010 19:04,1.4.0,1.4.1,build,,0,0,,,,,,,,,"The md5/sha1 files are not being generated correctly: 

cat avro-src-1.4.0.tar.gz.md5 
e614c3e5173293b35f4f25a6e15e131b dist/avro-src-1.4.0.tar.gz 

notice the file path is prefixed with ""dist/"". This causes a problem when downloading the md5/sha1 along with the archive itself, and then using the md5sum or sha1sum tools to verify: 

md5sum -c avro-src-1.4.0.tar.gz.md5 
md5sum: dist/avro-src-1.4.0.tar.gz: No such file or directory 
dist/avro-src-1.4.0.tar.gz: FAILED open or read 
md5sum: WARNING: 1 of 1 listed file could not be read 

(the md5 and tar.gz file exist in the same download directory) 

Note that the sums are correct, however the -c option does not work as intended given the path prefix. 


",,,,,,,,9/8/2010 20:35,,,,"6 years, 43 weeks, 2 days ago",,94948,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80034,,,,,,,,0|i0e1of:
Avro,AVRO-658,"Add ""optional"" keyword to Avro IDL",New Feature,Open,Major,Unresolved,Unassigned,Jeff Hammerbacher,Jeff Hammerbacher,9/8/2010 6:43,,12/13/2011 19:06,,,,java,,1,3,,,,,,,,,"It can be a bit cumbersome to write out the unions required for optional fields. With Avro IDL, we could make this simpler by providing an ""optional"" keyword that compiled down to the union syntax.",,,,,,,,,,,,"6 years, 44 weeks, 1 day ago",,94949,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80035,,,,,,,,0|i0e1on:
Avro,AVRO-659,Portable specification of the location of schema and protocol files,New Feature,Open,Major,Unresolved,Unassigned,Jeff Hammerbacher,Jeff Hammerbacher,9/8/2010 6:49,,12/13/2011 19:06,,,,java,,0,1,,,,,,,,,"Avro doesn't require code generation, which is great. However, if you want to use a protocol or a schema, your code needs to know where to find it. When your code is ported to new systems, the protocol or schema file must be placed in the same place as on the previous system for things to work correctly. 

For importing modules in a portable fashion, Python provides a default set of places it will look for modules and an environment variable called PYTHONPATH that programs can use to override these defaults. It may be useful to explore similar constructs for Avro implementations that don't do code generation.",,,,,,,,9/8/2010 15:54,,,,"6 years, 44 weeks ago",,94950,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80036,,,,,,,,0|i0e1ov:
Avro,AVRO-660,Improve Avro documentation with examples of non-trivial schemas and protocols as well as implementations of corner cases,Improvement,Open,Major,Unresolved,Unassigned,Jeff Hammerbacher,Jeff Hammerbacher,9/8/2010 7:03,,9/10/2010 5:40,,,,doc,,0,2,,,,,,,,,,,,,,,,,,,,,"6 years, 43 weeks, 6 days ago",,94951,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80037,,,,,,,,0|i0e1p3:
Avro,AVRO-661,Facilitate moving between Java Strings and Avro's UTF-8,Improvement,Open,Major,Unresolved,Unassigned,Jeff Hammerbacher,Jeff Hammerbacher,9/8/2010 7:08,,9/8/2010 16:06,,,,java,,1,3,,,,,,,AVRO-532,,,,,,,,,,9/8/2010 15:18,,,,"6 years, 44 weeks ago",,94952,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80038,,,,,,,,0|i0e1pb:
Avro,AVRO-662,Java: Add InputFormat for SequenceFiles using Reflect API,New Feature,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,9/8/2010 17:52,,10/14/2010 19:06,9/17/2010 22:25,,1.4.1,java,,0,0,,,,,,,AVRO-638,,"It would be useful to be able to read SequenceFile-based data into an Avro-based Java mapreduce program. Once the reflect, specific and generic representations are fully compatible (AVRO-638) then a RecordReader for SequenceFiles could be added that uses Avro's reflect representation. AvroOutputFormat could also be changed to accept such reflected data.",,,,,,,,9/17/2010 2:24,,,,"6 years, 42 weeks, 5 days ago",,94953,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80039,,,,,,,,0|i0e1pj:
Avro,AVRO-663,"avro-tools-1.4.0.jar doesn't meet the maven2 layout standard, making it inaccessble to maven users",Bug,Closed,Major,Fixed,Scott Carey,Brian Fox,Brian Fox,9/9/2010 14:12,,3/12/2011 0:32,1/14/2011 19:46,1.4.0,1.5.0,build,,0,1,,,,,,,,,"in /org/apache/avro/avro/1.4.0 you have avro-tools-1.4.0.jar. This should instead be avro-1.4.0-tools.jar (similar to sources/javadoc jar structure) if this is really just an attached artifact. If this is supposed to be something separate and avro-tools is the artifactId, then it should be in /org/apache/avro/avro-tools/1.4.0/avro-tools-1.4.0.jar 
",,,,,,,,9/9/2010 16:10,,,,"6 years, 25 weeks, 5 days ago",,4197,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80040,,,,,,,,0|i0e1pr:
Avro,AVRO-664,Ruby server takes a long time to start in interop tests,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,9/10/2010 8:21,,10/14/2010 19:06,9/14/2010 12:49,1.4.0,1.4.1,ruby,,0,0,,,,,,,,Ubuntu Lucid Lynx,The ruby server uses a wrong key in the config (:Host instead of :BindAddress) which cause Socket::getaddrinfo() take up to 15 seconds. The shell script which starts the server waits for jist 1 second and test fails abruptly.,,,,,,,,9/13/2010 18:47,,,,"6 years, 43 weeks, 1 day ago",,94954,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80041,,,,,,,,0|i0e1pz:
Avro,AVRO-665,Support for redirects in the Python client,Bug,Open,Major,Unresolved,R. Tyler Croy,R. Tyler Croy,R. Tyler Croy,9/10/2010 19:27,,9/16/2010 23:20,,,,python,,0,1,,,,,,,,,"It's important in my environment that the Python client properly support HTTP redirects for purposes of load balancing as well as routing RPC requests properly. 


Attached is a patch that adds support for redirects by way of a new transceiver class ""HTTPRedirectingTransceiver""",,,,,,,,9/13/2010 18:29,,,,"6 years, 42 weeks, 6 days ago",,94955,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80042,,,,,,,,0|i0e1q7:
Avro,AVRO-666,Remove an extraneous pdb.set_trace() that crept into schema.py,Bug,Closed,Major,Fixed,Jeff Hammerbacher,Jeff Hammerbacher,Jeff Hammerbacher,9/12/2010 23:45,,10/14/2010 19:06,9/12/2010 23:49,,1.4.1,python,,0,0,,,,,,,,,,,,,,,,,,,,,"6 years, 43 weeks, 3 days ago",,94956,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80043,,,,,,,,0|i0e1qf:
Avro,AVRO-667,GenericArray fails to compare with List. SpecificRecord compare gets ClassCastException,Bug,Closed,Blocker,Fixed,Scott Carey,Scott Carey,Scott Carey,9/16/2010 4:49,,10/14/2010 19:06,9/17/2010 1:42,1.4.0,1.4.1,java,,0,0,,,,,,,,,"AVRO-637 is incomplete. 

I am unable to convert my SpecificRecord project to 1.4. It compiles, but unit tests get runtime exceptions. 

compareTo in GenericData does not handle List vs GenericArray and I get class cast exceptions. 

{noformat} 
java.lang.ClassCastException: java.util.ArrayList cannot be cast to org.apache.avro.generic.GenericArray 
at org.apache.avro.generic.GenericData.compare(GenericData.java:502) 
at org.apache.avro.specific.SpecificData.compare(SpecificData.java:190) 
at org.apache.avro.generic.GenericData.compare(GenericData.java:494) 
at org.apache.avro.specific.SpecificData.compare(SpecificData.java:190) 
at org.apache.avro.specific.SpecificRecordBase.compareTo(SpecificRecordBase.java:45) 
at org.apache.avro.specific.SpecificRecordBase.equals(SpecificRecordBase.java:35) 
at com.rr.eventdata.ViewRecord.equals(ViewRecord.java:350) 
at com.rr.eventdata.WriteStuffTest.main(WriteStuffTest.java:143) 
at com.rr.eventdata.WriteStuffTest.testReadWriteDataFile(WriteStuffTest.java:55) 
{noformat} 


Also, an array of string in SpecificRecord ends up as List<CharSequence>. 
However, it should be List<? extends CharSequence> or else you can't assign a List<String> to it. 
",,,,,,,,9/16/2010 17:37,,,,"6 years, 42 weeks, 6 days ago",,94957,,,Restricted to agents,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80044,,,,,,,,0|i0e1qn:
Avro,AVRO-668,Java: Streamline writing of Strings for Encoders and GenericDatumWriter,Improvement,Closed,Major,Fixed,Scott Carey,Scott Carey,Scott Carey,9/16/2010 5:46,,10/14/2010 19:06,9/21/2010 19:24,,1.4.1,java,,0,0,,,,,,,,,"We can streamline writing of strings to minimize object creation during writes. 

We can avoid converting a String into Utf8 for Json output, and for Binary output we can avoid a Utf8 (but still create a byte[]).",,,,,,,,9/16/2010 17:11,,,,"6 years, 42 weeks, 1 day ago",,94958,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80045,,,,,,,,0|i0e1qv:
Avro,AVRO-669,Avro Mapreduce Doesn't Work With Reflect Schemas,Bug,Closed,Major,Fixed,Doug Cutting,Ron Bodkin,Ron Bodkin,9/17/2010 5:46,,3/27/2012 6:29,12/29/2010 21:38,,1.5.0,java,,1,3,,,,,,AVRO-678,AVRO-638,,"I'm trying to get the Avro trunk code (from Subversion) to work with a simple example of a reflection-defined schema, using a class I created. I use a ReflectDatumWriter to write a set of records to a file, e.g., 

DatumWriter writer = new ReflectDatumWriter(Record.class); 
DataFileWriter file = new DataFileWriter(writer); 

However, when I try to read that data in using an AvroMapper it fails with an exception as shown below. It turns out that the mapreduce implementation hard-codes a dependence on SpecificDatum readers and writers. 

I've tested switching to use ReflectDatum instead in five places to try to get it to work for an end-to-end reflect data example: 
AvroFileInputFormat 
AvroFileOutputFormat 
AvroSerialization (getDeserializer and getSerializer) 
AvroKeyComparator 

However, switching to use reflection for AvroKeyComparator doesn't work: 
java.lang.UnsupportedOperationException 
at org.apache.avro.reflect.ReflectData.compare(ReflectData.java:427) 
at org.apache.avro.mapred.AvroKeyComparator.compare(AvroKeyComparator.java:46) 

It should be possible to implement compare on reflect data (just like GenericData's implementation but use the field name instead (or better yet a cached java.lang.reflect.Field)... 

Original exception: 
java.lang.ClassCastException: tba.mr.sample.avro.Record cannot be cast to org.apache.avro.generic.IndexedRecord 
at org.apache.avro.generic.GenericDatumReader.setField(GenericDatumReader.java:152) 
at org.apache.avro.generic.GenericDatumReader.readRecord(GenericDatumReader.java:142) 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:114) 
at org.apache.avro.generic.GenericDatumReader.read(GenericDatumReader.java:105) 
at org.apache.avro.file.DataFileStream.next(DataFileStream.java:198) 
at org.apache.avro.mapred.AvroRecordReader.next(AvroRecordReader.java:63) 
at org.apache.avro.mapred.AvroRecordReader.next(AvroRecordReader.java:33) 
at org.apache.hadoop.mapred.MapTask$TrackedRecordReader.moveToNext(MapTask.java:192) 
at org.apache.hadoop.mapred.MapTask$TrackedRecordReader.next(MapTask.java:176) 
at org.apache.hadoop.mapred.MapRunner.run(MapRunner.java:48) 
at org.apache.hadoop.mapred.MapTask.runOldMapper(MapTask.java:358) 
at org.apache.hadoop.mapred.MapTask.run(MapTask.java:307) 
at org.apache.hadoop.mapred.Child.main(Child.java:170)",,,,,,,,9/17/2010 19:25,,,,"6 years, 28 weeks ago",,4198,,,Restricted to agents,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80046,,,,,,,,0|i0e1r3:
Avro,AVRO-670,Allow DataFileWriteTool to accept schema files as input,Improvement,Closed,Major,Fixed,Ron Bodkin,Ron Bodkin,Ron Bodkin,9/17/2010 17:55,,12/13/2011 19:06,9/20/2010 17:14,,1.5.0,java,,0,0,,,,,,,,,"For non-trivial schemas, it's difficult to pass them inline as a command line argument. I made a patch to use two different arguments: instead of having the first argument be the schema you would now use -schema-file file or -schema schema and then have one other argument (the input JSON file) 
",,,,,,,,9/17/2010 18:22,,,,"6 years, 42 weeks, 2 days ago",,4175,,,Restricted to agents,,,,,,,,,,,"The ""fromjson"" tool now requires either a --schema or --schema-file command-line argument to specify the schema. Previously, the schema was to be specified as the first argument.","Incompatible change, Reviewed",,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80047,,,,,,,,0|i0e1rb:
Avro,AVRO-671,SpecificCompiler generates invalid Java code for invalid identifiers,Bug,Closed,Major,Fixed,Doug Cutting,Ron Bodkin,Ron Bodkin,9/19/2010 0:11,,3/12/2011 0:32,10/7/2010 21:32,,1.5.0,java,,0,1,,,,,,,,,"e.g., if you have a field named ""a.b"" it will attempt to generate Java code with a field named a.b. 
",,,,,,,,9/20/2010 19:09,,,,"6 years, 39 weeks, 6 days ago",,4159,,,Restricted to agents,,,,,,,,,,,,Incompatible change,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80048,,,,,,,,0|i0e1rj:
Avro,AVRO-672,Convert JSON Text Input to Avro Tool,New Feature,Patch Available,Major,Unresolved,Unassigned,Ron Bodkin,Ron Bodkin,9/20/2010 23:05,,6/24/2015 10:41,,,,java,,2,4,,,,,,,,,"The attached patch allows reading a JSON-formatted text file in, converting to a conforming Avro text file, emitting one record per line, e.g., it can read this input file: 
{""intval"":12} 
{""intval"":-73,""strval"":""hello, there!!""} 

with this schema: 
{ ""type"":""record"", ""name"":""TestRecord"", ""fields"": [ {""name"":""intval"",""type"":""int""}, {""name"":""strval"",""type"":[""string"", ""null""]}]} 

returning valid Avro. This is different than the DataFileWriteTool, which would read in the following internal encoding: 
{""intval"":12,""strval"":null} 
{""intval"":-73,""strval"":{""string"":""hello, there!!""}} 

In general, the internal encodings used by Avro aren't natural when reading in JSON text that appears in the wild. Likewise, this utility allows changing invalid Avro identifier characters into an underscore, again to tolerate JSON that wasn't designed to be readable by Avro. 
",,,,,,,,10/5/2010 22:07,,,,"2 years, 2 weeks ago",,94959,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80049,,,,,,,,0|i0e1rr:
Avro,AVRO-673,Reduce time spent validating schemas,Improvement,Closed,Minor,Fixed,Erik Frey,Erik Frey,Erik Frey,9/24/2010 21:22,,10/14/2010 19:06,10/8/2010 21:15,,1.4.1,python,,0,1,,,,,,,,,"avro.io has a validate method that currently occupies around half the time it takes to serialize a fairly complex record through a datafile. validate() gets called repeatedly during an object's traversal, even though validate itself is already recursive. This introduces combinatorially excessive validation that has a significant impact on the performance of serializing complex records.",,,,,,,,9/24/2010 22:12,,,,"6 years, 39 weeks, 5 days ago",,94960,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80050,,,,,,,,0|i0e1rz:
Avro,AVRO-674,Vim editor support for IDL files,New Feature,Closed,Trivial,Fixed,Daniel Lundin,Daniel Lundin,Daniel Lundin,9/25/2010 12:29,,12/13/2011 19:08,9/30/2010 17:45,,1.5.0,doc,,1,1,,,,,,,,vim,"When editing IDL files, syntax highlighting makes life a little bit more colorful. 
Immediate visual cues for spotting syntactical errors is also a good thing. 

",,,,,,,,9/26/2010 21:42,,,,"6 years, 40 weeks, 6 days ago",,4226,,,Restricted to agents,,,,,,,,,,,Vim editor support for IDL files.,Reviewed,,,,"vim, editor, idl",1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80051,,,,,,,,0|i0e1s7:
Avro,AVRO-675,Bytes and fixed setters don't update datum size,Bug,Closed,Major,Fixed,Douglas Creager,Douglas Creager,Douglas Creager,9/30/2010 21:00,,3/12/2011 0:32,10/5/2010 22:57,1.4.0,1.5.0,c,,0,2,,900,900,,0%,,,,"The setter methods for bytes and fixed datum instances don't update the size field. So, for instance, if you create a datum: 

{{avro_datum_t datum = avro_wrapbytes(NULL, 0);}} 

Then later you update that datum to point to a different buffer: 

{{avro_wrapbytes_set(datum, ""hello"", 5);}} 

If you write that datum out to a file, you'll get a zero-length value in the output, since the size pointer didn't get updated from 0 to 5.",,0%,0%,,900,900,,10/5/2010 19:28,,,,"6 years, 38 weeks, 6 days ago",,4199,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80052,,,,,,,,0|i0e1sf:
Avro,AVRO-676,Avro IDL can't process includes from disparate src trees,Bug,Open,Major,Unresolved,Unassigned,Arun C Murthy,Arun C Murthy,10/5/2010 0:34,,10/5/2010 19:02,,1.4.0,,java,,0,2,,,,,,,AVRO-495,,"AVRO-495 introduced support from includes in IDL. However it turns out that a bug in the implementation, which assumes that the path for the included path is in the same src tree causes it to not support includes from different source trees. 

E.g. 

src/foo/main/avro/a.genavro 
// something here 

... 

src/foobar/main/avro/b.genavro 

protocol foobar { 
import idl ""src/foo/main/avro/a.genavro""; 
... 
}.",,,,,,,,10/5/2010 17:09,,,,"6 years, 40 weeks, 1 day ago",,94961,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80053,,,,,,,,0|i0e1sn:
Avro,AVRO-677,Avro schema not properly resolved on data file read.,Bug,Open,Major,Unresolved,Unassigned,Patrick Linehan,Patrick Linehan,10/5/2010 20:33,,1/6/2015 9:37,,1.4.0,,java,,0,2,,,,,,,,,"Based on the ""schema resolution and record names"" thread: 

http://mail-archives.apache.org/mod_mbox/avro-user/201010.mbox/thread 

When reading records from a data file of type namespace1.Record1 using a specific reader of type namespace2.Record2, reading succeeds even though schema resolution should fail. Instead, this should require the use of aliases. 

I'll be attaching a code example shortly.",,,,,,,,1/6/2015 9:37,,,,"2 years, 26 weeks, 1 day ago",,94962,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80054,,,,,,,,0|i0e1sv:
