class path,method name,method arguments,LOC,Cyclomatic,Time,OwnTime,Count,Layer,Callees,CalleeInvocations,Callers,CallerInvocations
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getSchema,Class<? extends XMPSchema>,5,1,9,1,990,,5,2970,7,990
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getSchema,"String, String",14,3,0,0,2,,5,16,1,2
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddDefaultSchema,"String, String",7,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddPDFAExtensionSchemaWithDefaultNS,,7,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddPDFAExtensionSchemaWithNS,"Map<String, String>",8,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getPDFExtensionSchema,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddPFAIdentificationSchema,,7,1,0,0,15,,3,45,8,15
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getPDFIdentificationSchema,,4,1,2,0,190,,1,190,2,190
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddDublinCoreSchema,,7,1,227,8,13293,,3,39879,10,13293
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getDublinCoreSchema,,4,1,2,0,202,,1,202,6,202
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddBasicJobTicketSchema,,7,1,0,0,3,,3,9,3,3
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getBasicJobTicketSchema,,4,1,0,0,3,,1,3,3,3
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddXMPRightsManagementSchema,,7,1,0,0,10,,3,30,1,10
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXMPRightsManagementSchema,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddXMPBasicSchema,,7,1,0,0,27,,3,81,6,27
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXMPBasicSchema,,4,1,3,0,393,,1,393,6,393
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddXMPMediaManagementSchema,,7,1,0,0,22,,3,66,1,22
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddPhotoshopSchema,,7,1,366,12,23904,,3,71712,1,23904
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getPhotoshopSchema,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getXMPMediaManagementSchema,,4,1,0,0,1,,1,1,1,1
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,createAndAddAdobePDFSchema,,7,1,0,0,22,,3,66,9,22
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,getAdobePDFSchema,,4,1,2,0,200,,1,200,4,200
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,addSchema,XMPSchema,4,1,31,8,38260,,1,38260,14,38260
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,removeSchema,XMPSchema,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,clearSchemas,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,<init>,"XMPMetadata, String, String, String, Object",9,1,3452,6,10615,,6,21230,5,10615
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,setValue,Object,1,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,getStringValue,,1,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,getValue,,1,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,getRawValue,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,toString,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,getNamespace,,4,1,,,,,,,,
xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,getPrefix,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,<init>,,5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,<init>,COSDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,<init>,Element,7,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,initVertices,Element,23,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,initStyles,Element,19,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,setVertices,float[],6,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,getVertices,,12,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,setStartPointEndingStyle,String,19,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,getStartPointEndingStyle,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,setEndPointEndingStyle,String,19,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,getEndPointEndingStyle,,10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,setInteriorColor,Color,11,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFAnnotationPolyline.java,getInteriorColor,,14,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,<init>,,3,1,80,29,55776,1,3,111553,63,55776
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,add,COSBase,4,1,500,131,493456,0,1,493456,48,493456
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,add,COSObjectable,4,1,0,0,135,1,4,246,5,135
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,add,"int, COSBase",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,clear,,4,1,0,0,34,10,1,34,1,34
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,removeAll,Collection<COSBase>,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,retainAll,Collection<COSBase>,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,addAll,Collection<COSBase>,4,1,17,2,4801,7,1,4801,2,4801
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,addAll,COSArray,7,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,addAll,"int, Collection<COSBase>",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,set,"int, COSBase",4,1,1,0,2985,0,1,2985,16,2985
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,set,"int, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,set,"int, COSObjectable",9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getObject,int,13,3,196,80,295219,0,1,295219,40,295219
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,get,int,4,1,1105,461,1631155,0,1,1631155,33,1631155
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getInt,int,4,1,0,0,575,1,1,575,4,575
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getInt,"int, int",13,3,0,0,575,1,2,1150,1,575
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,setInt,"int, int",4,1,0,0,30,3,2,60,2,30
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,setName,"int, String",4,1,0,0,1,10,2,2,1,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getName,int,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getName,"int, String",13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,setString,"int, String",11,2,0,0,16,3,2,32,2,16
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getString,int,4,1,0,0,27,1,1,27,6,27
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,getString,"int, String",13,3,0,0,27,1,3,74,1,27
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,size,,4,1,54,54,429697,0,0,0,65,429697
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,remove,int,4,1,22,8,38086,5,1,38086,1,38086
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,remove,COSBase,4,1,0,0,1,10,1,1,1,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,removeObject,COSBase,20,5,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,toString,,4,1,0,0,2,0,4,10,2,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,iterator,,4,1,54,16,48959,0,1,48959,11,48959
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,indexOf,COSBase,12,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,indexOfObject,COSBase,19,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,growToSize,int,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,growToSize,"int, COSBase",7,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,accept,ICOSVisitor,4,1,506,2,6014,5,1,6014,2,6014
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,isNeedToBeUpdated,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,setNeedToBeUpdated,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,toFloatArray,,9,2,59,19,4736,1,3,73811,4,4736
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,setFloatArray,float[],8,2,4,0,34,10,3,504,8,34
pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,toList,,9,2,0,0,22,1,4,126,2,22
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,<init>,,3,1,138,52,98937,1,3,197877,66,98937
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,<init>,COSDictionary,4,1,1,0,52,10,3,156,2,52
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,containsValue,Object,9,2,0,0,142,4,1,142,1,142
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getKeyForValue,Object,14,3,0,0,68,4,3,206,1,68
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,size,,4,1,5,5,44848,0,0,0,3,44848
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,clear,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,String,4,1,3,0,1185,3,2,2370,4,1185
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,"COSName, COSName",9,2,90,20,57398,1,1,62534,15,57398
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,String[],9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryObject,COSName,13,3,245,71,201028,0,2,201040,195,201028
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"COSName, COSBase",11,2,901,104,369425,0,2,369425,144,369425
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"COSName, COSObjectable",9,2,3,1,1143,1,19,2075,37,1143
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"String, COSObjectable",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setBoolean,"String, boolean",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setBoolean,"COSName, boolean",4,1,0,0,10,10,2,11,7,10
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setItem,"String, COSBase",4,1,0,0,4,10,2,8,1,4
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setName,"String, String",4,1,0,0,1,10,2,2,1,1
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setName,"COSName, String",9,2,16,3,4567,3,2,9133,36,4567
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setDate,"String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setDate,"COSName, Calendar",4,1,30,0,37,3,2,74,4,37
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedDate,"String, String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedDate,"String, COSName, Calendar",13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setString,"COSName, String",9,2,30,0,298,2,3,587,30,298
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedString,"String, String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedString,"String, COSName, String",13,3,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setInt,"String, int",4,1,5,1,2,10,3,5,1,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setInt,"COSName, int",4,1,48,12,19264,3,3,38529,30,19264
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setLong,"String, long",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setLong,"COSName, long",5,1,0,0,92,5,2,184,3,92
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedInt,"String, String, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setEmbeddedInt,"String, COSName, int",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setFloat,"String, float",4,1,0,0,13,10,2,26,1,13
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setFloat,"COSName, float",5,1,20,0,870,3,2,1740,10,870
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setFlag,"COSName, int, boolean",13,2,0,0,67,4,2,134,12,67
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getCOSName,COSName,9,2,32,7,23295,1,1,23295,15,23295
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getCOSName,"COSName, COSName",9,2,1,0,1168,7,1,1168,2,1168
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,String,4,1,0,0,77,9,2,154,4,77
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,COSName,14,3,72,7,19864,1,2,27417,43,19864
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getNameAsString,"COSName, String",9,2,0,0,9,2,1,9,3,9
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,String,4,1,5,0,287,3,2,574,3,287
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,COSName,10,2,37,1,3624,1,2,6042,17,3624
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getString,"COSName, String",9,2,0,0,2,10,1,2,1,2
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, COSName",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedString,"String, COSName, String",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,COSName,5,1,81,0,396,9,5,805,2,396
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,"String, Calendar",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDate,"COSName, Calendar",9,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, String",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, COSName",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, String, Calendar",5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedDate,"String, COSName, Calendar",11,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getBoolean,"String, boolean",4,1,0,0,5,9,2,10,2,5
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getBoolean,"COSName, boolean",4,1,4,0,1858,2,1,1858,12,1858
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getBoolean,"COSName, COSName, boolean",10,2,4,0,2280,2,1,2280,3,2280
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, String",4,1,0,0,10,10,2,20,1,10
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, COSName",4,1,0,0,10,10,1,10,1,10
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, String, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getEmbeddedInt,"String, COSName, int",10,2,0,0,10,10,2,20,1,10
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,String,4,1,1,0,338,6,2,676,1,338
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,COSName,4,1,16,2,5728,3,1,5728,15,5728
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"String[], int",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"String, int",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"COSName, int",4,1,99,13,46414,2,1,46414,30,46414
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"COSName, COSName",4,1,0,0,416,7,1,416,1,416
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getInt,"COSName, COSName, int",10,2,85,17,47151,2,1,47151,6,47151
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,COSName,4,1,0,0,262,1,1,262,3,262
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,"String[], long",10,2,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,"String, long",4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getLong,"COSName, long",10,2,1,0,863,1,1,863,2,863
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,String,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,COSName,4,1,0,0,19,6,1,19,2,19
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,"String, float",4,1,0,0,71,3,2,142,1,71
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFloat,"COSName, float",10,2,1,0,512,1,2,575,10,512
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getFlag,"COSName, int",5,1,3,0,1387,3,1,1387,12,1387
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,removeItem,COSName,4,1,0,0,414,0,1,414,16,414
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getItem,COSName,4,1,76,20,71362,0,1,71362,82,71362
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getItem,String,4,1,5,1,1952,8,2,3904,20,1952
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,keySet,,4,1,4,0,4241,0,1,4241,13,4241
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,entrySet,,4,1,43,10,30999,4,1,30999,11,30999
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getValues,,4,1,76,24,74773,1,1,74773,4,74773
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,accept,ICOSVisitor,4,1,2210,1,2957,5,1,2957,3,2957
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,isNeedToBeUpdated,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,setNeedToBeUpdated,boolean,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,addAll,COSDictionary,11,3,28,8,857,4,8,18558,7,857
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,containsKey,COSName,4,1,33,9,26994,0,1,26994,25,26994
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,containsKey,String,4,1,0,0,437,3,2,874,3,437
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,mergeInto,COSDictionary,10,3,0,0,17,10,5,146,1,17
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getObjectFromPath,String,18,4,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,asUnmodifiableDictionary,,4,1,0,0,179,4,1,179,1,179
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,toString,,11,2,1,0,3,9,2,6,3,3
pdfbox\src\main\java\org\apache\pdfbox\cos\COSDictionary.java,getDictionaryString,"COSBase, List<COSBase>",39,7,1,0,39,9,19,382,2,39
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,getPDFName,String,17,4,717,133,363282,2,3,434929,66,363282
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,<init>,"String, boolean",13,2,14,4,3275,1,5,9827,2,3275
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,<init>,String,4,1,7,0,1912,10,1,1912,1,1912
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,getName,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,toString,,4,1,0,0,54,9,3,270,4,54
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,equals,Object,4,1,16,15,74848,0,1,13833,30,74848
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,hashCode,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,compareTo,COSName,4,1,0,0,176,7,1,176,2,176
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,isEmpty,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,accept,ICOSVisitor,4,1,505,16,52658,5,1,52658,2,52658
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,writePDF,OutputStream,28,3,479,71,52996,1,5,379396,3,52996
pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,clearResources,,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotationLine.java,<init>,,6,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotationLine.java,<init>,COSDictionary,4,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotationLine.java,setLine,float[],6,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotationLine.java,getLine,,5,1,,,,,,,,
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotationLine.java,setStartPointEndingStyle,String,19,3,,,,,,,,
