class path,method name,method arguments,LOC,Cyclomatic
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getBorderThickness,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllBorderThicknesses,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllBorderThicknesses,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setBorderThicknesses,float[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getPadding,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllPaddings,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllPaddings,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setPaddings,float[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getColor,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColor,PDGamma,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getSpaceBefore,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setSpaceBefore,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setSpaceBefore,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getSpaceAfter,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setSpaceAfter,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setSpaceAfter,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getStartIndent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setStartIndent,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setStartIndent,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getEndIndent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setEndIndent,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setEndIndent,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTextIndent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextIndent,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextIndent,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTextAlign,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextAlign,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getBBox,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setBBox,PDRectangle,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getWidth,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setWidthAuto,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setWidth,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setWidth,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getHeight,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setHeightAuto,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setHeight,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setHeight,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getBlockAlign,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setBlockAlign,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getInlineAlign,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setInlineAlign,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTBorderStyle,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllTBorderStyles,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTBorderStyles,String[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTPadding,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllTPaddings,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllTPaddings,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTPaddings,float[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getBaselineShift,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setBaselineShift,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setBaselineShift,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getLineHeight,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setLineHeightNormal,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setLineHeightAuto,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setLineHeight,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setLineHeight,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTextDecorationColor,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextDecorationColor,PDGamma,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTextDecorationThickness,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextDecorationThickness,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextDecorationThickness,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getTextDecorationType,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setTextDecorationType,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getRubyAlign,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setRubyAlign,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getRubyPosition,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setRubyPosition,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getGlyphOrientationVertical,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setGlyphOrientationVertical,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getColumnCount,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColumnCount,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getColumnGap,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColumnGap,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColumnGap,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColumnGaps,float[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,getColumnWidths,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllColumnWidths,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setAllColumnWidths,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,setColumnWidths,float[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDLayoutAttributeObject.java,toString,,234,43
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDListAttributeObject.java,PDListAttributeObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDListAttributeObject.java,PDListAttributeObject,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDListAttributeObject.java,getListNumbering,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDListAttributeObject.java,setListNumbering,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDListAttributeObject.java,toString,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,PDPrintFieldAttributeObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,PDPrintFieldAttributeObject,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,getRole,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,setRole,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,getCheckedState,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,setCheckedState,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,getAlternateName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,setAlternateName,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDPrintFieldAttributeObject.java,toString,,17,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,PDTableAttributeObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,PDTableAttributeObject,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,getRowSpan,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,setRowSpan,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,getColSpan,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,setColSpan,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,getHeaders,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,setHeaders,String[],4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,getScope,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,setScope,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,getSummary,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,setSummary,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\taggedpdf\PDTableAttributeObject.java,toString,,25,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,PDStructureElement,"String, PDStructureNode",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,PDStructureElement,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getStructureType,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setStructureType,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getParent,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setParent,PDStructureNode,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getElementIdentifier,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setElementIdentifier,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getPage,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setPage,PDPage,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getAttributes,,34,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setAttributes,Revisions<PDAttributeObject>,24,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,addAttribute,PDAttributeObject,23,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,removeAttribute,PDAttributeObject,27,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,attributeChanged,PDAttributeObject,28,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getClassNames,,31,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setClassNames,Revisions<String>,26,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,addClassName,String,26,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,removeClassName,String,31,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getRevisionNumber,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setRevisionNumber,int,7,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,incrementRevisionNumber,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getTitle,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setTitle,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getLanguage,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setLanguage,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getAlternateDescription,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setAlternateDescription,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getExpandedForm,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setExpandedForm,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getActualText,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,setActualText,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getStandardStructureType,,14,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,appendKid,PDMarkedContent,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,appendKid,PDMarkedContentReference,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,appendKid,PDObjectReference,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,insertBefore,"COSInteger, Object",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,insertBefore,"PDMarkedContentReference, Object",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,insertBefore,"PDObjectReference, Object",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,removeKid,COSInteger,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,removeKid,PDMarkedContentReference,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,removeKid,PDObjectReference,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getStructureTreeRoot,,13,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDStructureElement.java,getRoleMap,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,PDUserAttributeObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,PDUserAttributeObject,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,getOwnerUserProperties,,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,setUserProperties,List<PDUserProperty>,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,addUserProperty,PDUserProperty,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,removeUserProperty,PDUserProperty,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,userPropertyChanged,PDUserProperty,3,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\documentinterchange\logicalstructure\PDUserAttributeObject.java,toString,,6,1
fontbox\src\test\java\org\apache\fontbox\cmap\TestCMap.java,testLookup,,8,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDXFA.java,PDXFA,COSBase,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDXFA.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDXFA.java,getBytes,,51,9
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDXFA.java,getDocument,,8,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,PhotoshopSchema,XMPMetadata,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,PhotoshopSchema,"XMPMetadata, String",4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getAncestorIDProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getAncestorID,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setAncestorID,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setAncestorIDProperty,URIType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getAuthorsPositionProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getAuthorsPosition,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setAuthorsPosition,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setAuthorsPositionProperty,TextType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCaptionWriterProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCaptionWriter,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCaptionWriter,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCaptionWriterProperty,ProperNameType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCategoryProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCategory,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCategory,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCategoryProperty,TextType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCityProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCity,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCity,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCityProperty,TextType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getColorModeProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getColorMode,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setColorMode,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setColorModeProperty,IntegerType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCountryProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCountry,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCountry,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCountryProperty,TextType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCreditProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getCredit,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCredit,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setCreditProperty,TextType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getDateCreatedProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getDateCreated,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setDateCreated,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setDateCreatedProperty,DateType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,addDocumentAncestors,String,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getDocumentAncestorsProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getDocumentAncestors,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getHeadlineProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getHeadline,,5,2
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setHeadline,String,5,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,setHeadlineProperty,TextType,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getHistoryProperty,,4,1
xmpbox\src\main\java\org\apache\xmpbox\schema\PhotoshopSchema.java,getHistory,,5,2
