class path,method name,method arguments,LOC,Cyclomatic
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,getInterpolate,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,setInterpolate,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,setDecode,COSArray,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,getDecode,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,isStencil,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,setStencil,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\image\PDImageXObject.java,getSuffix,,31,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMappers.java,FontMappers,,3,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMappers.java,instance,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMappers.java,set,FontMapper,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,FontMapperImpl,,66,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,setProvider,FontProvider,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getProvider,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getFontCache,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,createFontInfoByName,List<? extends FontInfo>,12,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getPostScriptNames,String,7,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,copySubstitutes,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,addSubstitute,"String, String",8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getSubstitutes,String,12,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getFallbackFontName,PDFontDescriptor,73,14
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getTrueTypeFont,"String, PDFontDescriptor",19,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getFontBoxFont,"String, PDFontDescriptor",19,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,findFontBoxFont,String,19,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,findFont,"FontFormat, String",35,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getFont,"FontFormat, String",13,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getCIDFont,"String, PDFontDescriptor, PDCIDSystemInfo",37,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,getFontMatches,"PDFontDescriptor, PDCIDSystemInfo",62,13
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,isCharSetMatch,"PDCIDSystemInfo, FontInfo",38,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\FontMapperImpl.java,printMatches,PriorityQueue<FontMatch>,16,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,PDRectlinearMeasureDictionary,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,PDRectlinearMeasureDictionary,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getScaleRatio,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setScaleRatio,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getChangeXs,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setChangeXs,PDNumberFormatDictionary[],9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getChangeYs,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setChangeYs,PDNumberFormatDictionary[],9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getDistances,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setDistances,PDNumberFormatDictionary[],9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getAreas,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setAreas,PDNumberFormatDictionary[],9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getAngles,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setAngles,PDNumberFormatDictionary[],9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getLineSloaps,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setLineSloaps,PDNumberFormatDictionary[],9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getCoordSystemOrigin,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setCoordSystemOrigin,float[],6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,getCYX,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDRectlinearMeasureDictionary.java,setCYX,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDMeasureDictionary.java,PDMeasureDictionary,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDMeasureDictionary.java,PDMeasureDictionary,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDMeasureDictionary.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDMeasureDictionary.java,getType,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDMeasureDictionary.java,getSubtype,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDMeasureDictionary.java,setSubtype,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,PDNumberFormatDictionary,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,PDNumberFormatDictionary,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getType,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getUnits,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setUnits,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getConversionFactor,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setConversionFactor,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getFractionalDisplay,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setFractionalDisplay,String,15,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getDenominator,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setDenominator,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,isFD,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setFD,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getThousandsSeparator,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setThousandsSeparator,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getDecimalSeparator,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setDecimalSeparator,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getLabelPrefixString,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setLabelPrefixString,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getLabelSuffixString,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setLabelSuffixString,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,getLabelPositionToValue,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\measurement\PDNumberFormatDictionary.java,setLabelPositionToValue,String,13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,PDSimpleFont,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,PDSimpleFont,String,13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,PDSimpleFont,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,readEncoding,,46,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,readEncodingFromFont,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,getEncoding,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,getGlyphList,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,isSymbolic,,16,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,isFontSymbolic,,50,10
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,getSymbolicFlag,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,toUnicode,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,toUnicode,"int, GlyphList",42,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,isVertical,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,getStandard14Width,int,13,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,isStandard14,,19,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,getPath,String,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,hasGlyph,String,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,getFontBoxFont,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,addToSubset,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,subset,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDSimpleFont.java,willBeSubset,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,DictionaryEncoding,"COSName, COSArray",22,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,DictionaryEncoding,COSDictionary,6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,DictionaryEncoding,"COSDictionary, boolean, Encoding",33,5
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,applyDifferences,,20,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,getBaseEncoding,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,getDifferences,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\DictionaryEncoding.java,getEncodingName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,getInstance,COSName,19,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,getCodeToNameMap,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,getNameToCodeMap,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,add,"int, String",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,contains,String,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,contains,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,getName,int,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\Encoding.java,getEncodingName,,1,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,load,"String, int",13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,getAdobeGlyphList,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,getZapfDingbats,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,GlyphList,"InputStream, int",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,GlyphList,"GlyphList, InputStream",6,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,loadList,InputStream,42,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,codePointToName,int,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,sequenceToName,String,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\GlyphList.java,toUnicode,String,66,12
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\MacRomanEncoding.java,MacRomanEncoding,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\MacRomanEncoding.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\MacRomanEncoding.java,getEncodingName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\StandardEncoding.java,StandardEncoding,,7,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\StandardEncoding.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\StandardEncoding.java,getEncodingName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\WinAnsiEncoding.java,WinAnsiEncoding,,16,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\WinAnsiEncoding.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\encoding\WinAnsiEncoding.java,getEncodingName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,Standard14Fonts,,3,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,addAFM,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,addAFM,"String, String",29,3
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,getAFM,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,containsName,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,getNames,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\Standard14Fonts.java,getMappedFontName,String,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,load,"PDDocument, File, Encoding",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,load,"PDDocument, InputStream, Encoding",5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,loadTTF,"PDDocument, File",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,loadTTF,"PDDocument, InputStream",4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,PDTrueTypeFont,COSDictionary,44,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getBaseFont,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,readEncodingFromFont,,41,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,PDTrueTypeFont,"PDDocument, InputStream, Encoding",12,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,readCode,InputStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getName,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getBoundingBox,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,generateBoundingBox,,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,isDamaged,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getTrueTypeFont,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getWidthFromFont,int,11,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getHeight,int,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,encode,int,42,7
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getGIDToCode,,17,4
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,isEmbedded,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getPath,int,13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getPath,String,32,6
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,hasGlyph,String,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,getFontBoxFont,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,hasGlyph,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,codeToGID,int,64,14
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDTrueTypeFont.java,extractCmapTable,,32,8
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,PDFontDescriptor,,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,PDFontDescriptor,COSDictionary,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isFixedPitch,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFixedPitch,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isSerif,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setSerif,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isSymbolic,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setSymbolic,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isScript,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setScript,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isNonSymbolic,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setNonSymbolic,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isItalic,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setItalic,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isAllCap,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setAllCap,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isSmallCap,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setSmallCap,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isForceBold,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setForceBold,boolean,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,isFlagBitOn,int,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFlagBit,"int, boolean",13,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getCOSObject,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontName,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontName,String,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontFamily,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontFamily,String,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontWeight,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontWeight,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontStretch,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontStretch,String,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFlags,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFlags,int,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontBoundingBox,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontBoundingBox,PDRectangle,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getItalicAngle,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setItalicAngle,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getAscent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setAscent,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getDescent,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setDescent,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getLeading,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setLeading,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getCapHeight,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setCapHeight,float,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getXHeight,,8,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setXHeight,float,5,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getStemV,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setStemV,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getStemH,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setStemH,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getAverageWidth,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setAverageWidth,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getMaxWidth,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setMaxWidth,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,hasWidths,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,hasMissingWidth,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getMissingWidth,,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setMissingWidth,float,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getCharSet,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setCharacterSet,String,9,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontFile,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontFile,PDStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontFile2,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontFile2,PDStream,4,1
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,getFontFile3,,10,2
pdfbox\src\main\java\org\apache\pdfbox\pdmodel\font\PDFontDescriptor.java,setFontFile3,PDStream,4,1
