class,path,package,methods
PDFObjectStreamParser,pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFObjectStreamParser.java,org.apache.pdfbox.pdfparser,"PDFObjectStreamParser,PDFObjectStreamParser,parse,getObjects"
PDDocument,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocument.java,org.apache.pdfbox.pdmodel,"PDDocument,generatePageMap,processListOfPageReferences,parseCatalogObject,getPageMap,addPage,addSignature,addSignature,addSignatureField,removePage,removePage,importPage,PDDocument,PDDocument,getDocument,getDocumentInformation,setDocumentInformation,getDocumentCatalog,isEncrypted,getEncryptionDictionary,setEncryptionDictionary,getSignatureDictionary,getLastSignatureDictionary,getSignatureFields,getSignatureDictionaries,isUserPassword,isOwnerPassword,decrypt,wasDecryptedWithOwnerPassword,encrypt,getOwnerPasswordForEncryption,getUserPasswordForEncryption,willEncryptWhenSaving,clearWillEncryptWhenSaving,load,load,load,load,load,load,load,load,load,load,load,load,loadNonSeq,loadNonSeq,loadNonSeq,loadNonSeq,save,save,save,saveIncremental,saveIncremental,getPageCount,getNumberOfPages,getPageFormat,getPrintable,print,print,silentPrint,silentPrint,print,close,protect,openProtection,getCurrentAccessPermission,getSecurityHandler,setSecurityHandler,isAllSecurityToBeRemoved,setAllSecurityToBeRemoved,getDocumentId,setDocumentId"
COSObjectKey,pdfbox\src\main\java\org\apache\pdfbox\persistence\util\COSObjectKey.java,org.apache.pdfbox.persistence.util,"COSObjectKey,COSObjectKey,equals,getGeneration,getNumber,hashCode,setGeneration,setNumber,toString,compareTo"
COSDocument,pdfbox\src\main\java\org\apache\pdfbox\cos\COSDocument.java,org.apache.pdfbox.cos,"COSDocument,COSDocument,COSDocument,COSDocument,COSDocument,getScratchFile,createCOSStream,createCOSStream,getObjectByType,getObjectByType,getObjectsByType,getObjectsByType,print,setVersion,getVersion,setDecrypted,isEncrypted,getEncryptionDictionary,getSignatureInterface,setEncryptionDictionary,getSignatureDictionaries,getSignatureFields,getDocumentID,setDocumentID,setSignatureInterface,getCatalog,getObjects,getTrailer,setTrailer,accept,close,finalize,setWarnMissingClose,getHeaderString,setHeaderString,dereferenceObjectStreams,getObjectFromPool,removeObject,addXRefTable,getXrefTable,setStartXref,getStartXref,isXRefStream"
AbstractCCITTFaxTestCase,pdfbox\src\test\java\org\apache\pdfbox\io\ccitt\AbstractCCITTFaxTestCase.java,org.apache.pdfbox.io.ccitt,"dumpBitmap,toBitString"
PackedBitArray,pdfbox\src\main\java\org\apache\pdfbox\io\ccitt\PackedBitArray.java,org.apache.pdfbox.io.ccitt,"PackedBitArray,byteOffset,bitOffset,set,clear,setBits,setBits,clearBits,clear,getBitCount,getByteCount,getData,toString,toBitString,toBitString,toBitString"
CFFDataInput,fontbox\src\main\java\org\apache\fontbox\cff\CFFDataInput.java,org.apache.fontbox.cff,"CFFDataInput,readCard8,readCard16,readOffset,readOffSize,readSID"
DataInput,fontbox\src\main\java\org\apache\fontbox\cff\DataInput.java,org.apache.fontbox.cff,"DataInput,hasRemaining,getPosition,setPosition,getString,readByte,readUnsignedByte,readShort,readUnsignedShort,readInt,readBytes,read"
InstructionSequenceBuilder,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\type4\InstructionSequenceBuilder.java,org.apache.pdfbox.pdmodel.common.function.type4,"InstructionSequenceBuilder,getInstructionSequence,parse,getCurrentSequence,token,token,parseInt,parseReal"
InstructionSequence,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\type4\InstructionSequence.java,org.apache.pdfbox.pdmodel.common.function.type4,"addName,addInteger,addReal,addBoolean,addProc,execute"
Parser,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\function\type4\Parser.java,org.apache.pdfbox.pdmodel.common.function.type4,"Parser,parse"
TTFParser,fontbox\src\main\java\org\apache\fontbox\ttf\TTFParser.java,org.apache.fontbox.ttf,"TTFParser,TTFParser,main,parseTables"
AbstractTTFParser,fontbox\src\main\java\org\apache\fontbox\ttf\AbstractTTFParser.java,org.apache.fontbox.ttf,"AbstractTTFParser,parseTTF,parseTTF,parseTTF,parseTTF,parseTables,readTableDirectory"
CrossRefParseException,preflight\src\main\java\org\apache\pdfbox\preflight\exception\CrossRefParseException.java,org.apache.pdfbox.preflight.exception,"CrossRefParseException,CrossRefParseException,CrossRefParseException,getErrorCode"
PdfParseException,preflight\src\main\java\org\apache\pdfbox\preflight\exception\PdfParseException.java,org.apache.pdfbox.preflight.exception,"PdfParseException,PdfParseException,PdfParseException,getErrorCode"
PDXObjectForm,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDXObjectForm.java,org.apache.pdfbox.pdmodel.graphics.xobject,"PDXObjectForm,PDXObjectForm,getFormType,setFormType,getResources,setResources,getBBox,setBBox,getMatrix,setMatrix,getStructParents,setStructParents"
COSArray,pdfbox\src\main\java\org\apache\pdfbox\cos\COSArray.java,org.apache.pdfbox.cos,"COSArray,add,add,add,clear,removeAll,retainAll,addAll,addAll,addAll,set,set,set,getObject,get,getInt,getInt,setInt,setName,getName,getName,setString,getString,getString,size,remove,remove,removeObject,toString,iterator,indexOf,indexOfObject,growToSize,growToSize,accept,toFloatArray,setFloatArray,toList"
COSFloat,pdfbox\src\main\java\org\apache\pdfbox\cos\COSFloat.java,org.apache.pdfbox.cos,"COSFloat,COSFloat,setValue,removeNullDigits,floatValue,doubleValue,longValue,intValue,equals,hashCode,toString,accept,writePDF"
COSName,pdfbox\src\main\java\org\apache\pdfbox\cos\COSName.java,org.apache.pdfbox.cos,"getPDFName,COSName,COSName,getName,toString,equals,hashCode,compareTo,accept,writePDF,clearResources"
COSNumber,pdfbox\src\main\java\org\apache\pdfbox\cos\COSNumber.java,org.apache.pdfbox.cos,"floatValue,doubleValue,intValue,longValue,get"
PDResources,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDResources.java,org.apache.pdfbox.pdmodel,"PDResources,PDResources,getCOSDictionary,getCOSObject,clear,getFonts,getFonts,getXObjects,getImages,setFonts,setXObjects,getColorSpaces,setColorSpaces,getGraphicsStates,setGraphicsStates,getProperties,setProperties,getPatterns,setPatterns,getShadings,setShadings,addFont,addFont,addFontToDictionary,addXObject,addXObjectToDictionary,reverseMap"
PDRectangle,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDRectangle.java,org.apache.pdfbox.pdmodel.common,"PDRectangle,PDRectangle,PDRectangle,PDRectangle,contains,createRetranslatedRectangle,getCOSArray,getLowerLeftX,setLowerLeftX,getLowerLeftY,setLowerLeftY,getUpperRightX,setUpperRightX,getUpperRightY,setUpperRightY,getWidth,getHeight,createDimension,move,getCOSObject,toString"
PDStream,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\PDStream.java,org.apache.pdfbox.pdmodel.common,"PDStream,PDStream,PDStream,PDStream,PDStream,addCompression,createFromCOS,getCOSObject,createOutputStream,createInputStream,getPartiallyFilteredStream,getStream,getLength,getFilters,setFilters,getDecodeParms,setDecodeParms,getFile,setFile,getFileFilters,setFileFilters,getFileDecodeParams,setFileDecodeParams,getByteArray,getInputStreamAsString,getMetadata,setMetadata,getDecodedStreamLength,setDecodedStreamLength"
Matrix,pdfbox\src\main\java\org\apache\pdfbox\util\Matrix.java,org.apache.pdfbox.util,"Matrix,reset,createAffineTransform,setFromAffineTransform,getValue,setValue,getValues,getValuesAsDouble,multiply,multiply,extractScaling,getScaleInstance,extractTranslating,getTranslatingInstance,clone,copy,toString,getXScale,getYScale,getXPosition,getYPosition"
PDXObject,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\xobject\PDXObject.java,org.apache.pdfbox.pdmodel.graphics.xobject,"PDXObject,PDXObject,PDXObject,getCOSObject,getCOSStream,getPDStream,createXObject,commonXObjectCreation,getMetadata,setMetadata,getStructParent,setStructParent"
PDFXRefStream,pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFXRefStream.java,org.apache.pdfbox.pdfparser,"PDFXRefStream,getStream,addTrailerInfo,addEntry,getWEntry,getSizeEntry,setSize,getIndexEntry,writeNumber,writeStreamData,getObject"
COSBase,pdfbox\src\main\java\org\apache\pdfbox\cos\COSBase.java,org.apache.pdfbox.cos,"COSBase,getFilterManager,getCOSObject,accept,setNeedToBeUpdate,isDirect,setDirect,isNeedToBeUpdate"
COSInteger,pdfbox\src\main\java\org\apache\pdfbox\cos\COSInteger.java,org.apache.pdfbox.cos,"get,COSInteger,COSInteger,COSInteger,equals,hashCode,toString,setValue,floatValue,doubleValue,intValue,longValue,accept,writePDF"
RandomAccessBuffer,pdfbox\src\main\java\org\apache\pdfbox\io\RandomAccessBuffer.java,org.apache.pdfbox.io,"RandomAccessBuffer,clone,close,seek,getPosition,read,read,length,write,write,expandBuffer,nextBuffer,checkClosed"
COSWriterXRefEntry,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriterXRefEntry.java,org.apache.pdfbox.pdfwriter,"compareTo,getNullEntry,getKey,getOffset,isFree,setFree,setKey,setOffset,COSWriterXRefEntry,getObject,setObject"
TestPreflightConfiguration,preflight\src\test\java\org\apache\pdfbox\preflight\TestPreflightConfiguration.java,org.apache.pdfbox.preflight,"testGetValidationProcess,testGetValidationPageProcess,testGetValidationProcess_noError,testGetValidationPageProcess_noError,testGetMissingValidationProcess,testGetMissingValidationPageProcess,testGetMissingValidationProcess2,testGetMissingValidationPageProcess2"
ValidationException,preflight\src\main\java\org\apache\pdfbox\preflight\exception\ValidationException.java,org.apache.pdfbox.preflight.exception,"ValidationException,ValidationException,ValidationException"
BookmarkValidationProcess,preflight\src\main\java\org\apache\pdfbox\preflight\process\BookmarkValidationProcess.java,org.apache.pdfbox.preflight.process,"validate,isCountEntryPresent,isCountEntryPositive,exploreOutlineLevel,validateItem"
EmptyValidationProcess,preflight\src\main\java\org\apache\pdfbox\preflight\process\EmptyValidationProcess.java,org.apache.pdfbox.preflight.process,validate
ResourcesValidationProcess,preflight\src\main\java\org\apache\pdfbox\preflight\process\reflect\ResourcesValidationProcess.java,org.apache.pdfbox.preflight.process.reflect,"validate,validateFonts,validateExtGStates,validateShadingPattern,validateTilingPattern,validateXObjects"
PreflightConfiguration,preflight\src\main\java\org\apache\pdfbox\preflight\PreflightConfiguration.java,org.apache.pdfbox.preflight,"createPdfA1BConfiguration,getProcessNames,getInstanceOfProcess,replaceProcess,removeProcess,getPageValidationProcessNames,replacePageProcess,removePageProcess,isErrorOnMissingProcess,setErrorOnMissingProcess,isLazyValidation,setLazyValidation,getAnnotFact,setAnnotFact,getActionFact,setActionFact,getColorSpaceHelperFact,setColorSpaceHelperFact"
PDLineDashPattern,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\graphics\PDLineDashPattern.java,org.apache.pdfbox.pdmodel.graphics,"PDLineDashPattern,PDLineDashPattern,PDLineDashPattern,clone,getCOSObject,getPhaseStart,setPhaseStart,getDashPattern,getCOSDashPattern,setDashPattern,isDashPatternEmpty"
COSArrayList,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\COSArrayList.java,org.apache.pdfbox.pdmodel.common,"COSArrayList,COSArrayList,COSArrayList,COSArrayList,size,isEmpty,contains,iterator,toArray,toArray,add,remove,containsAll,addAll,addAll,convertIntegerCOSArrayToList,convertFloatCOSArrayToList,convertCOSNameCOSArrayToList,convertCOSStringCOSArrayToList,convertStringListToCOSNameCOSArray,convertStringListToCOSStringCOSArray,converterToCOSArray,toCOSObjectList,removeAll,retainAll,clear,equals,hashCode,get,set,add,remove,indexOf,lastIndexOf,listIterator,listIterator,subList,toString,toList"
TestFDF,pdfbox\src\test\java\org\apache\pdfbox\pdmodel\TestFDF.java,org.apache.pdfbox.pdmodel,"TestFDF,suite,main,testFDFfdeb,testFDFPDFWithLotsOfFields,testFDFFreedomExpressions,testContentStreamContains,testContentStreams,getStreamTokens,getStreamTokens"
COSString,pdfbox\src\main\java\org\apache\pdfbox\cos\COSString.java,org.apache.pdfbox.cos,"COSString,COSString,COSString,COSString,setForceLiteralForm,setForceHexForm,createFromHexString,createFromHexString,getHexString,getString,append,append,reset,getBytes,toString,writePDF,accept,equals,hashCode"
PDFStreamParser,pdfbox\src\main\java\org\apache\pdfbox\pdfparser\PDFStreamParser.java,org.apache.pdfbox.pdfparser,"PDFStreamParser,PDFStreamParser,PDFStreamParser,PDFStreamParser,PDFStreamParser,parse,getTokens,close,getTokenIterator,parseNextToken,readOperator,isSpaceOrReturn,isSpaceOrReturn,clearResources"
FDFDocument,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\fdf\FDFDocument.java,org.apache.pdfbox.pdmodel.fdf,"FDFDocument,FDFDocument,FDFDocument,writeXML,getDocument,getCatalog,setCatalog,load,load,load,loadXFDF,loadXFDF,loadXFDF,save,save,save,saveXFDF,saveXFDF,saveXFDF,close"
PDAppearanceStream,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAppearanceStream.java,org.apache.pdfbox.pdmodel.interactive.annotation,"PDAppearanceStream,getStream,getCOSObject,getBoundingBox,setBoundingBox,getResources,setResources,getMatrix,setMatrix"
PDAnnotationWidget,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotationWidget.java,org.apache.pdfbox.pdmodel.interactive.annotation,"PDAnnotationWidget,PDAnnotationWidget,getHighlightingMode,setHighlightingMode,getAppearanceCharacteristics,setAppearanceCharacteristics,getAction,setAction,getActions,setActions,setBorderStyle,getBorderStyle"
PDAcroForm,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDAcroForm.java,org.apache.pdfbox.pdmodel.interactive.form,"PDAcroForm,PDAcroForm,getDocument,getDictionary,importFDF,exportFDF,addFieldAndChildren,getFields,setFields,setCacheFields,isCachingFields,getField,getDefaultResources,setDefaultResources,getCOSObject,getXFA,setXFA"
PDField,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDField.java,org.apache.pdfbox.pdmodel.interactive.form,"PDField,PDField,getPartialName,setPartialName,getFullyQualifiedName,getAlternateFieldName,setAlternateFieldName,getFieldType,findFieldType,findFieldType,setValue,getValue,setReadonly,isReadonly,setRequired,isRequired,setNoExport,isNoExport,getFieldFlags,setFieldFlags,importFDF,getWidget,getParent,setParent,findKid,getKids,setKids,toString,getAcroForm,setAcroForm,getDictionary,getCOSObject,getActions,setActions"
PDRadioCollection,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDRadioCollection.java,org.apache.pdfbox.pdmodel.interactive.form,"PDRadioCollection,setRadiosInUnison,isRadiosInUnison,setValue,getValue,getKids"
PDTextbox,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDTextbox.java,org.apache.pdfbox.pdmodel.interactive.form,"PDTextbox,PDTextbox,getMaxLen,setMaxLen"
PDDocumentCatalog,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\PDDocumentCatalog.java,org.apache.pdfbox.pdmodel,"PDDocumentCatalog,PDDocumentCatalog,getCOSObject,getCOSDictionary,getAcroForm,setAcroForm,getPages,getAllPages,getViewerPreferences,setViewerPreferences,getDocumentOutline,setDocumentOutline,getThreads,setThreads,getMetadata,setMetadata,setOpenAction,getOpenAction,getActions,setActions,getNames,setNames,getMarkInfo,setMarkInfo,getOutputIntent,addOutputIntent,setOutputIntents,getPageMode,setPageMode,getPageLayout,setPageLayout,getURI,setURI,getStructureTreeRoot,setStructureTreeRoot,getLanguage,setLanguage,getVersion,setVersion,getPageLabels,setPageLabels,getOCProperties,setOCProperties"
PDVariableText,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\form\PDVariableText.java,org.apache.pdfbox.pdmodel.interactive.form,"PDVariableText,PDVariableText,setValue,getValue,isMultiline,setMultiline,isPassword,setPassword,isFileSelect,setFileSelect,doNotSpellCheck,setDoNotSpellCheck,doNotScroll,setDoNotScroll,shouldComb,setComb,isRichText,setRichText,getDefaultAppearance,getQ,setQ"
PDAnnotation,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAnnotation.java,org.apache.pdfbox.pdmodel.interactive.annotation,"createAnnotation,PDAnnotation,PDAnnotation,getDictionary,getRectangle,setRectangle,getAnnotationFlags,setAnnotationFlags,getCOSObject,getAppearanceStream,setAppearanceStream,getAppearance,setAppearance,isInvisible,setInvisible,isHidden,setHidden,isPrinted,setPrinted,isNoZoom,setNoZoom,isNoRotate,setNoRotate,isNoView,setNoView,isReadOnly,setReadOnly,isLocked,setLocked,isToggleNoView,setToggleNoView,getContents,setContents,getModifiedDate,setModifiedDate,getAnnotationName,setAnnotationName,getStructParent,setStructParent,setColour,getColour,getSubtype,setPage,getPage"
PDAppearanceDictionary,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\interactive\annotation\PDAppearanceDictionary.java,org.apache.pdfbox.pdmodel.interactive.annotation,"PDAppearanceDictionary,PDAppearanceDictionary,getDictionary,getCOSObject,getNormalAppearance,setNormalAppearance,setNormalAppearance,getRolloverAppearance,setRolloverAppearance,setRolloverAppearance,getDownAppearance,setDownAppearance,setDownAppearance"
COSWriter,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSWriter.java,org.apache.pdfbox.pdfwriter,"COSWriter,COSWriter,prepareIncrement,addXRefEntry,close,getNumber,getObjectKeys,getOutput,getStandardOutput,getStartxref,getXRefEntries,setNumber,setOutput,setStandardOutput,setStartxref,doWriteBody,addObjectToWrite,doWriteObject,doWriteHeader,doWriteTrailer,doWriteXRef,doWriteXRefInc,doWriteSignature,writeXrefRange,writeXrefEntry,getXRefRanges,getObjectKey,visitFromArray,visitFromBoolean,visitFromDictionary,visitFromDocument,visitFromFloat,visitFromInt,visitFromName,visitFromNull,writeReference,visitFromStream,visitFromString,write,write"
COSBoolean,pdfbox\src\main\java\org\apache\pdfbox\cos\COSBoolean.java,org.apache.pdfbox.cos,"COSBoolean,getValue,getValueAsObject,getBoolean,getBoolean,accept,toString,writePDF"
COSNull,pdfbox\src\main\java\org\apache\pdfbox\cos\COSNull.java,org.apache.pdfbox.cos,"COSNull,accept,writePDF"
COSVisitorException,pdfbox\src\main\java\org\apache\pdfbox\exceptions\COSVisitorException.java,org.apache.pdfbox.exceptions,COSVisitorException
CryptographyException,pdfbox\src\main\java\org\apache\pdfbox\exceptions\CryptographyException.java,org.apache.pdfbox.exceptions,"CryptographyException,CryptographyException,getEmbedded,setEmbedded"
SignatureException,pdfbox\src\main\java\org\apache\pdfbox\exceptions\SignatureException.java,org.apache.pdfbox.exceptions,"SignatureException,SignatureException,SignatureException,SignatureException,getErrNo"
SecurityHandler,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\encryption\SecurityHandler.java,org.apache.pdfbox.pdmodel.encryption,"prepareDocumentForEncryption,prepareForDecryption,decryptDocument,proceedDecryption,addDictionaryAndSubDictionary,encryptData,encryptData,decryptObject,decrypt,decryptStream,encryptStream,decryptDictionary,decryptString,decryptArray,getKeyLength,setKeyLength,getCurrentAccessPermission,isAES,setAES"
StringUtil,pdfbox\src\main\java\org\apache\pdfbox\util\StringUtil.java,org.apache.pdfbox.util,getBytes
COSStandardOutputStream,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSStandardOutputStream.java,org.apache.pdfbox.pdfwriter,"COSStandardOutputStream,getPos,setPos,isOnNewLine,setOnNewLine,write,write,writeCRLF,writeEOL,writeLF,mark,reset,checkPos,getFileInBytes,getFilterInputStream"
COSFilterInputStream,pdfbox\src\main\java\org\apache\pdfbox\pdfwriter\COSFilterInputStream.java,org.apache.pdfbox.pdfwriter,"COSFilterInputStream,COSFilterInputStream,read,read,read,inRange,nextAvailable,toByteArray"
PDFileSpecification,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\filespecification\PDFileSpecification.java,org.apache.pdfbox.pdmodel.common.filespecification,"createFS,getFile,setFile"
PDSimpleFileSpecification,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\filespecification\PDSimpleFileSpecification.java,org.apache.pdfbox.pdmodel.common.filespecification,"PDSimpleFileSpecification,PDSimpleFileSpecification,getFile,setFile,getCOSObject"
PDComplexFileSpecification,pdfbox\src\main\java\org\apache\pdfbox\pdmodel\common\filespecification\PDComplexFileSpecification.java,org.apache.pdfbox.pdmodel.common.filespecification,"PDComplexFileSpecification,PDComplexFileSpecification,getCOSObject,getCOSDictionary,getFilename,getUnicodeFile,getFile,setFile,getFileDos,setFileDos,getFileMac,setFileMac,getFileUnix,setFileUnix,setVolatile,isVolatile,getEmbeddedFile,setEmbeddedFile,getEmbeddedFileDos,setEmbeddedFileDos,getEmbeddedFileMac,setEmbeddedFileMac,getEmbeddedFileUnix,setEmbeddedFileUnix,setFileDescription,getFileDescription"
AbstractSimpleProperty,xmpbox\src\main\java\org\apache\xmpbox\type\AbstractSimpleProperty.java,org.apache.xmpbox.type,"AbstractSimpleProperty,setValue,getStringValue,getValue,toString,getNamespace,getPrefix"
XMPMetadata,xmpbox\src\main\java\org\apache\xmpbox\XMPMetadata.java,org.apache.xmpbox,"XMPMetadata,XMPMetadata,createXMPMetadata,createXMPMetadata,getTypeMapping,getXpacketBytes,getXpacketEncoding,getXpacketBegin,getXpacketId,getAllSchemas,setEndXPacket,getEndXPacket,getSchema,getSchema,clearSchemas,getSchema,createAndAddDefaultSchema,createAndAddPDFAExtensionSchemaWithDefaultNS,createAndAddXMPRightsManagementSchema,createAndAddPDFAExtensionSchemaWithNS,getPDFExtensionSchema,createAndAddPFAIdentificationSchema,getPDFIdentificationSchema,createAndAddDublinCoreSchema,createAndAddBasicJobTicketSchema,getDublinCoreSchema,getBasicJobTicketSchema,getXMPRightsManagementSchema,getPhotoshopSchema,createAndAddXMPBasicSchema,getXMPBasicSchema,createAndAddXMPMediaManagementSchema,createAndAddPhotoshopSchema,getXMPMediaManagementSchema,createAndAddAdobePDFSchema,getAdobePDFSchema,addSchema,removeSchema"
AbstractField,xmpbox\src\main\java\org\apache\xmpbox\type\AbstractField.java,org.apache.xmpbox.type,"AbstractField,getPropertyName,setPropertyName,setAttribute,containsAttribute,getAttribute,getAllAttributes,removeAttribute,getMetadata,getNamespace,getPrefix"
ShowSignature,examples\src\main\java\org\apache\pdfbox\examples\signature\ShowSignature.java,org.apache.pdfbox.examples.signature,"ShowSignature,main,showSignature,usage"
SetCharSpacing,pdfbox\src\main\java\org\apache\pdfbox\util\operator\SetCharSpacing.java,org.apache.pdfbox.util.operator,process
PDFOperator,pdfbox\src\main\java\org\apache\pdfbox\util\PDFOperator.java,org.apache.pdfbox.util,"PDFOperator,getOperator,getOperation,toString,getImageData,setImageData,getImageParameters,setImageParameters"
OperatorProcessor,pdfbox\src\main\java\org\apache\pdfbox\util\operator\OperatorProcessor.java,org.apache.pdfbox.util.operator,"OperatorProcessor,getContext,setContext,process"
PDFStreamEngine,pdfbox\src\main\java\org\apache\pdfbox\util\PDFStreamEngine.java,org.apache.pdfbox.util,"PDFStreamEngine,PDFStreamEngine,isForceParsing,setForceParsing,registerOperatorProcessor,resetEngine,processStream,processSubStream,processSubStream,processTextPosition,inspectFontEncoding,processEncodedText,processOperator,processOperator,getColorSpaces,getXObjects,setColorSpaces,getFonts,setFonts,getGraphicsStack,setGraphicsStack,getGraphicsState,setGraphicsState,getGraphicsStates,setGraphicsStates,getTextLineMatrix,setTextLineMatrix,getTextMatrix,setTextMatrix,getResources,getCurrentPage,getValidCharCnt,getTotalCharCnt"
