Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description
Ivy,IVY-356,Resolve Slowness in 1.4.1,Improvement,Open,Major,Unresolved,Unassigned,David R Robison,David R Robison,12/15/2006 15:51,,12/15/2006 15:51,,1.4.1,,Ant,,1,1,,,,,,,,Windows XP Ant 1.6.5,"Copied from e-mail log:

On 12/14/06, David R Robison <drrobison@openroadsconsulting.com> wrote:
>
> Is there any plans to fix this in the next release? It is really causing
> problems with time required to compile our system. Thanks, David Robison


JIRA is now migrated on ASF infrastructure, so you can use it to file an
improvement issue. Then we'll see if somebody in the community provide a fix
for it. I can't say if it'll be part of the next release or not, the plan
for the next release is more focused on apache migration, code cleaning and
additional testing for the moment.

Xavier

Xavier Hanin wrote:
> > On 11/21/06, David R Robison <drrobison@openroadsconsulting.com> wrote:
> >>
> >> I'm attaching the log from the ""ant -d"". The following, from the log,
> >> looks interesting:
> >>
> >> [ivy:retrieve] using default-chain to resolve [ xmlBlaster |
> >> xmlBlaster | 1.4 ]
> >> [ivy:retrieve] default-chain: no latest strategy defined: using default
> >> [ivy:retrieve] orci: no namespace defined: using system
> >> [ivy:retrieve] pre 1.3 ivy file: using exactOrRegexp as default matcher
> >> [ivy:retrieve] found ivy file in cache for [ xmlBlaster |
> xmlBlaster
> >> | 1.4 ] (resolved by orci):
> >>
> >>
> C:\Workspaces\DataGateway\DataGateway-VDOT-OnCall-Task36\ivy\ivy-cache\xmlBlaster\xmlBlaster\ivy-
> >>
> >> 1.4.xml
> >> [ivy:retrieve] orci: found revision in cache: [ xmlBlaster |
> >> xmlBlaster | 1.4 ] (resolved by orci): but it's a default one, maybe we
> >> can find a better one
> >> [ivy:retrieve] orci: no latest strategy defined: using default
> >> [ivy:retrieve] trying
> >>
> >>
> http://www.openroadsconsulting.com/maven/xmlBlaster/jars/xmlBlaster-1.4.jar
> >>
> >> [ivy:retrieve] orci: no ivy file found for [ xmlBlaster |
> xmlBlaster
> >> | 1.4 ]: using default data
> >> [ivy:retrieve] tried no ivy pattern => no attempt to find
> module
> >> descriptor file for [ xmlBlaster | xmlBlaster | 1.4 ]
> >> [ivy:retrieve] checking [ xmlBlaster | xmlBlaster | 1.4 ][default]
> >> from orci against null
> >> [ivy:retrieve] module revision kept as first found: [ xmlBlaster |
> >> xmlBlaster | 1.4 ][default] from orci
> >> [ivy:retrieve] ibiblio: no namespace defined: using system
> >> [ivy:retrieve] pre 1.3 ivy file: using exactOrRegexp as default matcher
> >> [ivy:retrieve] found ivy file in cache for [ xmlBlaster |
> xmlBlaster
> >> | 1.4 ] (resolved by orci):
> >>
> >>
> C:\Workspaces\DataGateway\DataGateway-VDOT-OnCall-Task36\ivy\ivy-cache\xmlBlaster\xmlBlaster\ivy-
> >>
> >> 1.4.xml
> >> [ivy:retrieve] found module in cache but with a different resolver:
> >> discarding: [ xmlBlaster | xmlBlaster | 1.4 ]
> >>
> >>
> >> It finds it in the cache but thinks there may be a better one so it
> >> keeps looking. It eventually scans through all the configured
> >> repositories and ends up using the one in the cache. Does anyone know
> >> why it would not just use the one in the cache? Does this help any?
> >
> >
> > OK, the problem is due to a modification in Ivy 1.4 which has a bad side
> > effect in your case. When Ivy find a default module descriptor (i.e. a
> > module descriptor generated because there is no ivy file for a
> > module), then
> > in a chain it checks if there is no other element in the chain with a
> > real
> > ivy file. This is the cause of your performance problem I think, so
> > the only
> > workaround I see is to add an ivy file even for simple modules with
> > only one
> > artifact. I'd also suggest submitting an improvement request in jira,
> but
> > jira is currently in read only mode until it is migrated to apache.
> >
> > Xavier
> >
> > Thanks, David
> >>
> >>
> >
>
> -- 
>
> David R Robison
> Open Roads Consulting, Inc.
> 708 S. Battlefield Blvd., Chesapeake, VA 23322
> phone: (757) 546-3401
> e-mail: drrobison@openroadsconsulting.com
> web: http://openroadsconsulting.com
> blog: http://therobe.blogspot.com
> book: http://www.xulonpress.com/bookstore/titles/1597816523.htm
>
>
>
>
>

"
Ivy,IVY-378,Downloads from filesystem repositories are slow,Improvement,Open,Minor,Unresolved,Unassigned,John Williams,John Williams,1/8/2007 17:06,,1/9/2007 19:48,,1.4,,Core,,0,1,,,,,,,,Linux 2.6.11 (Fedora Core 4) i686 + NFS,"I've found that Ivy takes a long time to download files via NFS. In particular, I tried downloading a large jar file through Ivy and then copied the same file using 'cp'; Ivy took about twice as long as 'cp'."
Ivy,IVY-393,"Add ""transtive"" attribute to <cachepath>, <cachefileset> and <retrieve>",New Feature,Open,Minor,Unresolved,Unassigned,John Williams,John Williams,1/16/2007 16:54,,1/16/2007 20:39,,1.4.1,,"Ant, Core",,0,1,,,,,,,,all,"It would be useful to have a ""transitive"" option similar, but not identical, to the ""transitive"" attribute of configurations. Why not identical? If there are two configurations that are identical except that one is transitive and the other is not, the two configurations can choose different revisions for some modules due to conflict resolution. (For instance, if my module depends on modA-1.0 and modB-1.0, and modB-1.0 depends on modA-1.1, the transitive config will use modA-1.1 and the other config will use modA-1.0.) The option for <cachepath>, etc. should exclude indirect dependencies without affecting which revision is used.

My rationale for this feature is that I would really like to have two classpaths--one for compile time and the other for run time--that are identical except that the compile-time classpath would have only direct dependencies. I like having only direct dependencies at compile time because it ensures that all the direct dependencies are declared to Ivy, but the versions of all modules *must* be the same as the run-time classpath in order to avoid causing a lot of confusion. (A lesser reason for preferring a classpath with only direct dependencies is that javac is much faster with a small classpath.)"
Ivy,IVY-401,Ivy silently does the wrong thing when /tmp is full.,Improvement,Open,Minor,Unresolved,Unassigned,John Williams,John Williams,1/30/2007 16:27,,1/31/2007 17:05,,1.4.1,,Core,,0,0,,,,,,,,Linux,"I ran into a case where Ivy was mysteriously failing to consider revision 1.0.9999-local of a module called lcc.util.nlp. Inspecting the logs revealed that the problem was a lack of disk space:

WARN: problem while downloading ivy file: /home/smcdaniel/.ivy/local/lcc/lcc.util.nlp/1.0.9999-local/ivys/ivy.xml to /tmp/ivy50398xml: No space left on device

Unfortunately this warning was buried in all the output that Ivy generates! This suggests two possible improvements to me: fail loudly when there is an error saving downloaded data (as opposed to reading the data from the repository), and avoid using /tmp at all for ivy.xml files. (I assume a temp dir is used to avoid having partial ivy.xml files in the file system, but that's not 100% reliable on systems where /tmp is on a different physical volume than ~/.ivy, and it seems unnecessary to use a file at all since ivy.xml files are never very large.)"
Ivy,IVY-421,useOrigin information should be self-contained in the resolved data,Improvement,Open,Minor,Unresolved,Unassigned,Stephane Bailliez,Stephane Bailliez,3/7/2007 22:01,,3/7/2007 22:14,,1.4.1,,Ant,,0,0,,,,,,,IVY-366,,"When using the 'useOrigin' attribute to yes, this property must be repeated over all post-resolve tasks which is quite unnecessary and prevent a flexible use of Ivy.
For example if we want to define a specific usage in a common build file, this information must be repeated over many tasks calls.

All the information should be self-contained in the resolved data."
Ivy,IVY-461,IvyPostResolve Task unnecessarily performs a resolve,Bug,Open,Minor,Unresolved,Unassigned,Maarten Coene,Maarten Coene,4/1/2007 21:23,,6/25/2008 9:56,,1.4.1,,Ant,,0,0,,,,,,,,,"If you call an IvyPostResolve Task more than once with different configurations, a resolve is performed from the second post-resolve task.

For instance:
<ivy:resolve conf=""compile"" />
<ivy:post-resolve conf=""default"" /> --> triggers a resolve of the 'default' conf. OK!
<ivy:post-resolve conf=""compile"" /> --> triggers a resolve of the 'compile' conf. NOK!
"
Ivy,IVY-466,Make IBiblio resolver compatible with maven proxy,Improvement,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,4/6/2007 6:46,,1/9/2008 9:08,1/9/2008 9:08,,2.0.0-beta-2,,,0,0,,,,,,,,,"Maven proxy (http://maven-proxy.codehaus.org/) is a commonly used proxy for maven repositories, with which the Ivy IBiblio resolver is not compatible for the moment. Indeed, it seems that the AapacheURLLister used by Ivy is not able to list the revisions on the proxy. Using maven metadata files when available should both make this works and improve performance on maven repositories directly."
Ivy,IVY-468,Add a mirror repository resolver,New Feature,Resolved,Major,Fixed,Nicolas Lalevée,Gilles Scokart,Gilles Scokart,4/10/2007 6:59,,9/4/2011 21:27,9/4/2011 21:27,,2.3.0-RC1,Core,,3,2,,,,,,,IVY-735,,"we should have a mirror resolver. It's a resolver containing a set of equivalent repository resolver.

The maven settings contain such a thing. 
I don't know the details but I think that they have a special feature attached to it: the unavailable mirrors are black listed when they didn't answer correctly.

I guess we could also add some load balancing features to it in order to only use the fastest one.
"
Ivy,IVY-469,Parallelize artifact downloading,Improvement,Open,Major,Unresolved,Unassigned,Xavier Hanin,Xavier Hanin,4/10/2007 9:13,,3/21/2015 17:39,,,,Core,,2,1,,,,,,,,,"For the moment artifact downloading during dependencies resolution happens sequentially, each artifact being downloaded one after the other.

It would be nice to improve Ivy resolve engine to be able to parallelize downloading to optimize performance, especially when using a set of repositories with heterogeneous performance.

We should see how load balancing feature of IVY-468 could be leveraged by this new downloading strategy."
Ivy,IVY-514,Redundant warnings for circular dependencies,Bug,Resolved,Minor,Fixed,Xavier Hanin,John Williams,John Williams,5/22/2007 19:14,,12/2/2007 22:27,12/2/2007 22:27,2.0.0-alpha-1,2.0.0-beta-1,Core,,0,1,,,,,,,IVY-653,,"Circular dependencies cause Ivy to print a very large number of redundant warnings. You can see this behavior in the file IVY-400-johnw.zip which I've attached to (surprise!) IVY-400. In that test case, a single circular dependency causes 4 warnings to be printed."
Ivy,IVY-551,File buffer should be increased to 64KB,Improvement,Resolved,Major,Fixed,Xavier Hanin,Testo Nakada,Testo Nakada,6/30/2007 1:56,,7/9/2007 16:31,7/9/2007 15:07,2.0.0-alpha-1,2.0.0-alpha-2,Core,,0,0,,,,,,,,,File copy is slow because the buffer is too small. Increasing file buffer should alleviate the problem while NIO should be explored as well.
Ivy,IVY-580,organization and module seem redundant in ivy.xml in ivyrep,Improvement,Resolved,Minor,Won't Fix,Unassigned,Ignacio Coloma,Ignacio Coloma,7/23/2007 13:23,,9/12/2007 11:52,9/12/2007 11:52,,,,,0,0,,,,,,,,,"When Ivy is searching for a module in ivyrep, it already knows about the organization and module of a given file. It seems redundant to add them in the ivy.xml file. If they were optional attributes, it would be easier to add new modules. 

OTOH, adding a DTD/XML Schema would make it easier to browse than the docs."
Ivy,IVY-596,HOWTO - Resolve dependencies on demand,New Feature,Resolved,Minor,Fixed,Unassigned,John Wu,John Wu,8/24/2007 18:01,,8/24/2007 18:09,8/24/2007 18:08,1.4.1,1.4.1,Documentation,,0,0,,,,,,,,"Windows XP, Ant 1.6.5","Scenario: To run task A, B, C, etc, only a common set of jars/zips (the set D) is needed; to run task X, a large number of jars/zips (the set Y) is needed. In most cases, task A, B, C, etc will be run. And in very rare cases, task X needs to be performed.

Issue: We don't want ivy to resolve (and may retrieve) the jars/zips in set D and Y every time we run the ant task, due to the performance concern and our internal network latency.
"
Ivy,IVY-640,Network resolvers timeout property,New Feature,Open,Major,Unresolved,Unassigned,Pavel Krupets,Pavel Krupets,11/13/2007 18:50,,4/28/2016 11:57,,,,Ant,,4,4,,,,,,,IVY-735,,Would be nice to have network resolvers timeout property. For instance Maven2 sometimes gets way too slow and instead of waiting for some time I get timeout error!
Ivy,IVY-654,Share cache with locking,New Feature,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,11/30/2007 22:19,,2/20/2017 17:32,12/2/2007 16:29,,2.0.0-beta-1,Core,,0,3,,,,,,,IVY-399,,"Currently it isn't possible use the same cache from multiple processes. This is a problem in some situations, especially for build servers, which have to use one cache per process, defeating some of the purpose of the cache. Adding an option allowing to use cache locking to ensure the repository cache can be used by concurrent build would be a nice improvement.

To avoid degrading performance of local builds where the cache is not shared, this should only be an option."
Ivy,IVY-655,Ease performance auditing,Improvement,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,12/3/2007 16:29,,12/5/2007 22:03,12/5/2007 22:03,,2.0.0-beta-1,,,0,0,,,,,,,,,"Ivy currently provides some performance metrics (size and time when downloading a file), but their location in the log make it difficult to use. On the other hand, the trigger mechanism can be used to track how things are performed, but is lacking basic performance information such as the download time. Improving the events triggered during the resolution process with more performance related metrics would help to investigate performance issues and improve Ivy setup."
Ivy,IVY-694,cache dynamic revision resolution,New Feature,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,1/5/2008 16:52,,2/29/2008 11:04,2/29/2008 11:04,,2.0.0-beta-2,Core,,0,0,,,,,,,IVY-399,,"Currently when one use dynamic revision like latest.integration, the resolution of which revision this actually refer to is done at each resolve. When using a slow resolver, it can be very troublesome, especially for revisions which don't change very often (think about using a version range only for revision compatibility while using a latest-compatible conflict manager).

Adding an option to cache the resolution of a dynamic revision would be nice. Obviously we'd need a way to setup for how long the cached resolved revision should be trusted (similar to a TTL in DNS system). A parameter to force the refresh of all cached dynamic revisions would also be a nice option to make sure one can always easily ask Ivy to make a full resolve without cleaning the cache.

Being able to define TTL per revision or module revision would be nice too. This would allow people to setup fine grain TTL depending on how their repository change. An alternative to implementing this fine grain TTL settings in the cache would be to use the flexibility of resolvers settings. Indeed one could configure two resolvers differing only by how the TTL of their cache is setup. Then by setting one resolver for some kind of revision and the other one for the other could make the trick. The problem with that is that Ivy would see it as different resolvers, which could lead to problem if you configure one resolver for latest.integration and another one for 1.0, when latest.integration is resolved to 1.0, Ivy would think it uses two different resolvers for the same physical module revision, which is strongly discouraged in the module rule set documentation because we actually don't know how it works. Hence it seems that allowing fine grain TTL settings in the cache would be better than trying to leverage fine grain resolver settings."
Ivy,IVY-735,Timeout should be able to be specified,Improvement,Open,Major,Unresolved,Maarten Coene,Testo Nakada,Testo Nakada,2/14/2008 15:28,,7/4/2017 7:37,,2.0.0-beta-1,,Core,,15,10,,,,,,,"IVY-640, IVY-468, CAMEL-11506",,"It's currently not possible to provide timeout for resolver. For example, yesterday ibiblio is really slow. I waited almost forever just to know that there is something wrong with ibiblio. It would be nice if I can specify timeout so that i can fail over to some other resolvers in my chain resolver."
