Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Estimated Complexity,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,CXF Fields,External issue URL,Flags,Rank
CXF,CXF-1005,CXF-1004 Support sub-resource locators,Sub-task,Closed,Major,Fixed,Jervis Liu,Jervis Liu,Jervis Liu,9/14/2007 3:03,,1/23/2009 17:47,1/4/2008 8:12,2.1,2.1,JAX-RS,,0,0,,,,,,,,,,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111836,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268215,,,,,,,,,0|i1aasn:
CXF,CXF-1006,CXF-1004 Support root resource class constructors with annotated parameters.,Sub-task,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 3:10,,7/30/2009 18:01,4/29/2009 15:37,2.1,2.2.1,JAX-RS,,0,0,,,,,,,,,"Root resource classes are instantiated by the JAX-RS runtime and MUST have a constructor with one of the following annotations on every parameter: @HttpContext, @HeaderParam, @MatrixParam, @QueryParam or @UriParam. Note that a zero argument constructor is permissible under this rule. Section 2.4.1 defines the parameter types permitted for each annotation. If more than one constructor that matches the above pattern is available then an implementation MUST use the one with the most parameters. Choosing amongst constructors with the same number of parameters is implementation specific.",,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111837,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179214,,,,,,,,,0|i0v1hj:
CXF,CXF-1007,CXF-1004 Matching resource methods with http method when @HttpMethod annotation does not have name attribute.,Sub-task,Closed,Major,Invalid,Unassigned,Jervis Liu,Jervis Liu,9/14/2007 3:25,,4/30/2008 15:01,3/4/2008 19:44,2.1,Invalid,JAX-RS,,0,0,,,,,,,,,"Section 2.4:

Resource methods are resource class methods annotated with @HttpMethod. They are used to handle 
requests and MUST conform to certain restrictions described in this section. 
The @HttpMethod annotation has an optional value that corresponds to the name of a request method. In 
the absence of a value, the request method is inferred from the resource method name: they match if the 
resource method name starts with the request method name converted to lower case.",,,,,,,,,2/22/2008 12:38,,,,"9 years, 23 weeks, 4 days ago",,111838,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268214,,,,,,,,,0|i1aasf:
CXF,CXF-1008,CXF-1004 Support @MatrixParam,Sub-task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/14/2007 3:30,,4/30/2008 14:57,3/13/2008 0:23,2.1,2.1,JAX-RS,,0,0,,,,,,,,,See section 2.4.1,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111839,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268213,,,,,,,,,0|i1aas7:
CXF,CXF-1009,CXF-1004 Support @QueryParam,Sub-task,Closed,Major,Fixed,Jervis Liu,Jervis Liu,Jervis Liu,9/14/2007 3:31,,2/8/2008 13:58,2/8/2008 13:58,2.1,2.1,JAX-RS,,0,0,,,,,,,,,See section 2.4.1,,,,,,,,,2/4/2008 15:07,,,,"9 years, 26 weeks ago",,111840,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179323,,,,,,,,,0|i0v25r:
CXF,CXF-1010,CXF-1004 Support @HttpContext,Sub-task,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 3:33,,4/30/2008 14:57,3/4/2008 20:48,2.1,2.1,JAX-RS,,0,0,,,,,,,,,See section 2.4.1,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111841,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268212,,,,,,,,,0|i1aarz:
CXF,CXF-1011,CXF-1004 Support @HeaderParam,Sub-task,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 3:33,,4/30/2008 14:57,3/4/2008 20:47,2.1,2.1,JAX-RS,,3,0,,,,,,,,,See section 2.4.1,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111842,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268211,,,,,,,,,0|i1aarr:
CXF,CXF-1012,CXF-1004 Exception handling,Sub-task,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 3:42,,7/3/2008 17:19,5/27/2008 17:03,2.1,2.1,JAX-RS,,1,1,,,,,,,,,"Section 2.4.3

An implementation MUST catch WebApplicationException and map it to a response. If the response 
property of the exception is not null then it MUST be used to create the response. If the response 
property of the exception is null an implementation MUST generate a server error response. 

An implementation MUST allow other runtime exceptions to propagate to the underlying container. This 
allows existing container facilities (e.g. a Servlet filter) to be used to handle the error if desired. 

Editors Note 2.2 What to do about checked exceptions ? If we allow them on resource methods then do 
we need some standard runtime exception that can be used to wrap the checked exception so it can be 
propagated to the container in a standard way ?",,,,,,,,,3/27/2008 13:47,,,,"9 years, 10 weeks ago",,111843,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268210,,,,,,,,,0|i1aarj:
CXF,CXF-1013,CXF-1004 Declare media type capabilities - JSON support,Sub-task,Closed,Major,Fixed,Jervis Liu,Jervis Liu,Jervis Liu,9/14/2007 5:58,,1/23/2009 17:47,10/29/2007 7:06,2.1,2.1,JAX-RS,,0,0,,,,,,,,,,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111844,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268209,,,,,,,,,0|i1aarb:
CXF,CXF-1014,CXF-1004 HttpHeader support,Sub-task,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 6:03,,4/30/2008 14:57,3/4/2008 20:48,2.1,2.1,JAX-RS,,0,0,,,,,,,,,See section 4.2,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111845,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268208,,,,,,,,,0|i1aar3:
CXF,CXF-1015,CXF-1004 Context injection - UriInfo and HttpHeaders,Sub-task,Closed,Major,Fixed,Daniel Kulp,Jervis Liu,Jervis Liu,9/14/2007 6:07,,4/30/2008 14:57,3/4/2008 20:46,2.1,2.1,JAX-RS,,0,0,,,,,,,,,"Instance of UriInfo and HttpHeaders can be injected into a class filed or method parameters. 

See section 4.1 and 4.2. 

Make sure the injection scope is correct. Section 4.3",,,,,,,,,3/4/2008 15:31,,,,"9 years, 21 weeks, 6 days ago",,111846,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179578,,,,,,,,,0|i0v3qf:
CXF,CXF-1016,CXF-1004 Context injection - Preconditions,Sub-task,Closed,Major,Fixed,Sergey Beryozkin,Jervis Liu,Jervis Liu,9/14/2007 6:08,,8/18/2008 18:26,7/3/2008 17:07,2.1,2.1.2,JAX-RS,,0,0,,,,,,,,,See section 4.3,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111847,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268207,,,,,,,,,0|i1aaqv:
CXF,CXF-1017,CXF-1004 Support Header Providers,Sub-task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/14/2007 6:12,,4/30/2008 14:57,3/13/2008 0:22,,2.1,,,0,0,,,,,,,,,Further details need to be defined. See section 3.2,,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111848,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268206,,,,,,,,,0|i1aaqn:
CXF,CXF-1018,CXF-1004 Transfer encoding,Sub-task,Closed,Major,Fixed,Unassigned,Jervis Liu,Jervis Liu,9/14/2007 6:16,,8/18/2008 18:26,7/30/2008 22:01,2.1,2.1.2,JAX-RS,,0,0,,,,,,,,,"Section 2.1:

The encode property controls whether the value of the @UriTemplate annotation is automatically encoded 
(the default) or not. When automatic encoding is disabled, care must be taken to ensure that the value of the 
URI template is valid. E.g. the following two lines are equivalent:

Also see section 3.1.5",,,,,,,,,,,,,"9 years, 46 weeks, 4 days ago",,111849,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268205,,,,,,,,,0|i1aaqf:
CXF,CXF-1019,"""Collocated Invocation should have been detected."" error in the coloc-binding",Bug,Closed,Major,Won't Fix,Unassigned,Jeff Yu,Jeff Yu,9/14/2007 9:16,,12/4/2009 22:35,10/29/2009 1:07,2.0.1,Invalid,JAX-WS Runtime,,0,0,,,,,,,,windows,"How to reproduce:

1. Update the ""/wsdl/header_doc_lit.wsdl"" in cxf-testutils.module as following.
Change the ""
<message name=""inoutHeaderResponse"">
<part element=""x1:inoutHeaderResponse"" name=""inout""/>
<part element=""x1:header"" name=""header""/>
</message>
""
TO 
""
<message name=""inoutHeaderResponse"">
<part element=""x1:header"" name=""header""/>
<part element=""x1:inoutHeaderResponse"" name=""inout""/>
</message>
""
2. run the ""ColocHeaderDocLitTest"" in the cxf-systest module. and then you will get the error stack as follow:

------------------------------------------
javax.xml.ws.ProtocolException: Collocated Invocation should have been detected.
at org.apache.cxf.systest.coloc.ThrowFaultInterceptor.handleMessage(ThrowFaultInterceptor.java:36)
at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207)
at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:254)
at org.apache.cxf.endpoint.ClientImpl.invoke(ClientImpl.java:205)
at org.apache.cxf.frontend.ClientProxy.invokeSync(ClientProxy.java:73)
at org.apache.cxf.jaxws.JaxWsClientProxy.invoke(JaxWsClientProxy.java:135)
at $Proxy49.inoutHeader(Unknown Source)
at org.apache.cxf.systest.coloc.AbstractHeaderServiceDocLitTest.verifyInOutHeaderParts(AbstractHeaderServiceDocLitTest.java:124)
at org.apache.cxf.systest.coloc.AbstractHeaderServiceDocLitTest.testAll(AbstractHeaderServiceDocLitTest.java:95)
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
at java.lang.reflect.Method.invoke(Method.java:585)
at org.junit.internal.runners.TestMethodRunner.executeMethodBody(TestMethodRunner.java:99)
at org.junit.internal.runners.TestMethodRunner.runUnprotected(TestMethodRunner.java:81)
at org.junit.internal.runners.BeforeAndAfterRunner.runProtected(BeforeAndAfterRunner.java:34)
at org.junit.internal.runners.TestMethodRunner.runMethod(TestMethodRunner.java:75)
at org.junit.internal.runners.TestMethodRunner.run(TestMethodRunner.java:45)
at org.junit.internal.runners.TestClassMethodsRunner.invokeTestMethod(TestClassMethodsRunner.java:66)
at org.junit.internal.runners.TestClassMethodsRunner.run(TestClassMethodsRunner.java:35)
at org.junit.internal.runners.TestClassRunner$1.runUnprotected(TestClassRunner.java:42)
at org.junit.internal.runners.BeforeAndAfterRunner.runProtected(BeforeAndAfterRunner.java:34)
at org.junit.internal.runners.TestClassRunner.run(TestClassRunner.java:52)
at org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:38)
at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:460)
at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:673)
at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:386)
at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:196)",,,,,,,,,10/29/2009 1:07,,,,"7 years, 39 weeks, 5 days ago",,111850,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,268204,,,,,,,,,0|i1aaq7:
CXF,CXF-1020,WSDL2Java tool error: failed to generate codes with twoHeadersSameNameDifferentNamespace,Bug,Closed,Major,Fixed,Daniel Kulp,Jeff Yu,Jeff Yu,9/14/2007 10:30,,4/30/2008 15:00,2/20/2008 19:02,2.0.1,2.0.5,Tooling,,0,0,,,,,,,CXF-907,windows.,"I am running WSDL2Java tool to generate codes, and then got the message as follow:

WSDLToJava Error : Failed to create java parameter for part [stringHeader2] in method [twoHeadersSameNameDiffNS] - this wsdl is invalid, please use the wsdlvalidator tool to validate this wsdl

I also run wsdlvalidator, it says valid WSDL, and I can get generated codes from JAXWS-RI.",,,,,,,,,2/20/2008 18:24,,,,"9 years, 23 weeks, 5 days ago",,111851,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,179599,,,,,,,,,0|i0v3v3:
CXF,CXF-1021,Map entries not reconstructed on other side of WS call due to namespace mismatch (see Xfire Bug: XFIRE-842),Bug,Closed,Blocker,Fixed,Unassigned,Piers Geyman,Piers Geyman,9/14/2007 12:05,,12/5/2007 19:23,10/22/2007 20:54,2.0.1,2.0.3,Aegis Databinding,,0,0,,,,,,,,,"Hi,

We have come across the following bug when using XFire, so we have converted to using CXF and it seems to have the same problem.
http://jira.codehaus.org/browse/XFIRE-842

Is this a bug that is likely to be resolved soon? As it is stopping our development progressing. We are having to look at other WS enabling technology, which will affect our project completion deadlines.",,,,,,,,,10/22/2007 20:54,,,,"9 years, 41 weeks ago",,111852,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,178540,,,,,,,,,0|i0uxbr:
