Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description
Avro,AVRO-11,Improve SpecificDatumReader code by using field positions.,Improvement,Closed,Minor,Fixed,Doug Cutting,Hong Tang,Hong Tang,4/14/2009 4:21,,7/14/2009 22:50,4/14/2009 22:29,1.0.0,1.0.0,java,,0,0,,,,,,,AVRO-6,,"With Avro-6, it would be more efficient to reimplement SpecificDatumReader to use field positions from schema."
Avro,AVRO-12,Bug in comparison of recurisive schemas,Bug,Closed,Major,Fixed,Doug Cutting,Hong Tang,Hong Tang,4/14/2009 4:34,,7/14/2009 22:50,5/22/2009 20:45,1.0.0,1.0.0,java,,0,0,,,,,,,,,Comparison of recursive schema will lead to infinite recursion (eventually leading to java.lang.StackOverflowError.)
Avro,AVRO-13,Use dictionary instead of if-else in validate,Improvement,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,4/14/2009 7:28,,7/14/2009 22:50,4/15/2009 5:19,1.0.0,1.0.0,python,,0,0,,,,,,,,,Currently validate in generic.py and reflect.py uses if-else. It would be efficient to use dictionary with keys as schema types.
Avro,AVRO-14,RPC throws EOFException if 0 size ByteBuffer is sent,Bug,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,4/14/2009 11:41,,7/14/2009 22:50,4/14/2009 22:15,,1.0.0,java,,0,0,,,,,,,,,ByteBufferInputStream#readBuffer(int length) throws EOFException if length param is 0
Avro,AVRO-15,Override __eq__() and __hash__() in Schema classes,Improvement,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,4/15/2009 12:08,,7/14/2009 22:50,4/22/2009 5:36,1.0.0,1.0.0,python,,0,0,,,,,,,,,
Avro,AVRO-16,minor documentation improvements,Improvement,Closed,Minor,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,4/21/2009 19:53,,7/14/2009 22:50,4/21/2009 19:55,,1.0.0,spec,,0,0,,,,,,,,,"The spec document could stand a few improvements: 
- two examples contain invalid JSON 
- in the resolution section, reader/writer is clearer than local/remote 
- we should clarify that forward references are not yet implemented 
- the logo does not match that on the site 
"
Avro,AVRO-17,remove single float type,Improvement,Closed,Major,Won't Fix,Doug Cutting,Doug Cutting,Doug Cutting,4/24/2009 17:43,,7/14/2009 23:04,5/12/2009 17:19,,,spec,,0,0,,,,,,,,,"Python and Thrift do not support a 32-bit single float type, nor do many applications use this type, so, for better compatibility, we can remove it from Avro."
Avro,AVRO-18,add enum type,New Feature,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,4/24/2009 20:04,,7/14/2009 22:50,5/19/2009 23:37,,1.0.0,spec,,0,0,,,,,,,,,Avro schemas should support enum types.
Avro,AVRO-19,add file include support,New Feature,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,4/24/2009 20:53,,7/14/2009 23:15,7/14/2009 23:07,,1.0.0,java,,0,0,,,,,,,,,Schemas and protocols stored in files should support inclusion of other schema files.
Avro,AVRO-20,add a library of standard schemas,New Feature,Open,Major,Unresolved,Unassigned,Doug Cutting,Doug Cutting,4/24/2009 21:04,,3/10/2010 19:15,,,,java,,0,2,,,,,,,AVRO-456,,"We might pre-define some useful records in a reserved namespace (e.g. org.apache.avro.lib), like md5, datetime, etc."
Avro,AVRO-21,namespace should be defaulted from containing definition,Improvement,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,4/24/2009 21:10,,7/14/2009 22:50,5/13/2009 17:56,,1.0.0,java,,0,0,,,,,,,,,"Protocol and record definitions include a ""namespace"" specification. Currently, when one is not specified, it defaults to null. Rather, it should default to the namespace of the containing definition, if any. 

The specification document should probably also be updated to clarify that namespaces should use java package naming conventions, of a reversed domain name. 
"
Avro,AVRO-22,Kill anonymous records or fix GenericDatumReader,Bug,Closed,Major,Fixed,Doug Cutting,Raymie Stata,Raymie Stata,4/25/2009 11:19,,7/14/2009 22:50,6/5/2009 18:59,,1.0.0,spec,,0,2,,,,,,,,,"Anonymous record names are a pain, can we get rid of them? 

If not, I think I noticed a bug in GenericDatumReader.resolveExpected: 
{noformat} 
if (branch.getType() == Type.RECORD) { 
String name = branch.getName(); 
if (name == null || name.equals(actual.getName())) 
return branch; 
} else 
return branch; 
{noformat} 
This doesn't seem to require that _both_ are null to match: if the name of {{branch}} is null and the name {{actual}} is not, then we get a match, which I think is a bug. 

But again, let's just get rid of null names. 
"
Avro,AVRO-23,Schema.toString() fails for a union of versioned records.,Improvement,Open,Major,Unresolved,Unassigned,Hong Tang,Hong Tang,4/27/2009 5:27,,7/28/2009 22:40,,,,java,,0,1,,,,,,,,,Schema.toString() fails to create a string representation for a union that contains versioned records.
Avro,AVRO-24,benchmark bulk data,Task,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,4/27/2009 20:02,,10/14/2009 18:53,9/30/2009 21:32,,1.2.0,java,,0,6,,,,,,,,,"It would be good to validate that the RPC wire format is capable of transmitting bulk data efficiently. In particular, to be used for HDFS file access, it must be able to, when including file data in an RPC response, or writing file data in an RPC request: 
- saturate a disk's throughput or a network interface; and 
- not consume much CPU. 
In other words, Avro's RPC should not be a bottleneck in the transfer of file data from a remote disk to an application or vice versa, and moreover it should leave the vast majority of the CPU for the application."
Avro,AVRO-25,Blocking for value output (with API change),Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Raymie Stata,Raymie Stata,4/29/2009 18:34,,7/14/2009 22:50,6/5/2009 18:32,,1.0.0,java,,0,0,,,,,,,,,"The Avro specification has provisions for decomposing very large arrays and maps into ""blocks."" These provisions allow for streaming implementations that would allow one to, for example, write the contents of a file out as an Avro array w/out knowing in advance how many records are in the file. 

The current Java implementation of Avro does support this provision. My colleague Thiru will be attaching a patch which implements blocking. It turns out that the buffering required to do blocking is non-trivial, so it seem beneficial to include a standard implementation of blocking as part of the reference Avro implementation. 

This is an early version of the code. We are still working on testing and performance tuning. But we wanted early feedback. 

This patch also includes a new set of classes called ValueInput and ValueOutput, which are meant to replace ValueReader and ValueWriter. These classes have largely the same API as ValueReader/Writer, but they include a few more methods to ""bracket"" items that appear inside of arrays and maps. Shortly, we'll be posting a separate patch which implements further subclasses of ValueInput/Output that do ""validation"" of input and output against a schema (and also do automatic schema resolution for readers). 

We're implementing these classes separate from ValueInput/Output to allow you to kick our tires w/out causing too much disruption to your source trees. Let's validate the basic idea behind these patches first, and then determine the details of integrating them into the rest of Avro."
Avro,AVRO-26,Converting JUnit tests into TestNG controlled environment,Test,Closed,Major,Fixed,Konstantin Boudnik,Konstantin Boudnik,Konstantin Boudnik,5/1/2009 18:49,,7/22/2009 20:09,5/18/2009 18:37,,1.0.0,"java, python",,0,2,,,,,,,AVRO-81,,"TestNG is a powerful test harness, which provides a lot of useful features like parallel test execution, test parametrization, and such. 
Avro uses JUnit environment instead which is more rigid and less efficient. 

I'd suggest to convert Avro's Junit based test infrastructure into TestNG controller environment, which will allow to achieve higher level of test execution control in the long run"
Avro,AVRO-27,Consistent Overhead Byte Stuffing (COBS) encoded block format for Object Container Files,New Feature,Closed,Major,Later,Unassigned,Matt Massie,Matt Massie,5/6/2009 20:11,,7/14/2009 23:04,6/23/2009 20:02,,,spec,,0,2,,,,,,,,,"Object Container Files could use a 1 byte sync marker (set to zero) using zig-zag and COBS encoding within blocks to efficiently escape zeros from the record data. 

h4. Zig-Zag encoding 

With zig-zag encoding only the value of 0 (zero) gets encoded into a value with a single zero byte. This property means that we can write any non-zero zig-zag long inside a block within concern for creating an unintentional sync byte. 

h4. COBS encoding 

We'll use COBS encoding to ensure that all zeros are escaped inside the block payload. You can read http://www.sigcomm.org/sigcomm97/papers/p062.pdf for the details about COBS encoding. 

h1. Block Format 

All blocks start and end with a sync byte (set to zero) with a type-length-value format internally as follows: 

|| name || format || length in bytes || value || meaning || 
| sync | byte | 1 | always 0 (zero) | The sync byte serves as a clear marker for the start of a block | 
| type | zig-zag long | variable | must be non-zero | The type field expresses whether the block is for _metadata_ or _normal_ data. | 
| length | zig-zag long | variable | must be non-zero | The length field expresses the number of bytes until the next record (including the cobs code and sync byte). Useful for skipping ahead to the next block. | 
| cobs_code | byte | 1 | see COBS code table below | Used in escaping zeros from the block payload | 
| payload | cobs-encoded | Greater than or equal to zero | all non-zero bytes | The payload of the block | 
| sync | byte | 1 | always 0 (zero) | The sync byte serves as a clear marker for the end of the block | 

h2. COBS code table 

|| Code || Followed by || Meaning | 
| 0x00 | (not applicable) | (not allowed ) | 
| 0x01 | nothing | Empty payload followed by the closing sync byte | 
| 0x02 | one data byte | The single data byte, followed by the closing sync byte | 
| 0x03 | two data bytes | The pair of data bytes, followed by the closing sync byte | 
| 0x04 | three data bytes | The three data bytes, followed by the closing sync byte | 
| n | (n-1) data bytes | The (n-1) data bytes, followed by the closing sync byte | 
| 0xFD | 252 data bytes | The 252 data bytes, followed by the closing sync byte | 
| 0xFE | 253 data bytes | The 253 data bytes, followed by the closing sync byte | 
| 0xFF | 254 data bytes | The 254 data bytes *not* followed by a zero. | 
(taken from http://www.sigcomm.org/sigcomm97/papers/p062.pdf) 

h1. Encoding 

Only the block writer needs to perform byte-by-byte processing to encode the block. The overhead for COBS encoding is very small in terms of the in-memory state required. 

h1. Decoding 

Block readers are not required to do as much byte-by-byte processing as a writer. The reader could (for example) find a _metadata_ block by doing the following: 

# Search for a zero byte in the file which marks the start of a record 
# Read and zig-zag decode the _type_ of the block 
#* If the block is _normal_ data, read the _length_, seek ahead to the next block and goto step #2 again 
#* If the block is a _metadata_ block, cobs decode the data"
Avro,AVRO-28,python: permit default values for record fields,Improvement,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,5/11/2009 7:46,,7/14/2009 22:50,7/1/2009 16:54,,1.0.0,python,,0,0,,,,,,,,,Python implementation for AVRO-8
Avro,AVRO-29,Validation and resolution for ValueInput/ValueOutput,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Raymie Stata,Raymie Stata,5/12/2009 12:35,,7/14/2009 22:50,6/25/2009 18:53,,1.0.0,java,,0,2,,,,,,,,,"This is a companion to AVRO-25, which introduced the classes ValueOutput and ValueInput. This patch adds two capabilities: validation of ValueInput/Output calls against a schema, and schema-resolution implemented in the context of ValueInput. 

ValidatingValueInput and ValidatingValueOutput take a schema and will validate calls against a schema. For example, if the schema calls for a record consisting of two longs and a double, then ValidatingOutput will allow the call-sequence readLong, readLong, readDouble and throw an error otherwise. 

ResolvingValueInput takes two schemas, the writer's and the reader's schema, and automatically performs Avro's schema-resolution logic on behalf of the reader. For example, if the writer's schema calls for a long, and the readers calls for a double, then the reader can call readDouble, and ResolvingValueInput will automatically decode the long sent by the writer and convert it into the double expected by the reader. 

ResolvingValueInput is an alternative to Avro's current GenericDatumReader, which also implements Avro's resolution logic. In many use-cases, the programmer has their own data structures into which they want to store data read from an Avro stream, data structures that cannot easily be put into the GenericRecord/Array class hierarchy. With ResolvingValueInput, programmers get the benefit of this resolution logic without being forced into the GenericRecord/Array class hierarchy. 

We recommend that ResolvingValueInput become the standard implementation of the resolution logic, and that GenericDatumReader be implemented in terms of ResolvingValueInput. However, we haven't implemented this change pending feedback from others. 

We haven't implemented default values, but can add that feature. 

Implementation note: this patch is implemented by translating Avro schemas to LL(1) parsing tables. This translation is straight forward, but tedious. If you want to understand how the code works, we recommend that you look in the file ""parsing.html"" (included in the patch), which explains the translation."
Avro,AVRO-30,name lookup should consider namespace,Bug,Closed,Major,Duplicate,Unassigned,Doug Cutting,Doug Cutting,5/12/2009 23:36,,10/14/2009 18:53,9/24/2009 21:25,,1.2.0,java,,0,4,,,,,,,AVRO-120,,"When a record schema is referred to by name, Avro will currently return any known record definition with that name, regardless of its namespace. Instead, unqualified references should refer to names in the current namespace, and namespace-qualfied names should look for a record in the given namespace."
Avro,AVRO-31,"Generated classes only work for ""org.apache.avro"" namespace",Bug,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,5/13/2009 8:25,,7/14/2009 22:50,5/13/2009 17:18,,1.0.0,java,,0,0,,,,,,,,,Classes generated by SpecificCompiler have some imports missing from package org.apache.avro
Avro,AVRO-32,Generated classes should override equals and hashcode,Improvement,Closed,Major,Fixed,Doug Cutting,Sharad Agarwal,Sharad Agarwal,5/13/2009 8:37,,7/14/2009 22:50,6/2/2009 17:40,,1.0.0,java,,0,1,,,,,,,AVRO-41,,It would be good to have equals and hashcode implementation generated as well.
Avro,AVRO-33,C primitives for Avro (de)serialization,New Feature,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,5/14/2009 5:37,,7/14/2009 22:50,5/14/2009 21:15,,1.0.0,c,,1,2,,,,,,,,Tested on Linux CentOS 5.3 and MacOS X. MacOS X fails one of the five unit tests.,"This is a patch to being adding C binding to Avro. 

See src/c/README for more details."
Avro,AVRO-34,Upgrade to Jackson 1.0.0,Improvement,Closed,Major,Fixed,Doug Cutting,Chad Walters,Chad Walters,5/15/2009 15:47,,7/14/2009 22:50,5/22/2009 19:29,,1.0.0,java,,0,1,,,,,,,,,Jackson 1.0.0 was released on 5/8/09. You might want to update to use this version.
Avro,AVRO-35,document limitations of reflect implementation,Task,Open,Major,Unresolved,Doug Cutting,Doug Cutting,Doug Cutting,5/22/2009 17:57,,9/25/2009 22:31,,,,java,,0,3,,,,,,,"AVRO-80, AVRO-93, AVRO-104, AVRO-96",,The reflect code can only correctly serialize and deserialze a subset of Java classes and interfaces. That subset should be clearly described.
Avro,AVRO-36,binary default values do not decode base64,Bug,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,5/22/2009 19:38,,1/7/2010 22:44,6/23/2009 20:29,,1.0.0,java,,0,2,,,,,,,"AVRO-50, AVRO-294",,"The specification says that default values for binary data are base64 encoded text, but the Java implementation uses the raw bytes of the textual value, and does not perform base64 decoded as specified."
Avro,AVRO-37,Documentation now generated with Doxygen,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,5/22/2009 22:16,,7/14/2009 22:50,5/26/2009 18:06,,1.0.0,c,,0,1,,,,,,,,Linux / MacOS X,"This patch will provide the following: 

{noformat} 
commit 784477cc41ea1065fa5763ddcd9a99c9731b2406 
Author: matt <matt@cloudera.com> 
Date: Fri May 22 15:08:28 2009 -0700 

Updated the build.xml to run doxygen on the C source 

:100644 100644 391f0bd... d673aae... M build.xml 

commit 9654dc775d6fc660fef850584599d4fc23ff1610 
Author: matt <matt@cloudera.com> 
Date: Fri May 22 11:27:50 2009 -0700 

Allow the C doxygen output directory to be set by an environment variable 

:100644 100644 73fcee2... 5e6e1f5... M src/c/Makefile.am 
:100644 100644 8cf280f... e76bc87... M src/c/avro.h 
:100644 100644 c1cd5dd... e7a63b4... M src/c/docs/doxygen.conf 

commit e81c638d8d01196dba26172f45cee8b0237b79d8 
Author: matt <matt@cloudera.com> 
Date: Sun May 17 20:11:02 2009 -0700 

Put back in the fix to allow C++ apps to use avro.h without extern ""C"" 

:100644 100644 fd3377a... 73fcee2... M src/c/Makefile.am 
:100644 100644 daaa725... 8cf280f... M src/c/avro.h 

commit 7e2886b30701237914fea4d9ffcb483732c6780d 
Author: matt <matt@cloudera.com> 
Date: Sun May 17 20:09:16 2009 -0700 

Fixed small type warning for unit test 

:100644 100644 94b87db... 7d05c23... M src/c/test_avro_float_double.c 

commit a8c8a9371923ff7360324a9ea7c45dd990ccf0f3 
Author: matt <matt@cloudera.com> 
Date: Sun May 17 15:04:36 2009 -0700 

Stub for avro array function 

:000000 100644 0000000... 1908d17... A src/c/avro_array.c 

commit cc4ecc14bf4e587ebf07ee0661b59391d7973fd8 
Author: matt <matt@cloudera.com> 
Date: Fri May 15 23:53:43 2009 -0700 

Added documentation for avro array processing 

:100644 100644 01a922a... daaa725... M src/c/avro.h 

commit 5e1e273afce80e7f0151234dd032cc80b36133a3 
Author: matt <matt@cloudera.com> 
Date: Fri May 15 23:17:35 2009 -0700 

Update avro.h to be C++ friendly 

:100644 100644 c112423... 01a922a... M src/c/avro.h 

commit bce6b06d0facf645d1f087714f9bee856d530082 
Author: matt <matt@cloudera.com> 
Date: Thu May 14 17:53:17 2009 -0700 

First shot at adding file and socket backed Avro handles 

:100644 100644 3f2ff2d... d880e3f... M src/c/avro_file.c 
:100644 100644 6fb66a5... 96e8ebb... M src/c/avro_socket.c 

commit 92da91876343d5b7c90ddb95f169c014eda5e516 
Author: matt <matt@cloudera.com> 
Date: Thu May 14 17:02:38 2009 -0700 

Updated to build clean Doxygen documentation on the C API 

:100644 100644 e1e8cd6... fd3377a... M src/c/Makefile.am 
:100644 100644 f23b7e0... c112423... M src/c/avro.h 
:000000 100644 0000000... c1cd5dd... A src/c/docs/doxygen.conf 

commit 4a60bbc15bda5b1e85cb73e0b007d38a8e63f2a3 
Author: matt <matt@cloudera.com> 
Date: Thu May 14 15:49:53 2009 -0700 

Ignore the INSTALL file 

:100644 100644 8f41889... 1e48c4a... M src/c/.gitignore 

commit 745d43361dde448b1c8c42aa05a2528b76256ad0 
Author: matt <matt@cloudera.com> 
Date: Thu May 14 14:47:56 2009 -0700 

Packaging the Avro C code should depend on test-c instead of compile-c 

:100644 100644 0228859... 391f0bd... M build.xml 
{noformat} 
"
Avro,AVRO-38,python: add fixed type,Improvement,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,5/26/2009 8:55,,7/14/2009 22:50,5/26/2009 17:39,,1.0.0,python,,0,0,,,,,,,,,Add fixed type to python
Avro,AVRO-39,Records with default value generate wrong toString(),Bug,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,5/27/2009 8:29,,7/14/2009 22:50,5/27/2009 16:07,,1.0.0,java,,0,0,,,,,,,,,There is an extra quote which needs to be removed.
Avro,AVRO-40,Signedness of integers,Bug,Closed,Major,Fixed,Doug Cutting,Arvind Jayaprakash,Arvind Jayaprakash,5/31/2009 7:29,,7/14/2009 22:50,6/1/2009 22:33,,1.0.0,spec,,0,2,,,,,,,,,"The specification currently says the following: 
int: 32-bit unsigned integer 
long: 64-bit unsigned integer 

I guess this should read ""signed"" and not unsigned"
Avro,AVRO-41,specific and generic instances should implement comparable,New Feature,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,6/1/2009 17:54,,9/16/2009 22:31,9/2/2009 18:13,,1.1.0,java,,0,2,,,,,,,"AVRO-108, AVRO-109, AVRO-32, AVRO-110",,Use of Avro instances with mapreduce would be simpler in many cases if they implemented Comparable.
Avro,AVRO-42,C++ avro,New Feature,Closed,Minor,Fixed,Scott Banachowski,Scott Banachowski,Scott Banachowski,6/1/2009 23:27,,7/14/2009 22:50,6/3/2009 0:01,,1.0.0,c++,,0,1,,,,,,,,,"I have a C++ implementation for Avro to contribute. I opened this issue to submit a patch. 

Overview: 
Serializer/Parser- objects for writing/reading raw binary. 
xxxSchema- objects for composing schemas. 
ValidSchema- a schema object that has been converted to a parse tree (with some sanity checks). 
ValidSchema.toJson() writes the schema as a json object. 
ValidatingSerializer/ValidatingParser- check that reads/writes match the expected schema type (more expensive than the raw serializer/parser but they detect errors, and allow dynamic discovery of parsed data/attributes). 
Compiler (compileJsonSchema())- converts a Json string schema to a ValidSchema. 
Code Generation (experimental) - given a schema it generates C++ objects of the same data types, and the code to serialize and parse it. 

What's missing: Defaults are not yet supported. Resolving schema conflicts is not yet supported. And the file and rpc containers are not yet implemented. Documentation, sparse."
Avro,AVRO-43,Forrest fails in validate schema phase,Bug,Closed,Trivial,Invalid,Unassigned,Arvind Jayaprakash,Arvind Jayaprakash,6/2/2009 4:12,,12/13/2011 19:10,6/2/2009 17:11,,,build,,0,0,,,,,,,,,"ant doc fails with the following message 

[exec] 
[exec] validate-sitemap: 
[exec] /home/arvindj/downloads/apache-forrest-0.8/main/webapp/resources/schema/relaxng/sitemap-v06.rng:72:31: error: datatype library ""http://www.w3.org/2001/XMLSchema-datatypes"" not recognized 
[exec] /home/arvindj/downloads/apache-forrest-0.8/main/webapp/resources/schema/relaxng/sitemap-v06.rng:81:31: error: datatype library ""http://www.w3.org/2001/XMLSchema-datatypes"" not recognized 
[exec] /home/arvindj/downloads/apache-forrest-0.8/main/webapp/resources/schema/relaxng/sitemap-v06.rng:96:28: error: datatype library ""http://www.w3.org/2001/XMLSchema-datatypes"" not recognized 
[exec] /home/arvindj/downloads/apache-forrest-0.8/main/webapp/resources/schema/relaxng/sitemap-v06.rng:102:28: error: datatype library ""http://www.w3.org/2001/XMLSchema-datatypes"" not recognized 
"
Avro,AVRO-44,clean target fails until c is first built,Bug,Closed,Minor,Fixed,Matt Massie,Doug Cutting,Doug Cutting,6/2/2009 19:08,,7/14/2009 22:50,6/3/2009 0:11,,1.0.0,c,,0,0,,,,,,,,,The 'ant clean' target fails until 'c' is first built. This is annoying for folks like me who primarily do not develop in C and who frequently use commands like 'ant clean test-java'.
Avro,AVRO-45,python script is not executable by default,Bug,Closed,Major,Fixed,Scott Banachowski,Scott Banachowski,Scott Banachowski,6/3/2009 0:27,,7/14/2009 22:50,6/3/2009 17:46,,1.0.0,c++,,0,0,,,,,,,,,"When checking out the code from svn, the python script used for code generation is not executable. This causes make, which invokes the script, to fail. 

This change will invoke it from python instead of from the shell (e.g. ""gen.py"" is now ""python gen.py""). 

Also in this patch, some of the README.txt notes were changed."
Avro,AVRO-46,Python RPC implementation is not as per spec,Bug,Closed,Major,Fixed,Sharad Agarwal,Sharad Agarwal,Sharad Agarwal,6/3/2009 5:56,,7/14/2009 22:50,6/25/2009 18:12,,1.0.0,python,,0,0,,,,,,,,,After AVRO-2 spec has been changed. Needs to be implemented in python.
Avro,AVRO-47,Byte sequence to be represented as void*,Bug,Closed,Major,Fixed,Scott Banachowski,Arvind Jayaprakash,Arvind Jayaprakash,6/5/2009 20:21,,3/1/2010 17:10,1/22/2010 22:42,,1.3.0,c++,,0,2,,,,,,,,,"The current function prototype for serializin bytes is as follows: 
void putBytes(const uint8_t *val, size_t size) 

This is better written as 
void putBytes(const void *val, size_t size) 

Using void* in favour of an int based data type frees us from unnecessary casting opaque bytes from arbitrary stuctures/classes into ""integer"". This is consistent with say a function like memcpy()"
Avro,AVRO-48,There are a large number of unused imports and unnecessary @SuppressWarning annotations,Task,Closed,Minor,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,6/6/2009 4:13,,7/14/2009 22:50,6/8/2009 21:54,1.0.0,1.0.0,java,,0,0,,,,,,,,,There are in all about 90 instances of unused imports and unnecessary @SuppressWarning annotations.
