Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description
Avro,AVRO-49,Efficient positive varints,Improvement,Closed,Major,Won't Fix,Unassigned,Ismael Juma,Ismael Juma,6/10/2009 20:38,,7/14/2009 23:04,6/23/2009 19:57,,,spec,,0,2,,,,,,,,,"Hi, 

Avro looks like an interesting project, so I was looking at the specification. I noticed that varints use zig-zag encoding which is a good signed representation. However, id-like values are very common and they are often always positive. I think it would be nice to support them as efficiently as possible too (like Protocol Buffers, for example). Would something like this be considered at all?"
Avro,AVRO-61,Support for blocking arrays/maps in python,Bug,Closed,Major,Fixed,Ravi Gummadi,Thiruvalluvan M. G.,Thiruvalluvan M. G.,6/24/2009 7:26,,9/16/2009 22:31,8/18/2009 20:57,,1.1.0,python,,0,1,,,,,,,AVRO-88,,"We have introduced a blocking version of writer in Java that enables readers to efficiently skip large arrays and maps. The avro format encoded arrays and maps by encoding the number of elements by the the elements themselves. Zero element count indicates that the array/map has ended. The change we introduced is that if the element count is negative, it is followed by the byte-count of the encoded elements that follow. The reader, on seeing a negative element count should flip the sign to get the actual number of elements. In addition, if it is interested in supporting fast skip, it should use the byte count to skip the elements en-bloc instead of decoding them individually. If it does not want to support fast skip, it has to just read the byte count and ignore its value. 

The changes are already made in Java's ValueReader to support this. Similar changes need to done in Python as well."
Avro,AVRO-63,Optimize #hashCode() and #equals() for Protocol and Schema,Improvement,Closed,Major,Won't Fix,Unassigned,Doug Cutting,Doug Cutting,6/25/2009 19:57,,9/4/2009 16:43,8/27/2009 22:26,,,java,,0,0,,,,,,,,,"It's often useful to cache things derived from a Schema or Protocol in a WeakHashMap. Each cache lookup involves at least one call to #equals() and #hashCode() on the Schema or Protocol. But the Schema#hashCode() is expensive, since it must walk the entire schema, allocating objects to detect circular schemas. It would be better if Schema cached its hash code in a field. This can also be used optimize Schema#equals(): if two Schema's do not have the same hashCode then they cannot be equal. With these optimizations, the only slow case would be a cache lookup of an equal but not identical Schema. Perhaps even this can be optimized by caching its MD5 and assuming that, if the MD5 does not match, schemas are not equal."
Avro,AVRO-89,generated record classes should use unboxed numeric types,Improvement,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,8/12/2009 17:06,,9/25/2009 21:15,8/12/2009 22:35,,1.1.0,java,,0,0,,,,,,,AVRO-123,,"Currently, in a generated Java class, an integer field has type java.lang.Integer. It would be more efficient if ""int"" were used. Similarly for longs, floats, doubles and boolean."
Avro,AVRO-108,add binary comparator,New Feature,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,8/28/2009 16:36,,9/16/2009 22:31,8/31/2009 18:05,,1.1.0,java,,0,2,,,,,,,"AVRO-41, AVRO-109",,"Hadoop MapReduce performance benefits greatly if data may be compared without deserializing to an object, but rather by examining its serialized bytes directly. Such ""raw"" comparators are typically written by hand in Hadoop, and are very fragile. 

With Avro it is possible to generically compare two serialized byte sequences if their schema is known. This should work for any Avro data, regardless of how it was serialized or how it will be deserialized."
Avro,AVRO-110,"make GenericData, & ReflectData implement singleton pattern",Improvement,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,9/1/2009 18:33,,9/16/2009 22:31,9/2/2009 18:12,,1.1.0,java,,0,0,,,,,,,AVRO-41,,"Currently GenericData has only static methods. ReflectData used to follow that pattern, but in AVRO-104 was converted into a normally instantiable class, with a public constructor. 

Better for both would be the singleton pattern. A static get() method would return the single, statically-allocated instance. Instances could thus implement long-lived caches (a feature of ReflectData that was lost in AVRO-104, adversely affecting performance). A protected constructor would be provided so that singleton subclasses can be implemented that override methods. 
"
Avro,AVRO-115,remove RPC sessions,Improvement,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,9/11/2009 18:44,,10/14/2009 18:53,9/23/2009 22:34,,1.2.0,spec,,1,2,,,,,,,,,"The spec currently has a notion of an RPC session. Within a session requests and responses need not be prefixed by handshakes. 

The existing RPC implementations (python and Java) assume that all transports naturally have sessions, which is not the case. An HTTP transport may or may not have a session, a UDP transport does not naturally have a session. Moreover, we anticipate the implementation in Avro of a high-performance scalable transport that, e.g., permits multiplexing of requests and responses over a single TCP connection. Establishing a session in this context creates a race condition. Also, it would be advantageous if a single connection could service multiple protocols. 

For the above reasons, I propose we remove the notion of RPC sessions. Each request and response payload must then be prefixed by a HandshakeRequest or HandshakeResponse respectively. In most cases this adds just 34 bytes to requests and 4 bytes to responses. The added runtime costs are negligible, as, instead of using a session key to access the cached protocol instead the protocol hashes are used. 

"
Avro,AVRO-143,use ASM to accellerate reflection,Improvement,Open,Major,Unresolved,Unassigned,Doug Cutting,Doug Cutting,10/13/2009 21:29,,10/15/2009 0:41,,,,java,,0,5,,,,,,,,,"Java reflection is very slow, about 100 times slower for field access than normal Java code. However reflection might be a useful tool for converting existing codebases to use Avro. 

One could, using ASM (http://asm.ow2.org/) make existing compiled classes to implement the SpecificRecord interface or something similar: 

http://hadoop.apache.org/avro/docs/current/api/java/org/apache/avro/specific/SpecificRecord.html 

This would make existing classes as fast to serialize as generated classes. 
"
Avro,AVRO-172,Don't include value class data/methods in each instance of a value,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,10/26/2009 21:41,,3/1/2010 17:09,10/27/2009 17:48,"1.0.0, 1.1.0, 1.2.0",1.3.0,c,,0,1,,14400,0,14400,100%,,,,"This patch is in response to Thiru's feedback about the current C implementation. Thanks, Thiru! I appreciate the feedback. 

Previously, all instances of an Avro value contained class-specific data and methods (e.g. callbacks for reading, skipping and writing data). This is inefficient and unnecessary. 

This patch creates a per value class registry to hold all class-wide information. 

Moreover, this patch creates the framework necessary for support the Avro JSON import/export format. Each value class registers all supported data formats (named AVRO_BINARY_FORMAT and AVRO_JSON_IMPORT_EXPORT_FORMAT). The current JSON parser is a DOM-like parser which is really only suitable for process schema data. The callbacks registered in the value class registry will allow us to process JSON data in a SAX-link fashion moving forward."
Avro,AVRO-196,Add encoding for sparse records,New Feature,Open,Minor,Unresolved,Unassigned,Justin SB,Justin SB,11/13/2009 19:34,,12/6/2011 16:44,,,,java,,3,2,,,,,,,,,"If we have a large record with many fields in avro which is mostly empty, currently avro will still serialize every field, leading to big overhead. We could support a sparse record format for this case: before each record a bitmask is serialized indicating the presence of the fields. We could specify the encoding type as a new attribute in the avpr e.g. {""type"":""record"", ""name"":""Test"", ""encoding"":""sparse"", ""fields"":....} 

I've put an implementation of the idea on github: 
http://github.com/justinsb/avro/commit/7f6ad2532298127fcdd9f52ce90df21ff527f9d1 

This leads to big improvements in the serialization size in our case, when we're using avro to serialize performance metrics, where most of the fields are usually empty. 

The alternative of using a Map isn't a good idea because it (1) serializes the names of the fields and (2) means we lose strong typing."
Avro,AVRO-204,change the way symbolic references are tracked,Improvement,Closed,Major,Fixed,Scott Banachowski,Scott Banachowski,Scott Banachowski,11/16/2009 22:43,,3/1/2010 17:09,11/17/2009 1:12,,1.3.0,c++,,0,1,,,,,,,,,"In a schema, a previously defined schema may be referenced by name. The way the implementation tracked this was a look-aside mapping of name to instance. If a symbol node was encountered during parsing it was referenced via the map. 

Instead of using a look-aside map, now a pointer to the referenced node is stored in the symbolic schema node, so while parsing it may be de-referenced without a lookup. The look-aside map is only when compiling the schema, so that symbols are resolved at compile time. 

This improves performance, reduces storage space, and simplifies some some upcoming changes (resolving schema differences). 
"
Avro,AVRO-217,Benchmark Python implementation of Avro,Improvement,Open,Major,Unresolved,Jeff Hammerbacher,Jeff Hammerbacher,Jeff Hammerbacher,11/19/2009 10:23,,1/29/2015 22:01,,,,python,,0,2,,,,,,,"AVRO-709, AVRO-1504",,Doug mentioned to me that the Python implementation of Avro could use some performance benchmarks. This ticket is meant to collect ideas for what to benchmark and subsequently the implementation and execution of those benchmarks.
Avro,AVRO-228,Refactor to separate concerns: (de)serialization vs marshalling to data model,Improvement,Open,Major,Unresolved,Unassigned,Justin SB,Justin SB,11/20/2009 6:29,,2/21/2011 1:35,,1.3.0,,java,,1,3,,,,,,,,,"I've attached a patch that separates out the code that deals with marshalling to java data models (Generic, Specific, Reflect) from the code that deals with (de)serializtion (DatumReader, DatumWriter). This means that e.g GenericDatumReader, SpecificDatumReader and ReflectDatumReader are unnecessary. Instead, a single AvroDatumReader is parameterized with a ClassMapping. The class mapping interface is currently implemented by the existing GenericData, SpecificData, ReflectData mappers. 

The patch is large, so might be quite hard to follow. Essentially I renamed GenericDatumReader to AvroDatumReader, and moved any model-specific functionality to the ClassMapping interface. I did the same for DatumWriter & Requestor & Responder. 

There remains some oddities for the ProxyingResponder / Requestor, but I wanted to keep the patch as a straight re-organization without significant code changes. 

I believe this patch will set us up for some refactors down the road - ClassMapping is really 3 interfaces in one - the mapping of Java types to Avro types, some utility functions (like hashCode), and field accessors. Splitting this interface into 3 interfaces would allow reuse of the parts separately. Then it would be easy to use avro with arbitrary data models (by implementing the accessor functions) without needing to implement DatumWriters etc."
Avro,AVRO-259,GenericData.Array should fail fast when constructed with a null Schema,Bug,Closed,Trivial,Fixed,Kevin Oliver,Kevin Oliver,Kevin Oliver,12/18/2009 17:14,,3/1/2010 17:09,1/9/2010 0:03,,1.3.0,java,,0,2,,,,,,,,,GenericData.Array's constructor takes a Schema but doesn't validate that it is not null. The schema is assumed to be not null in other places (equals() and hashCode()) which then trigger NPEs.
Avro,AVRO-266,Union as java.lang.Object prevents object reuse,Improvement,Open,Major,Unresolved,Unassigned,Todd Lipcon,Todd Lipcon,12/23/2009 23:01,,12/13/2011 19:06,,1.2.0,,java,,1,3,,,,,,,AVRO-248,,"Because Unions end up deserializing as java.lang.Object and using the object's type to differentiate the union constituents, object reuse is pretty hard to achieve. I don't have a specific benchmark, but I think this will hurt performance for logging applications where every record in a large file is a union, and the type tends to change for each record."
Avro,AVRO-270,Expose (optionally) RPC server and client statistics to users,New Feature,Open,Major,Unresolved,Philip Zeyliger,Philip Zeyliger,Philip Zeyliger,12/30/2009 19:37,,1/4/2010 5:06,,,,java,,0,1,,,,,,,"AVRO-271, AVRO-272, AVRO-273, AVRO-275, AVRO-279",,"When working with a live systme, it's often quite handy to see what RPCs it's processing, how long they take, which ones are in flight, etc. I hope for this to be lightweight enough that it's always on, but for both security and performance reasons, it will be entirely optional. 
"
Avro,AVRO-278,use array instead of map to implement generic records,Improvement,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,12/31/2009 23:06,,3/1/2010 17:09,1/8/2010 20:36,,1.3.0,java,,0,1,,,,,,AVRO-350,,,"It would be considerably faster to implement GenericData.Record as an array rather than as a HashMap. We expect generic data to be a major incentive to using Avro, and users of Java's generic API should not pay a performance penalty."
Avro,AVRO-286,Schema for JSON,New Feature,Open,Major,Unresolved,Unassigned,Doug Cutting,Doug Cutting,1/4/2010 23:00,,1/4/2010 23:00,,,,spec,,0,3,,,,,,,,,"Avro's spec might include a standard schema to be used for JSON data, thus providing a fast, compact binary format for JSON. Such a schema is included in AVRO-251. Command-line tools could be created to convert json data to and from this format."
Avro,AVRO-315,Performance improvements to BinaryDecoder,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/13/2010 7:04,,3/1/2010 17:09,1/14/2010 12:48,,1.3.0,java,,0,1,,,,,,,AVRO-327,,"The forthcoming patch improves the performance of BinaryDecoder.readLong(), readFloat() and readDouble(). 

The test-patch has a command-line program Perf in org.apache.avro.io in the (test part of the source directory) which tests the performance of readInt() (which calls readLong()) readFloat() and readDouble(). On my machine, the patch improves the performance by 10% for readInt() and about 50% for readFloat() and readDouble(). 

The idea is to unroll the loops in readLong(), readFloat() and readDouble(). There is a small change in doReadBytes() which checks for most common condition before less common ones."
Avro,AVRO-316,Optiminzing inner loop functions of Avro io,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/13/2010 12:41,,3/1/2010 17:09,1/15/2010 17:20,,1.3.0,java,,0,2,,,,,,,,,"The methods advance() and pushProduction() of org.apache.avro.io.parsing.Parser class are invoked at least once per read/write call on ValidatingDecoder, ResolvingDecoder and ValidatingEncoder. Any optimization in these functions will improve overall performance when using these classes. 

Try org.apacge.avro.io.Perf -V to see the effect of this patch on the performance. On my machine it gives about 5 to 8% improvement. 

The optimizations are: 
- Reorder the code within advance() so that the most frequent paths involve minimal comparisons. 
- Repleace Symbol.CONTINUE with null to indicate that next symbol on the stack needs to be looked at. 
- Get rid of a parameter to pushProduction. This parameter was used only in one call site of that function; others pass null. Refactored the code so that these invocations do not pay for that piece of logic that they don't use."
Avro,AVRO-327,Performance improvements to BinaryDecoder.readLong(),Improvement,Closed,Major,Duplicate,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/14/2010 11:15,,3/1/2010 21:47,2/5/2010 1:20,,,java,,0,4,,,,,,,"AVRO-392, AVRO-315",,"AVRO-315 proposed performance improvements to readLong(), readFloat() and readDouble(). readLong() did not improve performance well for all. Scott proposed a better method (but requires a change in semantics and API). We'll carry on the discussion on that proposal here. AVRO-315 will be committed with changes for readFloat() and readDouble()."
Avro,AVRO-328,Performance improvements Validating encoder/decoder for nested records,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/14/2010 14:52,,3/1/2010 17:09,1/16/2010 6:00,,1.3.0,java,,0,2,,,,,,,,,"With nested records, Parser.pushProduction() gets called multiple times (once per record nesting). Since we do not have any events for beginning and end of records, it enhances the performance if we flatten the grammar, wherever possible. 

The forthcoming patch does just that. 

Try org.apache.avro.io.Perf -N 

On my machine (HP laptop with Cygwin) the improvement is about 20%. 

"
Avro,AVRO-336,Equals() on SpecificRecord fails (java),Bug,Closed,Major,Fixed,Doug Cutting,Scott Carey,Scott Carey,1/15/2010 8:15,,3/1/2010 17:09,1/19/2010 0:49,1.3.0,1.3.0,java,,0,2,,,,,,,,,"rev 899520, trunk. 

Calling equals() on an object generated by the SpecificAPI fails. 

The object is a record with several fields, one is an array. This object can serialize and deserialize, binary and json. But equals() fails, as well as hashCode() in some cases. 

It fails in Schema.java, line 217. 
{code} 
/** If this is an array, returns its element type. */ 
public Schema getElementType() { 
throw new AvroRuntimeException(""Not an array: ""+this); 
} 
{code} 

This looks unimplemented. 

The stack trace is: 
{noformat} 
Exception in thread ""main"" org.apache.avro.AvroRuntimeException: Not an array: {""type"":""record"",""name"":""Variable"",""namespace"":""com.rr.avro"",""fields"":[{""name"":""variableId"",""type"":""int""},{""name"":""selectedValue"",""type"":""string""}]} 
at org.apache.avro.Schema.getElementType(Schema.java:217) 
at org.apache.avro.generic.GenericData.compare(GenericData.java:468) 
at org.apache.avro.specific.SpecificData.compare(SpecificData.java:250) 
at org.apache.avro.specific.SpecificData.compare(SpecificData.java:242) 
at org.apache.avro.specific.SpecificRecordBase.compareTo(SpecificRecordBase.java:45) 
at org.apache.avro.specific.SpecificRecordBase.equals(SpecificRecordBase.java:35) 
{noformat} 

That record is the element type of the array, so I think this is just due to the implementation being incomplete. 
The specific compiler could also generate equals() methods (which would be more efficient than traversing the schema). I wonder if eclipse's ""generate hashcode and equals"" code is usable."
Avro,AVRO-341,specify avro transport in spec,Improvement,Open,Major,Unresolved,Unassigned,Doug Cutting,Doug Cutting,1/15/2010 20:29,,12/4/2010 0:59,,,,spec,,1,19,,,,,,,"AVRO-406, AVRO-625, AVRO-641, HADOOP-4487, HADOOP-6659, AVRO-334, AVRO-340, AVRO-707, HBASE-2400",,"We should develop a high-performance, secure, transport for Avro. This should be named with avro: uris."
Avro,AVRO-345,Optimization for ResolvingDecoder,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/16/2010 12:08,,3/1/2010 17:09,1/19/2010 14:31,,1.3.0,java,,0,1,,,,,,,,,"If the writer's and reader's schema are records, we allow the order of fields to be different in them. The ResolvingDecoder returns the fields in the writer's order. This is to avoid buffering. The current implementation uses FieldAdjust action on the parser stack. The number of such action symbols is equal to the number of reader fields. This causes performance problem because the number of calls to advance() is almost double compared to the number of calls in ValidatingDecoder. 

This patch replaces the FieldAdjustAction symbols with FieldOrderAction symbols. We have FieldOrderActions one per record, which is expected to be much smaller than the number of fields. Though it changes the API for ResolvingDecoder slightly, there is no impact because we do not have any users yet. 

I see a 10-15% improvement in my computer with Perf -S."
Avro,AVRO-354,Performance improvement to BinaryDecoder.readInt(),Improvement,Closed,Minor,Fixed,Kevin Oliver,Kevin Oliver,Kevin Oliver,1/19/2010 21:41,,3/1/2010 17:09,1/26/2010 15:28,1.3.0,1.3.0,java,,0,2,,,,,,,,"koliver@koliver-ws4:~$ uname -a 
Linux koliver-ws4 2.6.24-26-generic #1 SMP Tue Dec 1 17:55:03 UTC 2009 x86_64 GNU/Linux 
","Able to get a 3-7% improvement on Perf -i by creating a specialized version of BinaryDecoder.readInt() that uses the same code as readLong() but uses ints instead of long for all its math and bit arithmetic. 

The performance improvement is larger on a 32-bit VM (around 7%) than on a 64-bit VM (around 3%)."
Avro,AVRO-366,Add FastLZ Codec,New Feature,Open,Minor,Unresolved,Unassigned,Jacob Rideout,Jacob Rideout,1/22/2010 8:07,,11/23/2010 5:46,,,,java,,1,2,,,,,,,"HADOOP-6349, AVRO-135",,It would be nice to have LZO/LZF/FastLZ compression codec support.
Avro,AVRO-367,Complete memory management for the C implementation,Improvement,Closed,Major,Fixed,Matt Massie,Matt Massie,Matt Massie,1/22/2010 18:16,,3/1/2010 17:09,1/22/2010 19:04,,1.3.0,c,,0,0,,,,,,,,,"This patch completes memory management for the C implementation. 

* All schema and datum objects are now freed when dereferenced 
* Four new methods have been added {{avro_wrapstring}}, {{avro_wrapbytes}}, {{avro_givestring}}, and {{avro_givebytes}}. These new methods allow C developers to explicitly state if they want {{libavro}} to copy bytes/string (the default), ""wrap"" them with no memory management or ""give"" them to {{libavro}} to manage. This allows for less buffer copying when decoding data. 
* Issues with type punning have been resolved to prevent compiler warnings 
* The {{map}} and {{record}} data structures now implement management correctly. 
* A new valgrind test is added and runs during {{make check}} if valgrind is found on the build system. 

A future optimization will be to have a stack of allocated objects for each obj type instead of always using malloc() and free()."
Avro,AVRO-380,Avro Container File format change: add block size to block descriptor,Improvement,Closed,Major,Fixed,Scott Carey,Scott Carey,Scott Carey,1/27/2010 1:25,,3/1/2010 17:09,1/29/2010 19:29,1.3.0,1.3.0,"doc, java, spec",,0,2,,,,,,,,,"The new file format in AVRO-160 limits a few use cases that I have found to be important. 

A block currently contains a count of the number of records, the block data, and a sync marker. 
This change would add the block size, in bytes, along side the number of records. 

This allows efficient access to a block's data without the need to decode the data into individual Datums, which is useful for various use cases."
Avro,AVRO-383,Optimizing ResolvingDecoder for default values,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,1/27/2010 17:22,,3/1/2010 17:09,2/2/2010 5:07,,1.3.0,java,,0,0,,,,,,,,,"When the reader's and writer's schemas are records and the reader's schema has a field with default value and the writer's schema doesn't have the field, the ResolvingDecoder keeps the default value in a byte array. This byte array is in Json format. Moving this to Avro binary format improves performance. 

Apply the test patch and try ""Perf -M"". Then apply the patch and run it again. On my machine, the performance is three times the original."
